Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:TLRY	1	2.11			Buy 5569 at $1.41 ~= $7,852	2.0957334796362797	1.797078237582296
NYSE:HIMS	1	67.25				50.51152202712675	51.430365799848616
NASDAQ:TIGR	1	20.33			ADR	0	0
NYSE:HPQ	1	41.69	2025-09-10	0.28275		0	0
NYSE:PM	1	257.91	2025-06-27	1.35		198.03772306119924	210.58039133358707
NYSE:TDOC	1	11.65				20.995206300589874	40.997806748496394
NYSE:RLX	1	3.69	2025-09-12	0	ADR	0	0
NYSE:BTI	1	88.14	2025-10-03	0.6005	ADR	0	0
NYSE:PBI	1	18.69	2025-08-11	0.0575		17.505662655021226	26.833850144949494
NYSE:TPR	1	150.62	2025-09-05	0.35		152.52808292551387	164.07247081632212
NYSE:IBM	1	363.80	2025-08-08	1.6725		213.2367457301479	274.0321681827086
NYSE:DDD	1	3.31				-1.5302650320824045	2.145764504009742
NYSE:REZI	1	51.90				57.01634320647533	73.50032098030564
NASDAQ:MAT	1	27.51			GTC: delete	50.135301268937404	51.41051637885965
NYSE:ACN	1	389.60	2025-07-10	1.48		604.7685773606903	640.0349759517186
NASDAQ:TOI	1	5.66				1.7728717658221942	2.6984374024874986
NASDAQ:PAYX	1	210.84	2025-07-21	1.005		180.97087750024224	196.71865803092925
NYSE:NVT	1	136.48	2025-07-18	0.195		106.46813462977535	113.56085658567858
NYSE:UDR	1	58.88	2025-07-10	0.4275		39.87807088522599	60.13363946548058
NYSE:CPRI	1	32.61				57.560292009012024	-11.00486815089369
