ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:HOOD,18.71,117.7,109.32,114.17,4333280144.26
NASDAQ:TLRY,0.3507,1.95,1.15,1.03,116461930.09
NYSE:ITUB,4.86,7.125,6.88,6.97,201772191.69
NASDAQ:GRAB,3.17,5.72,5.13,5.13,114373572.49
NYSE:HIMS,13.47,72.98,44.57,46.02,1085454811.49
NYSE:VALE,8.055,12.045,10.12,9.92,248873359.82
NYSE:HPE,11.965,24.66,22.45,21.16,319504148.04
NYSE:STR,14.58,25.52,18.12,18.17,55086165.13
NYSE:ET,14.6,21.45,17.51,17.24,240435350.51
NYSE:CX,4.89,9.0399,8.9,8.53,95913054.17
NYSE:AG,4.59,9.48,9.0,8.85,142529391.96
NYSE:BCS,11.2201,20.58,20.47,20.27,198780023.80
NYSE:CVE,10.23,19.635,16.39,15.04,179562724.10
NYSE:WU,7.89,12.395,8.68,8.36,80477261.62
NYSE:SCHW,61.16,99.59,95.83,96.11,852719566.12
NYSE:BB,2.22,6.24,3.76,3.66,20977524.13
NYSE:OXY,34.785,58.47,45.83,44.61,364337519.94
NYSE:CCJ,35.0,80.32,74.91,75.6,290841833.51
NASDAQ:XP,10.82,20.64,16.46,17.56,110599495.47
NYSE:CNH,9.92,14.27,12.37,12.19,124979069.13
