date,ticker,high,low,open,close,split_coefficient
2025-08-28,NASDAQ:GRAB,5.02,4.9,4.96,4.97,1.0
2025-08-29,NASDAQ:GRAB,5.01,4.91,4.95,4.99,1.0
2025-09-02,NASDAQ:GRAB,4.96,4.84,4.915,4.93,1.0
2025-09-03,NASDAQ:GRAB,4.99,4.89,4.93,4.92,1.0
2025-09-04,NASDAQ:GRAB,5.09,4.88,4.89,5.05,1.0
2025-09-05,NASDAQ:GRAB,5.18,5.06,5.09,5.16,1.0
2025-09-08,NASDAQ:GRAB,5.305,5.16,5.17,5.19,1.0
2025-09-09,NASDAQ:GRAB,5.3,5.09,5.16,5.29,1.0
2025-09-10,NASDAQ:GRAB,5.34,5.24,5.3,5.3,1.0
2025-09-11,NASDAQ:GRAB,5.57,5.22,5.29,5.53,1.0
2025-09-12,NASDAQ:GRAB,6.03,5.51,5.55,6.0,1.0
2025-09-15,NASDAQ:GRAB,6.16,5.61,5.9,6.14,1.0
2025-09-16,NASDAQ:GRAB,6.42,5.91,6.12,6.32,1.0
2025-09-17,NASDAQ:GRAB,6.13,5.915,6.13,6.1,1.0
2025-09-18,NASDAQ:GRAB,6.5,6.06,6.135,6.35,1.0
2025-09-19,NASDAQ:GRAB,6.5,6.32,6.39,6.39,1.0
2025-09-22,NASDAQ:GRAB,6.58,6.22,6.245,6.45,1.0
2025-09-23,NASDAQ:GRAB,6.62,6.26,6.48,6.32,1.0
2025-09-24,NASDAQ:GRAB,6.43,6.16,6.3,6.22,1.0
2025-09-25,NASDAQ:GRAB,6.27,5.99,6.13,6.25,1.0
2025-09-26,NASDAQ:GRAB,6.22,6.04,6.21,6.11,1.0
2025-09-29,NASDAQ:GRAB,6.17,5.93,6.115,6.11,1.0
2025-09-30,NASDAQ:GRAB,6.15,5.99,6.06,6.02,1.0
2025-10-01,NASDAQ:GRAB,6.22,5.83,6.04,5.9,1.0
2025-10-02,NASDAQ:GRAB,6.07,5.9,5.99,6.05,1.0
2025-10-03,NASDAQ:GRAB,6.22,6.06,6.12,6.16,1.0
2025-10-06,NASDAQ:GRAB,6.445,6.14,6.275,6.39,1.0
2025-10-07,NASDAQ:GRAB,6.6,6.24,6.55,6.27,1.0
2025-10-08,NASDAQ:GRAB,6.4387,6.23,6.33,6.36,1.0
2025-10-09,NASDAQ:GRAB,6.4,6.07,6.385,6.17,1.0
2025-10-10,NASDAQ:GRAB,6.14,5.84,6.12,5.86,1.0
2025-10-13,NASDAQ:GRAB,6.07,5.89,5.99,5.93,1.0
2025-10-14,NASDAQ:GRAB,6.02,5.7,5.79,5.91,1.0
2025-10-15,NASDAQ:GRAB,6.14,5.9,6.06,5.92,1.0
2025-10-16,NASDAQ:GRAB,5.99,5.64,5.95,5.71,1.0
2025-10-17,NASDAQ:GRAB,5.675,5.54,5.62,5.64,1.0
2025-10-20,NASDAQ:GRAB,5.8091,5.65,5.79,5.67,1.0
2025-10-21,NASDAQ:GRAB,5.68,5.54,5.68,5.6,1.0
2025-10-22,NASDAQ:GRAB,5.62,5.42,5.62,5.62,1.0
2025-10-23,NASDAQ:GRAB,5.76,5.58,5.67,5.72,1.0
2025-10-24,NASDAQ:GRAB,5.915,5.77,5.845,5.85,1.0
2025-10-27,NASDAQ:GRAB,6.13,5.91,6.0,6.12,1.0
2025-10-28,NASDAQ:GRAB,6.24,5.9,6.23,5.94,1.0
2025-10-29,NASDAQ:GRAB,6.09,5.85,5.94,6.05,1.0
2025-10-30,NASDAQ:GRAB,6.08,5.92,6.0,5.98,1.0
2025-10-31,NASDAQ:GRAB,6.08,5.95,5.97,6.01,1.0
2025-11-03,NASDAQ:GRAB,6.115,5.9,6.01,6.07,1.0
2025-11-04,NASDAQ:GRAB,5.8199,5.36,5.565,5.785,1.0
2025-11-05,NASDAQ:GRAB,5.8599,5.62,5.815,5.64,1.0
2025-11-06,NASDAQ:GRAB,5.835,5.545,5.7,5.63,1.0
2025-11-07,NASDAQ:GRAB,5.79,5.45,5.7,5.56,1.0
2025-11-10,NASDAQ:GRAB,6.0,5.73,5.775,5.9,1.0
2025-11-11,NASDAQ:GRAB,6.235,5.8,6.015,5.88,1.0
2025-11-12,NASDAQ:GRAB,6.0199,5.78,5.85,5.79,1.0
2025-11-13,NASDAQ:GRAB,5.72,5.48,5.71,5.54,1.0
2025-11-14,NASDAQ:GRAB,5.53,5.36,5.38,5.41,1.0
2025-11-17,NASDAQ:GRAB,5.52,5.27,5.385,5.33,1.0
2025-11-18,NASDAQ:GRAB,5.365,5.22,5.305,5.32,1.0
2025-11-19,NASDAQ:GRAB,5.38,5.25,5.3,5.31,1.0
