Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NYSE:AA,28 Feb 2024,$40.04,3,,,,$28.40,40.97%,,,,$43.94,54.72%,$45.13,58.90%,$92.46,225.55%,AA
NYSE:ABEV,11 Jul 2025,$2.79,5,$3.07,8,4.5,$2.18,27.80%,27.80%,$2.79,$3.07,$2.37,8.72%,$0.00,-100.00%,$0.00,-100.00%,ABEV
NYSE:ABM,8 Oct 2024,$59.18,4,,,,$45.47,30.14%,,,,$47.77,5.06%,$0.00,-100.00%,$0.00,-100.00%,ABM
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$3.44,112.01%,,,,$3.91,13.66%,$0.00,-100.00%,$0.00,-100.00%,ACCO
NYSE:ACHR,7 Jul 2025,$8.74,3,,,3,$9.64,-9.34%,-9.34%,$8.74,$8.74,$10.57,9.65%,$0.00,-100.00%,$0.00,-100.00%,ACHR
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,3,$0.46,11.52%,11.52%,$0.51,$0.51,$0.50,8.70%,$0.00,-100.00%,$0.00,-100.00%,ADIL
NYSE:AES,11 Jul 2025,$13.47,3,,,3,$13.23,1.78%,1.78%,$13.47,$13.47,$14.03,6.05%,$0.00,-100.00%,$0.00,-100.00%,AES
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$13.68,30.12%,,,,$20.77,51.83%,$0.00,-100.00%,$0.00,-100.00%,AFYA
NYSE:AGM,19 May 2025,$187.40,3,$232.50,6,,$170.28,10.05%,,,,$174.71,2.60%,$0.00,-100.00%,$0.00,-100.00%,AGM
NASDAQ:AGNC,7 Jul 2025,$11.25,4,,,4,$9.48,18.69%,18.69%,$11.25,$11.25,$10.12,6.75%,$0.00,-100.00%,$0.00,-100.00%,AGNC
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$83.84,19.54%,,,,$88.12,5.10%,$0.00,-100.00%,$0.00,-100.00%,AGO
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,2.75,$77.00,10.08%,10.08%,$84.76,$90.60,$116.41,51.18%,$0.00,-100.00%,$0.00,-100.00%,AIG
NYSE:AIN,28 Mar 2024,$92.28,3,,,,$55.88,65.14%,,,,$57.58,3.04%,$56.01,0.24%,$85.06,52.22%,AIN
NASDAQ:AIRS,3 Jul 2025,$6.62,3,$4.50,6,,$5.92,-23.99%,,,,$9.25,56.25%,$0.00,-100.00%,$0.00,-100.00%,AIRS
