date,symbol,amount
2025-02-14,NASDAQ:INTR,0.08
2025-03-26,NASDAQ:AFYA,0.232049
2025-01-02,NYSE:ITUB,0.0029121
2025-02-04,NYSE:ITUB,0.0028504
2025-02-19,NYSE:ITUB,0.275666
2025-03-04,NYSE:ITUB,0.0028504
2025-04-02,NYSE:ITUB,0.0028504
2025-05-05,NYSE:ITUB,0.0028504
2025-06-03,NYSE:ITUB,0.0028504
2025-06-11,NYSE:ITUB,0.058969
2025-01-02,NYSE:TTE,0.819
2025-01-03,NYSE:TTE,0.811267
2025-03-25,NYSE:TTE,0.853607
2025-03-27,NYSE:TTE,0.851458
2025-06-18,NYSE:TTE,0.977347
2025-02-25,NYSE:VIV,0.020773
2025-02-27,NYSE:VIV,0.222
2025-03-25,NYSE:VIV,0.023118
2025-04-14,NYSE:VIV,0.029781
2025-05-23,NYSE:VIV,0.054874
2025-06-24,NYSE:VIV,0.0249
2024-12-30,NYSE:CIG,0.017973
2025-03-31,NYSE:CIG,0.033037
2025-05-12,NYSE:CIG,0.060452
2025-04-28,NYSE:ELP,0.299515
2025-02-28,NYSE:WMS,0.16
2025-05-30,NYSE:WMS,0.18
2025-04-22,NYSE:PBR.A,0.131081
2025-06-04,NYSE:PBR.A,0.270688
2025-03-10,NYSE:VALE,0.375769
