Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:MFG	0.7640097141265869	7.02			ADR	-95.99551642824754	-93.3024135203497
NYSE:SITC	0.7236470580101013	7.58	2025-10-31	0	Buy 137 at $7.27 ~= $996	6.916741296258067	20.46872097835734
NASDAQ:GOOD	0.7104023098945618	11.25	2025-12-22	0.3		2.663625440074243	25.72582983344382
NYSE:DD	0.6917735934257507	40.42	2025-11-28	0.4025		62.83763342468229	89.39827833725928
NYSE:SEM	0.6887807846069336	14.49	2025-11-12	0.09375		20.0696422424738	32.701154021943914
NYSE:TAK	0.6831445097923279	14.92			ADR	24.76849211147214	41.15377191187572
NASDAQ:MRVL	0.6801273822784424	82.07	2025-10-10	0.06		0	0
NYSE:AHH	0.6754610538482666	6.52	2025-09-24	0.15625		-9.760868675254418	-10.601938384748582
NASDAQ:CRDO	0.6733744740486145	158.40				0	0
NYSE:NMR	0.6709492802619934	7.47			ADR	-65.66880538059281	-62.94473568423534
NYSE:IX	0.6693018078804016	27.41			ADR	-28.925259911029187	23.77603215833386
NYSE:CIO	0.6672431230545044	7.15				11.635288114154303	3.3186666161374196
NYSE:HUYA	0.6402950286865234	2.88			ADR	0.6081511314596507	0.6081511314596507
NYSE:HMC	0.6323726177215576	30.98	2025-09-29	25.75	ADR	-25.621566705984183	33.544059303662415
NYSE:HIW	0.6240976452827454	28.43	2025-11-17	0.5		24.90676496617469	52.788142351770375
NYSE:CTO	0.6184858679771423	18.42	2025-12-11	0.38		2.4435489698935347	27.353580727943797
NYSE:BDN	0.6172162890434265	3.49	2025-10-09	0.1325		-2.3432800411484274	11.459378958970902
NYSE:HEI	0.6066523194313049	319.43				0	0
NYSE:AAT	0.6024995446205139	19.89	2025-12-04	0.33875		20.05039956494119	58.41645723873003
NYSE:ARE	0.5943729877471924	53.59	2025-09-30	1.32		44.39225410197194	147.90383696113858
