Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NASDAQ:SSRM,19 Aug 2025,$11.31,2,,,,$22.80,-50.39%,,,,$22.63,-0.75%,$0.00,-100.00%,$0.00,-100.00%,SSRM,NASDAQ:SSRM
NYSE:STAG,19 Aug 2025,$40.11,5,$38.25,9,,$38.41,-0.42%,,,,$37.27,-2.97%,$49.13,27.90%,$66.83,73.98%,STAG,NYSE:STAG
NASDAQ:STBA,2 Oct 2025,$42.81,3,$41.33,4,,$36.94,11.88%,,,,$37.53,1.60%,$0.00,-100.00%,$0.00,-100.00%,STBA,NASDAQ:STBA
NYSE:STC,6 Jan 2025,$58.82,3,$83.00,2,,$68.35,-13.94%,,,,$67.83,-0.76%,$0.00,-100.00%,$0.00,-100.00%,STC,NYSE:STC
NYSE:STEL,2 Oct 2025,$31.33,3,$31.00,4,,$29.58,4.80%,,,,$29.40,-0.61%,-$47.23,-259.67%,-$34.68,-217.23%,STEL,NYSE:STEL
NASDAQ:STKL,24 Aug 2025,$6.28,3,$10.00,3,,$5.23,20.00%,,,,$5.12,-2.10%,$0.00,-100.00%,$0.00,-100.00%,STKL,NASDAQ:STKL
NYSE:STLA,14 Aug 2025,$15.60,3,$10.43,1,,$10.19,2.36%,,,,$10.16,-0.29%,$0.00,-100.00%,$0.00,-100.00%,STLA,NYSE:STLA
NASDAQ:STLD,20 Aug 2024,$128.16,3,,,,$155.44,-17.55%,,,,$157.89,1.58%,$250.96,61.45%,$288.54,85.63%,STLD,NASDAQ:STLD
NYSE:STN,23 Aug 2024,$76.85,2,,,,$109.38,-29.74%,,,,$114.75,4.91%,$0.00,-100.00%,$0.00,-100.00%,STN,NYSE:STN
NYSE:STR,20 Aug 2025,$25.59,5,$23.50,6,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,STR,NYSE:STR
NASDAQ:STRL,12 Jun 2025,$186.70,3,,,,$395.47,-52.79%,,,,$372.51,-5.81%,$0.00,-100.00%,$0.00,-100.00%,STRL,NASDAQ:STRL
NYSE:STT,10 Apr 2025,$89.48,4,$106.43,4,,$116.26,-23.04%,,,,$112.58,-3.17%,$85.56,-26.41%,$95.63,-17.75%,STT,NYSE:STT
NYSE:STVN,16 Jun 2025,$26.55,3,$25.67,4,,$24.78,3.59%,,,,$24.50,-1.13%,$0.00,-100.00%,$0.00,-100.00%,STVN,NYSE:STVN
NYSE:SU,27 Oct 2025,$45.49,5,$44.73,9,4.75,$39.66,12.78%,12.78%,$44.73,$45.49,$40.97,3.30%,$0.00,-100.00%,$0.00,-100.00%,SU,NYSE:SU
NASDAQ:SUPN,28 Oct 2025,$56.77,4,$57.75,10,4.5,$56.05,1.28%,1.28%,$56.77,$57.75,$86.00,53.43%,$0.00,-100.00%,$0.00,-100.00%,SUPN,NASDAQ:SUPN
NYSEAMERICAN:SVM,20 Aug 2025,$6.52,0,,1,,$6.46,0.93%,,,,$6.39,-1.08%,$0.00,-100.00%,$0.00,-100.00%,SVM,NYSEAMERICAN:SVM
NYSE:SW,22 Aug 2025,$50.29,5,$54.66,8,,$36.43,38.05%,,,,$37.81,3.79%,$34.15,-6.25%,$97.03,166.34%,SW,NYSE:SW
NASDAQ:SWIN,23 Aug 2025,$4.61,3,,,,#N/A,#N/A,,,,,#N/A,-$2.00,#N/A,-$2.00,#N/A,SWIN,NASDAQ:SWIN
NYSE:SXI,31 Oct 2025,$215.10,3,,,3,$235.33,-8.60%,-8.60%,$215.10,$215.10,$243.78,3.59%,$228.54,-2.89%,$260.25,10.59%,SXI,NYSE:SXI
NASDAQ:SYBT,21 Oct 2025,$62.84,3,$85.00,3,2.25,$65.64,-4.26%,-4.26%,$62.84,$85.00,$69.42,5.76%,$0.00,-100.00%,$0.00,-100.00%,SYBT,NASDAQ:SYBT
NYSE:SYY,23 Aug 2024,$74.21,3,,,,$72.83,1.89%,,,,$73.47,0.88%,$0.00,-100.00%,$0.00,-100.00%,SYY,NYSE:SYY
NYSE:TAK,19 Oct 2025,$15.76,5,$18.00,6,4,$13.41,17.52%,17.52%,$15.76,$18.00,$13.93,3.88%,$0.00,-100.00%,$0.00,-100.00%,TAK,NYSE:TAK
NYSE:TAL,20 Aug 2025,$11.69,3,$12.31,4,,$11.71,-0.18%,,,,$12.26,4.70%,$0.00,-100.00%,$0.00,-100.00%,TAL,NYSE:TAL
NASDAQ:TATT,24 Oct 2025,$40.25,3,,,3,$42.03,-4.24%,-4.24%,$40.25,$40.25,$42.24,0.50%,$0.00,-100.00%,$0.00,-100.00%,TATT,NASDAQ:TATT
NYSE:TBB,28 Oct 2025,$23.22,,,1,0.5,$22.69,2.34%,2.34%,$23.22,$23.22,$23.85,5.11%,$0.00,-100.00%,$0.00,-100.00%,TBB,NYSE:TBB
NYSE:TBBB,13 Jun 2025,$23.99,3,,,,$26.95,-10.99%,,,,$27.09,0.52%,$0.00,-100.00%,$0.00,-100.00%,TBBB,NYSE:TBBB
NASDAQ:TBBK,2 Oct 2025,$71.45,3,$70.50,4,,$62.75,12.35%,,,,$71.86,14.52%,$0.00,-100.00%,$0.00,-100.00%,TBBK,NASDAQ:TBBK
NASDAQ:TCBI,2 Oct 2025,$81.26,3,$92.50,7,,$85.21,-4.64%,,,,$82.22,-3.51%,$302.75,255.30%,$375.95,341.21%,TCBI,NASDAQ:TCBI
NASDAQ:TCBK,2 Oct 2025,$52.81,3,$48.67,4,,$44.46,9.47%,,,,$45.35,2.00%,$0.00,-100.00%,$0.00,-100.00%,TCBK,NASDAQ:TCBK
NYSE:TD,19 Aug 2025,$67.13,3,$73.85,7,,$81.89,-18.03%,,,,$83.88,2.43%,$0.00,-100.00%,$0.00,-100.00%,TD,NYSE:TD
NYSE:TDG,20 Sep 2024,"$1,185.75",2,"$1,509.83",4,,"$1,299.66",-8.76%,,,,"$1,293.31",-0.49%,$0.00,-100.00%,$0.00,-100.00%,TDG,NYSE:TDG
NYSE:TDOC,22 Aug 2025,$12.69,3,$9.06,7,,$8.10,11.85%,,,,$9.33,15.19%,$23.90,195.05%,$44.68,451.57%,TDOC,NYSE:TDOC
NASDAQ:TENB,28 Oct 2025,$35.68,3,$39.87,1,1.75,$28.95,23.25%,23.25%,$35.68,$39.87,$43.71,50.98%,$37.01,27.84%,$37.63,30.00%,TENB,NASDAQ:TENB
NYSE:TEO,18 Sep 2025,$8.99,5,$9.60,3,,$12.11,-25.76%,,,,$10.51,-13.21%,$0.00,-100.00%,$0.00,-100.00%,TEO,NYSE:TEO
NYSE:TFC,6 Oct 2025,$46.85,3,$49.13,7,3.25,$44.09,6.26%,6.26%,$46.85,$49.13,$45.88,4.06%,-$269.75,-711.83%,-$261.64,-693.41%,TFC,NYSE:TFC
NASDAQ:TFIN,2 Oct 2025,$64.43,3,$64.00,1,,$54.39,17.67%,,,,,-100.00%,-$2.00,-103.68%,-$2.00,-103.68%,TFIN,NYSE:TFIN
NYSE:TFPM,16 Aug 2025,$20.81,1,,,,$28.09,-25.91%,,,,$27.81,-1.00%,$0.00,-100.00%,$0.00,-100.00%,TFPM,NYSE:TFPM
NASDAQ:TFSL,12 Oct 2025,$12.76,3,$13.50,4,2.5,$13.63,-6.38%,-6.38%,$12.76,$13.50,$13.27,-2.64%,$0.00,-100.00%,$0.00,-100.00%,TFSL,NASDAQ:TFSL
NYSE:TGI,10 Nov 2023,$16.21,3,,,,#N/A,#N/A,,,,$0.00,#N/A,$0.00,#N/A,$0.00,#N/A,TGI,NYSE:TGI
NYSE:TGLS,23 Aug 2025,$69.51,3,,1,,$58.55,18.72%,,,,$58.33,-0.38%,$0.00,-100.00%,$0.00,-100.00%,TGLS,NYSE:TGLS
NYSE:TGS,10 Jul 2025,$26.49,3,$39.00,9,,$30.50,-13.14%,,,,$30.86,1.18%,$0.00,-100.00%,$0.00,-100.00%,TGS,NYSE:TGS
NYSE:TGT,21 Sep 2025,$120.25,3,$103.27,3,,$91.38,13.01%,,,,$92.16,0.85%,$0.00,-100.00%,$0.00,-100.00%,TGT,NYSE:TGT
NASDAQ:THFF,8 Oct 2025,$52.94,4,,,4,$53.41,-0.88%,-0.88%,$52.94,$52.94,$54.88,2.75%,$0.00,-100.00%,$0.00,-100.00%,THFF,NASDAQ:THFF
NYSE:THO,29 Jul 2024,$143.00,5,,,,$104.08,37.39%,,,,$102.17,-1.84%,$0.00,-100.00%,$0.00,-100.00%,THO,NYSE:THO
NASDAQ:TIGR,24 Oct 2025,$10.39,3,$11.86,9,3.75,$10.80,-3.80%,-3.80%,$10.39,$11.86,$11.14,3.15%,$0.00,-100.00%,$0.00,-100.00%,TIGR,NASDAQ:TIGR
NASDAQ:TILE,13 Feb 2025,$17.99,3,$30.00,7,,$25.72,-30.07%,,,,$24.23,-5.79%,$91.95,257.49%,$105.08,308.57%,TILE,NASDAQ:TILE
NYSE:TJX,18 Aug 2025,$107.88,1,$144.77,9,,$140.01,-22.95%,,,,$144.46,3.18%,$0.00,-100.00%,$0.00,-100.00%,TJX,NYSE:TJX
NASDAQ:TKLF,19 Oct 2025,$5.59,3,,,3,$3.39,64.90%,64.90%,$5.59,$5.59,,-100.00%,-$2.00,-159.00%,-$2.00,-159.00%,TKLF,NASDAQ:TKLF
NYSE:TKR,2 Nov 2025,$90.83,5,$87.17,10,5,$77.82,12.01%,12.01%,$87.17,$90.83,$76.68,-1.46%,$121.01,55.51%,$154.77,98.88%,TKR,NYSE:TKR
NASDAQ:TLRY,14 Aug 2025,$1.31,3,,,,$1.31,-0.23%,,,,$1.38,5.34%,$2.68,104.73%,$2.09,59.55%,TLRY,NASDAQ:TLRY
NASDAQ:TMC,18 Aug 2025,$4.39,3,,,,$6.38,-31.22%,,,,$7.37,15.52%,$0.00,-100.00%,$0.00,-100.00%,TMC,NASDAQ:TMC
NYSE:TME,12 Aug 2025,$23.93,3,$19.85,8,,$23.20,-14.44%,,,,$21.55,-7.11%,$0.00,-100.00%,$0.00,-100.00%,TME,NYSE:TME
NYSEAMERICAN:TMP,2 Oct 2025,$65.36,1,,,,$64.78,0.90%,,,,$65.61,1.28%,-$377.88,-683.33%,-$371.52,-673.52%,TMP,NYSEAMERICAN:TMP
NASDAQ:TOI,15 Aug 2025,$3.94,3,$6.25,8,,$4.43,-11.08%,,,,$4.43,0.00%,$0.00,-100.00%,$0.00,-100.00%,TOI,NASDAQ:TOI
NYSE:TOL,14 May 2025,$143.86,5,$139.08,8,,$133.05,4.53%,,,,$130.62,-1.83%,$0.00,-100.00%,$0.00,-100.00%,TOL,NYSE:TOL
NASDAQ:TOWN,2 Oct 2025,$37.19,3,$41.00,5,,$32.46,14.56%,,,,$33.51,3.23%,$0.00,-100.00%,$0.00,-100.00%,TOWN,NASDAQ:TOWN
NYSE:TPB,18 Sep 2025,$86.86,3,,,,$93.71,-7.31%,,,,$89.72,-4.26%,$0.00,-100.00%,$0.00,-100.00%,TPB,NYSE:TPB
NYSE:TPC,8 Oct 2024,$26.73,0,,,,$67.77,-60.56%,,,,$70.70,4.32%,$0.00,-100.00%,$0.00,-100.00%,TPC,NYSE:TPC
NYSE:TPL,9 Apr 2025,$774.67,2,,9,,$922.10,-15.99%,,,,$909.03,-1.42%,$0.00,-100.00%,$0.00,-100.00%,TPL,NYSE:TPL
NYSE:TPR,26 Aug 2025,$73.71,2,,,,$106.25,-30.63%,,,,$109.35,2.92%,$0.00,-100.00%,$0.00,-100.00%,TPR,NYSE:TPR
NASDAQ:TREE,11 Aug 2025,$78.94,3,$63.86,8,,$66.33,-3.72%,,,,$63.20,-4.72%,$116.59,75.77%,$138.67,109.07%,TREE,NASDAQ:TREE
NYSE:TREX,9 Apr 2024,$83.55,2,,,,$47.59,75.57%,,,,$49.35,3.70%,$0.00,-100.00%,$0.00,-100.00%,TREX,NYSE:TREX
NYSE:TRGP,1 Sep 2025,$152.25,2,$206.29,6,,$155.93,-2.36%,,,,$153.24,-1.73%,$0.00,-100.00%,$0.00,-100.00%,TRGP,NYSE:TRGP
NASDAQ:TRI,26 Aug 2025,$160.83,2,,,,$155.87,3.18%,,,,$157.69,1.17%,$0.00,-100.00%,$0.00,-100.00%,TRI,NASDAQ:TRI
NASDAQ:TRMK,12 Oct 2025,$38.75,3,$43.00,5,2.75,$37.26,4.00%,4.00%,$38.75,$43.00,$38.31,2.82%,$0.00,-100.00%,$0.00,-100.00%,TRMK,NASDAQ:TRMK
NYSE:TRN,23 Aug 2025,$33.90,4,$29.00,3,,$26.73,8.49%,,,,$25.98,-2.81%,-$21.61,-180.86%,-$30.38,-213.67%,TRN,NYSE:TRN
NASDAQ:TROW,28 Oct 2025,$121.00,5,$112.00,2,3,$101.66,10.17%,10.17%,$112.00,$121.00,$156.25,53.70%,$190.61,87.50%,$216.25,112.72%,TROW,NASDAQ:TROW
NASDAQ:TRST,21 Oct 2025,$38.69,3,,4,2.5,$38.24,1.19%,1.19%,$38.69,$38.69,$38.94,1.83%,$0.00,-100.00%,$0.00,-100.00%,TRST,NASDAQ:TRST
NYSE:TRV,18 Sep 2025,$253.19,2,,,,$267.23,-5.25%,,,,$270.05,1.06%,"$1,057.00",295.54%,"$1,112.00",316.12%,TRV,NYSE:TRV
NASDAQ:TSCO,26 July 2024,$221.61,1,,,,$52.28,323.89%,,,,$52.30,0.04%,$44.77,-14.37%,$56.03,7.16%,TSCO,NASDAQ:TSCO
NASDAQ:TSLA,11 Jan 2025,$227.23,2,$322.56,8,,$469.57,-51.61%,,,,$435.65,-7.22%,$486.87,3.69%,$505.92,7.74%,TSLA,NASDAQ:TSLA
NYSE:TSN,9 May 2025,$71.67,5,$64.00,7,,$51.76,23.65%,,,,$50.37,-2.69%,$0.00,-100.00%,$0.00,-100.00%,TSN,NYSE:TSN
NYSE:TT,23 Aug 2025,$306.20,1,,,,$445.11,-31.21%,,,,$449.92,1.08%,$692.55,55.59%,$721.73,62.15%,TT,NYSE:TT
NYSE:TTC,3 Apr 2024,$80.79,2,,,,$73.95,9.24%,,,,$74.52,0.77%,$0.00,-100.00%,$0.00,-100.00%,TTC,NYSE:TTC
NYSE:TTE,2 Sep 2025,$72.82,5,$67.49,7,,$53.79,25.47%,,,,,-100.00%,-$2.00,-103.72%,-$2.00,-103.72%,TTE,LON:TTE
NASDAQ:TTWO,12 Oct 2025,$173.47,1,,,1,$255.11,-32.00%,-32.00%,$173.47,$173.47,$261.59,2.54%,$0.00,-100.00%,$0.00,-100.00%,TTWO,NASDAQ:TTWO
NYSE:TUYA,19 Aug 2025,$2.34,3,,,,$2.29,2.31%,,,,$2.29,0.00%,$0.00,-100.00%,$0.00,-100.00%,TUYA,NYSE:TUYA
NYSE:TV,3 Oct 2025,$2.63,3,$4.70,6,,$2.59,1.60%,,,,$2.59,0.00%,$0.00,-100.00%,$0.00,-100.00%,TV,NYSE:TV
NYSE:TWI,20 Sep 2024,$12.61,3,,,,$7.72,63.30%,,,,$7.44,-3.63%,$0.00,-100.00%,$0.00,-100.00%,TWI,NYSE:TWI
NASDAQ:TXRH,18 Sep 2025,$146.40,2,,,,$161.15,-9.16%,,,,$164.67,2.18%,$0.00,-100.00%,$0.00,-100.00%,TXRH,NASDAQ:TXRH
NYSE:TYL,24 Aug 2025,$541.31,3,$682.54,7,,$465.58,16.27%,,,,$477.86,2.64%,$844.23,81.33%,$907.74,94.97%,TYL,NYSE:TYL
NYSE:UA,28 Oct 2025,$11.31,3,$7.50,4,2.5,$4.39,70.84%,70.84%,$7.50,$11.31,$6.68,52.16%,$0.00,-100.00%,$0.00,-100.00%,UA,NYSE:UA
NYSE:UAA,28 Oct 2025,$11.73,3,$5.76,1,1.75,$4.58,25.76%,25.76%,$5.76,$11.73,$6.93,51.31%,$0.00,-100.00%,$0.00,-100.00%,UAA,NYSE:UAA
NYSEAMERICAN:UAMY,3 Jul 2025,$7.55,1,$4.94,7,,$6.97,-29.12%,,,,$7.77,11.48%,$0.00,-100.00%,$0.00,-100.00%,UAMY,NYSEAMERICAN:UAMY
NYSE:UBER,14 Aug 2025,$89.29,3,,,,$100.20,-10.89%,,,,$100.88,0.68%,$0.00,-100.00%,$0.00,-100.00%,UBER,NYSE:UBER
NYSE:UBS,19 Aug 2025,$37.97,3,,,,$38.01,-0.11%,,,,$38.45,1.16%,$271.53,614.35%,$120.04,215.81%,UBS,NYSE:UBS
NASDAQ:UBSI,12 Oct 2025,$37.54,3,$40.50,5,2.75,$35.77,4.95%,4.95%,$37.54,$40.50,$36.88,3.10%,$0.00,-100.00%,$0.00,-100.00%,UBSI,NASDAQ:UBSI
NASDAQ:UCB,21 Oct 2025,$31.41,3,$35.00,5,2.75,$29.10,7.94%,7.94%,$31.41,$35.00,,-100.00%,-$2.00,-106.87%,-$2.00,-106.87%,UCB,NYSE:UCB
NASDAQ:UDMY,20 Aug 2025,$10.79,4,$10.00,5,,$5.57,79.53%,,,,$5.93,6.46%,$8.03,44.20%,$9.85,76.79%,UDMY,NASDAQ:UDMY
NYSE:UDR,10 Sep 2025,$42.82,4,$44.23,9,,$33.67,27.18%,,,,$33.52,-0.45%,$27.08,-19.58%,$47.94,42.37%,UDR,NYSE:UDR
NASDAQ:UFPI,31 Jan 2025,$119.95,3,$155.00,3,,$92.63,29.49%,,,,$92.06,-0.62%,$227.29,145.37%,$254.93,175.21%,UFPI,NASDAQ:UFPI
NYSE:UGP,20 Aug 2025,$4.45,3,$4.00,5,,$3.98,0.50%,,,,$3.86,-3.02%,$0.00,-100.00%,$0.00,-100.00%,UGP,NYSE:UGP
NYSE:UL,10 Sep 2025,$66.09,3,$67.00,6,,$60.78,8.73%,,,,$62.11,2.19%,$0.00,-100.00%,$0.00,-100.00%,UL,NYSE:UL
NYSE:ULS,19 Aug 2025,$55.15,1,,,,$78.55,-29.79%,,,,$77.59,-1.22%,$0.00,-100.00%,$0.00,-100.00%,ULS,NYSE:ULS
NASDAQ:UMBF,9 Apr 2025,$109.79,4,$128.29,6,,$106.40,3.18%,,,,$105.18,-1.15%,-$503.96,-573.65%,-$549.17,-616.14%,UMBF,NASDAQ:UMBF
NYSE:UNFI,3 Sep 2025,$21.16,2,,,,$37.17,-43.06%,,,,$37.37,0.54%,$0.00,-100.00%,$0.00,-100.00%,UNFI,NYSE:UNFI
NYSE:UNM,17 Feb 2025,$69.73,2,$100.00,7,,$72.95,-4.42%,,,,$72.65,-0.41%,$0.00,-100.00%,$0.00,-100.00%,UNM,NYSE:UNM
NYSE:UNP,21 May 2024,$230.08,3,,,,$218.98,5.07%,,,,$214.43,-2.08%,$240.39,9.78%,$186.13,-15.00%,UNP,NYSE:UNP
NASDAQ:URBN,24 Jan 2024,$42.18,4,,,,$61.92,-31.87%,,,,$64.67,4.44%,$0.00,-100.00%,$0.00,-100.00%,URBN,NASDAQ:URBN
NYSE:URI,9 Apr 2025,$683.12,5,$774.77,6,,$856.23,-20.22%,,,,$846.67,-1.12%,$962.24,12.38%,"$1,521.21",77.66%,URI,NYSE:URI
NASDAQ:UROY,18 Aug 2025,$3.73,4,$3.44,6,,$4.27,-19.44%,,,,$4.81,12.65%,$0.00,-100.00%,$0.00,-100.00%,UROY,NASDAQ:UROY
NYSE:USB,2 Oct 2025,$49.20,3,$55.47,6,,$46.72,5.31%,,,,$47.97,2.68%,$0.00,-100.00%,$0.00,-100.00%,USB,NYSE:USB
NASDAQ:UTHR,28 Oct 2025,$495.52,5,$506.64,8,4.5,$435.08,13.89%,13.89%,$495.52,$506.64,$678.79,56.01%,"$1,025.31",135.66%,"$1,061.15",143.90%,UTHR,NASDAQ:UTHR
NYSE:UTL,3 Sep 2025,$50.38,3,,3,,$48.99,2.84%,,,,$47.81,-2.41%,$0.00,-100.00%,$0.00,-100.00%,UTL,NYSE:UTL
NASDAQ:UVSP,2 Oct 2025,$32.84,3,$33.00,3,,$29.37,11.81%,,,,$30.27,3.06%,-$166.00,-665.21%,-$160.99,-648.13%,UVSP,NASDAQ:UVSP
