Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:POST,16 Sep 2025,$117.29,5,$127.50,6,,$106.05,10.60%,,,,$104.31,-1.64%,$0.00,-100.00%,$0.00,-100.00%,POST,NYSE:POST,-0.521
NASDAQ:PPC,19 Aug 2025,$43.27,2,,,,$37.56,15.19%,,,,$35.85,-4.55%,$71.71,90.91%,$107.07,185.07%,PPC,NASDAQ:PPC,-0.581
NASDAQ:PPIH,5 Sep 2025,$26.95,3,,,,$27.00,-0.19%,,,,$27.29,1.07%,$0.00,-100.00%,$0.00,-100.00%,PPIH,NASDAQ:PPIH,-0.281
NYSE:PR,11 Nov 2025,$15.75,5,$18.13,3,2.75,$13.42,17.36%,17.36%,$15.75,$18.13,$12.46,-7.15%,$20.15,50.16%,$50.72,277.98%,PR,NYSE:PR,-0.851
NASDAQ:PRDO,15 Oct 2025,$35.94,3,$42.00,8,3.25,$31.24,15.04%,15.04%,$35.94,$42.00,$31.62,1.22%,$0.00,-100.00%,$0.00,-100.00%,PRDO,NASDAQ:PRDO,0.062
NYSE:PRIM,23 Aug 2024,$53.96,3,,,,$123.53,-56.32%,,,,$122.83,-0.57%,$263.01,112.91%,$295.45,139.17%,PRIM,NYSE:PRIM,-0.222
NYSEAMERICAN:PRK,7 Oct 2025,$164.00,1,,,,$156.98,4.47%,,,,$149.57,-4.72%,-$190.40,-221.29%,-$175.95,-212.08%,PRK,NYSEAMERICAN:PRK,-0.879
NASDAQ:PROK,10 Jul 2025,$2.60,,$4.50,7,,$2.77,-6.14%,,,,$2.57,-7.22%,$0.00,-100.00%,$0.00,-100.00%,PROK,NASDAQ:PROK,-0.196
NASDAQ:PSIX,29 Oct 2025,$61.29,2,,,2.75,$59.19,3.55%,3.55%,$61.29,$61.29,$70.58,19.24%,$64.58,9.11%,$67.75,14.47%,PSIX,NASDAQ:PSIX,0.667
NASDAQ:PSNY,29 Nov 2024,$1.30,3,,,,$0.80,62.50%,,,,$0.71,-11.25%,$0.00,-100.00%,$0.00,-100.00%,PSNY,NASDAQ:PSNY,-0.824
NYSE:PSTG,19 Aug 2025,$64.73,3,,,,$88.01,-26.46%,,,,$88.30,0.33%,$0.00,-100.00%,$0.00,-100.00%,PSTG,NYSE:PSTG,-0.290
NYSE:PSX,20 Aug 2025,$126.82,3,,,,$140.85,-9.96%,,,,$135.18,-4.03%,$61.46,-56.37%,$141.06,0.15%,PSX,NYSE:PSX,-0.696
NASDAQ:PTEN,21 Jul 2025,$10.35,3,$8.03,2,,$6.55,22.60%,,,,$5.50,-16.03%,$9.10,38.91%,$33.37,409.40%,PTEN,NASDAQ:PTEN,-0.990
NASDAQ:PTLO,29 Oct 2025,$10.20,3,$7.00,7,2.75,$4.72,48.31%,48.31%,$7.00,$10.20,$4.77,1.06%,-$6.26,-232.63%,-$4.83,-202.40%,PTLO,NASDAQ:PTLO,-0.374
NYSE:PWR,23 Aug 2025,$272.00,1,,,,$445.97,-39.01%,,,,$435.59,-2.33%,$551.57,23.68%,$663.41,48.76%,PWR,NYSE:PWR,-0.076
NASDAQ:PZZA,18 Sep 2025,$56.89,4,$48.40,9,,$40.96,18.16%,,,,$39.88,-2.64%,$29.53,-27.91%,$58.44,42.68%,PZZA,NASDAQ:PZZA,-0.133
NASDAQ:QCRH,2 Oct 2025,$86.90,3,$90.50,6,,$77.30,12.42%,,,,$78.44,1.47%,$0.00,-100.00%,$0.00,-100.00%,QCRH,NASDAQ:QCRH,0.076
NASDAQ:QFIN,9 Sep 2025,$29.99,3,$48.39,5,,$23.26,28.93%,,,,$21.74,-6.53%,$0.00,-100.00%,$0.00,-100.00%,QFIN,NASDAQ:QFIN,-0.265
NYSE:QGEN,19 Aug 2025,$51.25,3,,,,$43.93,16.67%,,,,$44.60,1.53%,$58.07,32.18%,$67.91,54.59%,QGEN,NYSE:QGEN,0.260
NYSE:QSR,2 Nov 2025,$73.67,5,$76.67,10,4.25,$68.66,7.30%,7.30%,$73.67,$76.67,$67.87,-1.15%,$64.49,-6.08%,$73.61,7.22%,QSR,NYSE:QSR,-0.194
NYSE:QUAD,26 Aug 2025,$8.57,4,$9.30,9,,$5.60,53.12%,,,,$5.92,5.71%,$81.00,1346.39%,$93.32,1566.43%,QUAD,NYSE:QUAD,0.161
NYSE:QXO,19 Aug 2025,$30.22,3,$31.06,10,,$18.59,62.55%,,,,$15.50,-16.62%,$0.00,-100.00%,$0.00,-100.00%,QXO,NYSE:QXO,-0.469
NASDAQ:RAIL,23 Aug 2025,$6.88,3,,,,$9.08,-24.20%,,,,$8.02,-11.67%,$0.00,-100.00%,$0.00,-100.00%,RAIL,NASDAQ:RAIL,-0.486
NYSE:RBC,23 Aug 2025,$337.00,1,,,,$441.49,-23.67%,,,,$444.03,0.58%,$539.28,22.15%,$614.27,39.14%,RBC,NYSE:RBC,0.042
NASDAQ:RBCAA,20 Oct 2025,$70.90,3,,,3,$66.08,7.29%,7.29%,$70.90,$70.90,$67.60,2.30%,$0.00,-100.00%,$0.00,-100.00%,RBCAA,NASDAQ:RBCAA,0.101
NYSE:RBRK,20 Aug 2025,$54.72,2,,,,$75.58,-27.60%,,,,$70.07,-7.29%,$0.00,-100.00%,$0.00,-100.00%,RBRK,NYSE:RBRK,-0.418
NYSE:RC,1 Sep 2025,$5.36,3,$4.15,4,,$2.85,45.61%,,,,$2.64,-7.37%,$0.00,-100.00%,$0.00,-100.00%,RC,NYSE:RC,-0.645
NYSE:RDN,8 Jul 2024,$34.84,4,,,,$35.60,-2.15%,,,,$33.11,-6.99%,$283.21,695.52%,$287.92,708.76%,RDN,NYSE:RDN,-0.787
NYSE:RDW,21 Jul 2025,$13.29,2,,,,$6.22,113.62%,,,,$5.77,-7.23%,$4.61,-25.90%,$5.90,-5.07%,RDW,NYSE:RDW,-0.209
NASDAQ:REG,21 Jul 2025,$72.09,1,,,,$70.59,2.12%,,,,$66.35,-6.01%,$87.76,24.32%,$109.10,54.56%,REG,NASDAQ:REG,-0.915
NYSEAMERICAN:REI,20 Aug 2025,$1.08,,$2.99,3,,$1.03,4.85%,,,,$0.91,-11.65%,$0.00,-100.00%,$0.00,-100.00%,REI,NYSEAMERICAN:REI,-0.668
NASDAQ:REKR,28 Oct 2025,$3.36,3,$3.25,8,2.75,$2.19,48.40%,48.40%,$3.25,$3.36,$1.97,-10.05%,$0.00,-100.00%,$0.00,-100.00%,REKR,NASDAQ:REKR,-0.767
NYSE:RELX,19 Aug 2025,$47.40,3,,,,$42.53,11.45%,,,,$43.64,2.61%,$0.00,-100.00%,$0.00,-100.00%,RELX,NYSE:RELX,0.484
NYSEAMERICAN:REPX,18 Sep 2025,$27.35,,$49.50,5,,$25.61,6.79%,,,,$23.73,-7.34%,$60.05,134.46%,$105.05,310.20%,REPX,NYSEAMERICAN:REPX,-0.754
NYSE:REVG,24 Oct 2024,$28.28,3,,,,$52.50,-46.13%,,,,$51.65,-1.62%,$0.00,-100.00%,$0.00,-100.00%,REVG,NYSE:REVG,-0.320
NASDAQ:REYN,7 Feb 2024,$28.86,3,,,,$24.79,16.41%,,,,$24.37,-1.69%,$32.82,32.38%,$44.81,80.75%,REYN,NASDAQ:REYN,-0.716
NYSE:REZI,17 Aug 2025,$32.83,3,$32.00,9,,$30.54,4.78%,,,,$29.48,-3.47%,$31.73,3.91%,$38.89,27.33%,REZI,NYSE:REZI,-0.677
NYSE:RF,27 Oct 2025,$24.07,3,$29.17,9,3.75,$25.09,-4.07%,-4.07%,$24.07,$29.17,$25.67,2.31%,-$76.29,-404.06%,-$74.58,-397.26%,RF,NYSE:RF,0.531
NASDAQ:RGLD,16 Aug 2025,$142.50,1,,,,$185.46,-23.17%,,,,$172.28,-7.11%,$176.27,-4.95%,$205.14,10.61%,RGLD,NASDAQ:RGLD,-0.225
NASDAQ:RGNX,28 Oct 2025,$18.14,3,$25.67,10,3.25,$11.06,64.00%,64.00%,$18.14,$25.67,$10.81,-2.26%,$24.82,124.42%,$29.14,163.46%,RGNX,NASDAQ:RGNX,-0.437
NASDAQ:RGTI,28 Jul 2025,$11.56,2,,,,$31.29,-63.05%,,,,$30.70,-1.89%,$0.00,-100.00%,$0.00,-100.00%,RGTI,NASDAQ:RGTI,-0.394
NYSE:RH,31 Jul 2024,$352.46,3,,,,$161.50,118.24%,,,,$156.54,-3.07%,$0.00,-100.00%,$0.00,-100.00%,RH,NYSE:RH,-0.270
NYSE:RIO,18 Aug 2025,$75.60,5,$64.00,8,,$69.98,-8.55%,,,,$68.85,-1.61%,$0.00,-100.00%,$0.00,-100.00%,RIO,NYSE:RIO,-0.169
NYSE:RITM,12 Aug 2025,$14.18,4,$14.06,8,,$11.16,25.99%,,,,$10.73,-3.85%,$28.17,152.46%,$25.92,132.26%,RITM,NYSE:RITM,-0.658
NASDAQ:RIVN,27 Dec 2024,$16.68,3,$14.63,7,,$17.49,-16.35%,,,,$14.18,-18.93%,$23.50,34.36%,$30.95,76.94%,RIVN,NASDAQ:RIVN,-0.587
NYSE:RJF,27 Aug 2025,$154.00,3,,,,$163.28,-5.68%,,,,$158.09,-3.18%,$0.00,-100.00%,$0.00,-100.00%,RJF,NYSE:RJF,-0.673
NYSE:RKT,5 Mar 2025,$14.85,3,$13.29,3,,$17.27,-23.05%,,,,$15.31,-11.35%,$116.40,573.98%,$116.63,575.34%,RKT,NYSE:RKT,-0.505
NYSE:RLJ,28 Oct 2025,$10.86,3,$8.20,1,1.5,$7.36,11.41%,11.41%,$8.20,$10.86,$6.65,-9.65%,$20.42,177.45%,$42.64,479.37%,RLJ,NYSE:RLJ,-0.758
NYSE:RLX,25 Aug 2025,$2.18,3,,,,$2.38,-8.20%,,,,$2.23,-6.30%,$0.00,-100.00%,$0.00,-100.00%,RLX,NYSE:RLX,-0.523
NYSE:RM,3 Oct 2025,$45.32,3,$35.00,4,,$38.35,-8.74%,,,,$36.78,-4.09%,$203.06,429.50%,$220.37,474.63%,RM,NYSE:RM,-0.253
NASDAQ:RNAC,28 Oct 2025,$11.15,3,$40.20,5,2.25,$7.25,53.79%,53.79%,$11.15,$40.20,$7.21,-0.55%,$5.36,-26.00%,$6.04,-16.72%,RNAC,NASDAQ:RNAC,-0.564
NYSE:RNR,9 Sep 2025,$267.70,4,$269.36,7,,$268.84,-0.42%,,,,$262.33,-2.42%,"$1,311.81",387.95%,"$1,295.51",381.89%,RNR,NYSE:RNR,-0.722
NYSE:RNST,27 Oct 2025,$34.85,3,$44.00,7,3,$34.68,0.49%,0.49%,$34.85,$44.00,$35.24,1.61%,-$151.47,-536.76%,-$150.19,-533.08%,RNST,NYSE:RNST,0.038
NASDAQ:ROAD,19 Jun 2025,$83.82,1,,,,$111.53,-24.84%,,,,$116.95,4.86%,$0.00,-100.00%,$0.00,-100.00%,ROAD,NASDAQ:ROAD,0.679
NYSE:ROK,11 Nov 2025,$273.44,1,,,2.25,$390.11,-29.91%,-29.91%,$273.44,$273.44,$391.25,0.29%,$0.00,-100.00%,$0.00,-100.00%,ROK,NYSE:ROK,0.714
NASDAQ:ROP,2 May 2025,$525.02,3,$640.91,8,,$444.48,18.12%,,,,$434.72,-2.20%,$861.14,93.74%,"$1,014.91",128.34%,ROP,NASDAQ:ROP,-0.827
NASDAQ:ROST,16 Sep 2025,$141.75,2,,,,$162.85,-12.96%,,,,$162.12,-0.45%,$0.00,-100.00%,$0.00,-100.00%,ROST,NASDAQ:ROST,-0.053
NASDAQ:RPAY,2 Sep 2025,$8.53,3,$7.31,3,,$3.92,86.48%,,,,$3.71,-5.36%,$0.00,-100.00%,$0.00,-100.00%,RPAY,NASDAQ:RPAY,-0.701
NASDAQ:RRBI,24 Oct 2025,$62.04,3,,,2,$67.29,-7.80%,-7.80%,$62.04,$62.04,$63.54,-5.57%,-$199.98,-397.19%,-$195.79,-390.96%,RRBI,NASDAQ:RRBI,-0.841
NYSE:RRX,6 Nov 2025,$182.09,5,$180.29,10,5,$133.92,34.63%,34.63%,$180.29,$182.09,$144.68,8.03%,$141.52,5.68%,$178.74,33.47%,RRX,NYSE:RRX,0.910
NYSE:RS,24 Aug 2025,$278.17,3,$327.75,9,,$271.05,2.63%,,,,$276.27,1.93%,$379.46,39.99%,$433.89,60.08%,RS,NYSE:RS,-0.099
NYSE:RTX,18 Aug 2025,$145.60,2,$168.14,8,,$178.10,-18.25%,,,,$180.99,1.62%,$304.35,70.89%,$363.56,104.13%,RTX,NYSE:RTX,0.119
NYSE:RYI,24 Aug 2025,$26.20,3,$24.00,4,,$19.99,20.06%,,,,$20.18,0.95%,$70.50,252.68%,$100.07,400.61%,RYI,NYSE:RYI,-0.664
NYSE:SAN,11 Sep 2025,$7.72,2,,,,$10.75,-28.16%,,,,$10.08,-6.23%,$57.52,435.10%,$54.57,407.66%,SAN,NYSE:SAN,-0.679
NASDAQ:SBCF,12 Oct 2025,$32.94,3,$31.75,7,,$31.01,2.39%,,,,$30.42,-1.90%,-$92.83,-399.36%,-$90.42,-391.60%,SBCF,NASDAQ:SBCF,-0.293
NASDAQ:SBGI,28 Oct 2025,$14.73,4,$20.67,6,2.75,$16.22,-9.17%,-9.17%,$14.73,$20.67,$15.63,-3.64%,$54.85,238.16%,$95.74,490.23%,SBGI,NASDAQ:SBGI,-0.831
NYSE:SBS,17 Feb 2025,$17.73,3,$23.20,10,,$26.15,-32.20%,,,,$25.21,-3.59%,$0.00,-100.00%,$0.00,-100.00%,SBS,NYSE:SBS,-0.595
NASDAQ:SBSI,14 Oct 2025,$30.23,3,$34.50,3,1.75,$28.85,4.78%,4.78%,$30.23,$34.50,,-100.00%,-$2.00,-106.93%,-$2.00,-106.93%,SBSI,NYSE:SBSI,-2.000
NYSE:SCHW,22 Aug 2025,$93.88,3,$104.93,4,,$96.11,-2.32%,,,,$94.54,-1.63%,$0.00,-100.00%,$0.00,-100.00%,SCHW,NYSE:SCHW,-0.066
NASDAQ:SCNX,6 Jun 2025,$1.16,3,,,,$0.67,72.84%,,,,$0.66,-1.49%,$0.00,-100.00%,$0.00,-100.00%,SCNX,NASDAQ:SCNX,-0.818
NYSE:SCS,28 Oct 2024,$12.86,3,,,,$15.78,-18.50%,,,,$15.53,-1.58%,$30.81,95.25%,$43.20,173.78%,SCS,NYSE:SCS,-0.613
NASDAQ:SCSC,2 Oct 2025,$64.06,4,,3,,$40.84,56.86%,,,,$39.13,-4.19%,$58.07,42.20%,$70.09,71.61%,SCSC,NASDAQ:SCSC,-0.809
NYSE:SE,19 Aug 2025,$134.13,1,,,,$146.64,-8.53%,,,,$153.47,4.66%,$0.00,-100.00%,$0.00,-100.00%,SE,NYSE:SE,0.019
NASDAQ:SEIC,27 Aug 2025,$87.30,2,,,,$83.77,4.22%,,,,$81.09,-3.20%,$0.00,-100.00%,$0.00,-100.00%,SEIC,NASDAQ:SEIC,-0.629
NYSE:SEM,7 Nov 2025,$21.69,3,$18.75,8,3.75,$13.56,38.27%,38.27%,$18.75,$21.69,$14.52,7.08%,$19.56,44.23%,$32.13,136.93%,SEM,NYSE:SEM,0.963
NYSEAMERICAN:SENS,28 Oct 2025,$7.44,1,$2.69,1,0.75,$6.42,-58.10%,-58.10%,$2.69,$7.44,$5.44,-15.26%,$1.26,-80.43%,$1.30,-79.83%,SENS,NYSEAMERICAN:SENS,-0.689
NASDAQ:SERV,11 Nov 2025,$12.60,3,$20.50,2,2.75,$10.29,22.48%,22.48%,$12.60,$20.50,$11.34,10.20%,$0.00,-100.00%,$0.00,-100.00%,SERV,NASDAQ:SERV,0.849
NYSE:SF,27 Aug 2025,$111.79,3,,,,$122.41,-8.67%,,,,$117.87,-3.71%,$105.58,-13.75%,$120.18,-1.82%,SF,NYSE:SF,-0.596
NYSE:SFBS,27 Oct 2025,$76.72,3,$87.50,3,2.75,$72.06,6.46%,6.46%,$76.72,$87.50,$74.00,2.69%,-$99.17,-237.62%,-$98.10,-236.14%,SFBS,NYSE:SFBS,0.489
NASDAQ:SFNC,2 Oct 2025,$20.10,3,$22.60,8,,$18.08,11.15%,,,,$17.41,-3.71%,-$83.05,-559.34%,-$78.74,-535.49%,SFNC,NASDAQ:SFNC,-0.389
NASDAQ:SFST,2 Oct 2025,$47.00,3,$49.00,7,,$47.92,-1.93%,,,,$43.73,-8.74%,-$376.03,-884.71%,-$369.40,-870.87%,SFST,NASDAQ:SFST,-0.606
NYSE:SG,22 Sep 2025,$11.88,3,$14.64,2,,$5.32,123.33%,,,,$5.26,-1.13%,$0.86,-83.86%,$4.25,-20.20%,SG,NYSE:SG,-0.121
NYSE:SGHC,28 Oct 2025,$9.69,2,,,1.75,$12.05,-19.63%,-19.63%,$9.69,$9.69,$11.21,-6.97%,$12.22,1.39%,$12.22,1.39%,SGHC,NYSE:SGHC,-0.548
NASDAQ:SGML,12 Aug 2025,$7.24,3,,,,$5.98,21.09%,,,,$4.73,-20.90%,$0.00,-100.00%,$0.00,-100.00%,SGML,NASDAQ:SGML,-0.753
NASDAQ:SGRY,24 Aug 2025,$30.88,4,$30.70,8,,$16.38,87.42%,,,,$21.41,30.71%,$0.00,-100.00%,$0.00,-100.00%,SGRY,NASDAQ:SGRY,-0.055
NYSE:SHAK,19 Sep 2025,$85.64,2,$132.93,5,,$91.80,-6.71%,,,,$89.20,-2.83%,$96.21,4.80%,$133.46,45.38%,SHAK,NYSE:SHAK,-0.419
NASDAQ:SHBI,28 Oct 2025,$15.92,3,$18.00,7,3,$16.22,-1.84%,-1.84%,$15.92,$18.00,$15.93,-1.79%,-$73.94,-555.86%,-$66.15,-507.81%,SHBI,NASDAQ:SHBI,-0.193
NYSE:SHG,1 Sep 2025,$46.93,3,,6,,$53.70,-12.61%,,,,$53.20,-0.93%,$0.00,-100.00%,$0.00,-100.00%,SHG,NYSE:SHG,-0.240
NASDAQ:SHOT,18 Aug 2025,$1.33,3,$0.50,5,,#N/A,#N/A,,,,$0.36,#N/A,$0.00,#N/A,$0.00,#N/A,SHOT,NASDAQ:SHOT,-0.883
NASDAQ:SHPH,28 Oct 2025,$5.16,3,,,2,$2.46,109.59%,109.59%,$5.16,$5.16,,-100.00%,-$2.00,-181.30%,-$2.00,-181.30%,SHPH,NASDAQ:SHPH,-2.000
NYSE:SHW,15 May 2024,$256.70,1,,,,$344.31,-25.45%,,,,$328.92,-4.47%,$557.85,62.02%,$606.56,76.17%,SHW,NYSE:SHW,-0.696
NYSE:SIG,12 Jul 2024,$105.67,3,,,,$103.59,2.01%,,,,$98.71,-4.71%,$0.00,-100.00%,$0.00,-100.00%,SIG,NYSE:SIG,-0.335
NASDAQ:SIRI,5 May 2025,$31.75,3,$22.14,6,,$21.80,1.56%,,,,$21.09,-3.26%,$6.96,-68.09%,$25.50,16.96%,SIRI,NASDAQ:SIRI,-0.741
NYSE:SITC,18 Sep 2025,$11.72,3,$13.00,7,,$7.28,60.99%,,,,$7.00,-3.85%,$26.40,262.68%,$55.53,662.83%,SITC,NYSE:SITC,-0.838
NYSE:SJM,18 Aug 2025,$126.48,5,$113.93,4,,$108.83,4.69%,,,,$100.76,-7.42%,$0.00,-100.00%,$0.00,-100.00%,SJM,NYSE:SJM,-0.939
NYSE:SKE,24 Oct 2025,$9.86,2,,,1.5,$17.07,-42.24%,-42.24%,$9.86,$9.86,$15.54,-8.96%,$0.00,-100.00%,$0.00,-100.00%,SKE,NYSE:SKE,-0.823
NASDAQ:SKWD,26 Aug 2025,$42.11,3,,,,$47.83,-11.95%,,,,$44.77,-6.40%,$104.32,118.11%,$104.73,118.96%,SKWD,NASDAQ:SKWD,-0.826
NYSE:SKY,15 Nov 2023,$69.13,3,,,,$84.11,-17.81%,,,,$81.54,-3.06%,$130.67,55.36%,$138.93,65.18%,SKY,NYSE:SKY,-0.198
NYSE:SLB,3 Nov 2025,$44.30,5,$48.19,8,3.5,$37.61,17.79%,17.79%,$44.30,$48.19,$35.44,-5.77%,$78.05,107.52%,$108.32,188.00%,SLB,NYSE:SLB,-0.724
