Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:AA,17 Aug 2025,$40.85,3,,,,$36.34,12.40%,,,,$36.42,0.22%,$16.42,-54.82%,$50.53,39.06%,AA,NYSE:AA,-0.303
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$12.87,-3.26%,,,,$12.24,-4.90%,$4.17,-67.63%,$9.91,-22.99%,AAL,NASDAQ:AAL,-0.211
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,,$91.52,-28.16%,,,,$91.19,-0.36%,$104.20,13.86%,$112.52,22.95%,AAON,NASDAQ:AAON,-0.133
NASDAQ:ABCB,12 Oct 2025,$69.25,3,$77.00,6,,$74.19,-6.66%,,,,,-100.00%,-$2.00,-102.70%,-$2.00,-102.70%,ABCB,NYSE:ABCB,-2.000
NYSE:ABCB,19 Nov 2025,$73.43,3,,,3.5,$74.19,-1.02%,-1.02%,$73.43,$73.43,$75.16,1.31%,-$150.82,-303.29%,-$141.16,-290.27%,ABCB,NYSE:ABCB,0.688
NYSE:ABEV,9 Nov 2025,$2.94,5,$2.81,6,3.5,$2.48,13.31%,13.31%,$2.81,$2.94,$2.48,0.00%,$6.47,160.97%,$7.71,210.71%,ABEV,NYSE:ABEV,-0.158
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,,$42.20,32.18%,,,,$40.57,-3.86%,$0.00,-100.00%,$0.00,-100.00%,ABM,NYSE:ABM,-0.023
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$3.32,119.67%,,,,$3.30,-0.60%,$35.54,970.54%,$50.44,1419.17%,ACCO,NYSE:ACCO,-0.405
NYSE:ACEL,18 Sep 2025,$12.91,4,$15.00,7,,$10.01,28.94%,,,,$9.74,-2.70%,$17.90,78.87%,$27.34,173.10%,ACEL,NYSE:ACEL,-0.421
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,,$92.46,5.21%,,,,$93.60,1.23%,$358.27,287.49%,$367.87,297.87%,ACGL,NASDAQ:ACGL,0.062
NYSE:ACHR,7 Jul 2025,$8.74,3,,,,$7.18,21.73%,,,,$8.04,11.98%,$6.47,-9.95%,$6.51,-9.34%,ACHR,NYSE:ACHR,0.409
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,,$251.85,4.86%,,,,$248.62,-1.28%,$550.67,118.65%,$603.91,139.79%,ACN,NYSE:ACN,0.078
NYSE:ACVA,18 Sep 2025,$10.72,3,,,,$6.75,58.84%,,,,$6.39,-5.33%,$9.23,36.81%,$6.27,-7.12%,ACVA,NYSE:ACVA,-0.380
NYSE:ADC,19 Sep 2025,$79.26,4,$81.90,8,,$74.53,6.35%,,,,$75.64,1.49%,$89.45,20.02%,$132.92,78.35%,ADC,NYSE:ADC,0.181
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.30,71.00%,,,,,-100.00%,-$2.00,-766.67%,-$2.00,-766.67%,ADIL,NASDAQ:ADIL,-2.000
