Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:AA,17 Aug 2025,$40.85,3,,,,$41.74,-2.14%,,,,$40.40,-3.21%,$19.11,-54.22%,$53.74,28.75%,AA,NYSE:AA,0.038
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$14.05,-11.38%,,,,$13.04,-7.19%,$6.90,-50.87%,$12.62,-10.19%,AAL,NASDAQ:AAL,-0.581
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,,$93.46,-29.65%,,,,$92.11,-1.44%,$106.98,14.47%,$115.48,23.56%,AAON,NASDAQ:AAON,-0.346
NASDAQ:ABCB,12 Oct 2025,$69.25,3,$77.00,6,,$75.76,-8.59%,,,,,-100.00%,-$2.00,-102.64%,-$2.00,-102.64%,ABCB,NYSE:ABCB,-2.000
NYSE:ABCB,19 Nov 2025,$73.43,3,,,2.75,$75.76,-3.08%,-3.08%,$73.43,$73.43,$78.47,3.58%,-$144.37,-290.57%,-$134.52,-277.57%,ABCB,NYSE:ABCB,0.066
NYSE:ABEV,9 Nov 2025,$2.94,5,$2.81,6,3.5,$2.54,10.63%,10.63%,$2.81,$2.94,$2.51,-1.18%,$6.59,159.58%,$7.85,209.02%,ABEV,NYSE:ABEV,-0.405
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,,$43.00,29.72%,,,,$42.46,-1.26%,$0.00,-100.00%,$0.00,-100.00%,ABM,NYSE:ABM,-0.276
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$3.44,112.01%,,,,$3.39,-1.45%,$36.82,970.20%,$52.03,1412.43%,ACCO,NYSE:ACCO,-0.022
NYSE:ACEL,18 Sep 2025,$12.91,4,$15.00,7,,$10.24,26.04%,,,,$9.58,-6.45%,$18.40,79.70%,$27.94,172.83%,ACEL,NYSE:ACEL,-0.737
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,,$93.92,3.57%,,,,$93.46,-0.49%,$370.02,293.97%,$379.83,304.42%,ACGL,NASDAQ:ACGL,-0.247
NYSE:ACHR,7 Jul 2025,$8.74,3,,,,$7.79,12.20%,,,,$7.62,-2.18%,$6.37,-18.19%,$6.42,-17.63%,ACHR,NYSE:ACHR,0.134
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,,$250.00,5.63%,,,,$255.92,2.37%,$565.07,126.03%,$619.26,147.70%,ACN,NYSE:ACN,0.061
NYSE:ACVA,18 Sep 2025,$10.72,3,,,,$7.85,36.59%,,,,$7.06,-10.06%,$10.47,33.38%,$7.27,-7.45%,ACVA,NYSE:ACVA,-0.726
NYSE:ADC,19 Sep 2025,$79.26,4,$81.90,8,,$75.22,5.37%,,,,$74.70,-0.69%,$93.23,23.95%,$137.66,83.01%,ADC,NYSE:ADC,-0.389
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.31,65.48%,,,,,-100.00%,-$2.00,-745.16%,-$2.00,-745.16%,ADIL,NASDAQ:ADIL,-2.000
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,,$7.93,-4.29%,,,,$7.40,-6.68%,$3.79,-52.20%,$27.09,241.57%,ADTN,NASDAQ:ADTN,-0.037
NYSE:AEM,24 Oct 2025,$79.48,1,,,,$174.43,-54.43%,,,,$171.10,-1.91%,$312.80,79.32%,$374.72,114.83%,AEM,NYSE:AEM,0.094
NASDAQ:AEP,18 Sep 2025,$104.71,2,,,,$123.77,-15.40%,,,,$120.48,-2.66%,$4.00,-96.77%,$125.61,1.49%,AEP,NASDAQ:AEP,-0.570
NYSE:AES,11 Jul 2025,$13.47,3,,,,$14.06,-4.23%,,,,$13.85,-1.49%,-$54.56,-488.03%,-$50.12,-456.48%,AES,NYSE:AES,-0.298
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$15.14,17.57%,,,,$14.67,-3.10%,$119.98,692.49%,$147.34,873.20%,AFYA,NASDAQ:AFYA,-0.499
NYSE:AG,12 Aug 2025,$7.66,3,,,,$15.23,-49.74%,,,,$12.11,-20.49%,$14.23,-6.59%,$20.26,33.05%,AG,NYSE:AG,-0.215
NYSE:AGI,24 Oct 2025,$19.15,2,,,,$37.50,-48.93%,,,,$34.69,-7.49%,$51.36,36.95%,$60.80,62.12%,AGI,NYSE:AGI,-0.003
NYSE:AGM,11 Nov 2025,$179.75,4,$219.00,5,2.75,$171.76,4.65%,4.65%,$179.75,$219.00,$167.64,-2.40%,"-$2,508.71",-1560.59%,"-$2,578.07",-1600.97%,AGM,NYSE:AGM,-0.440
NASDAQ:AGNC,28 Oct 2025,$11.15,4,$10.18,8,,$10.49,-2.96%,,,,$0.00,-100.00%,-$73.21,-797.92%,-$67.41,-742.63%,AGNC,NASDAQ:AGNC,-1.000
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$90.59,10.63%,,,,$90.91,0.35%,$31.70,-65.01%,$31.76,-64.94%,AGO,NYSE:AGO,-0.175
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,,$8.13,15.62%,,,,$7.72,-5.04%,$36.30,346.45%,$17.69,117.57%,AGRO,NYSE:AGRO,-0.646
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$76.16,11.29%,,,,$75.01,-1.51%,-$59.43,-178.03%,$6.84,-91.02%,AIG,NYSE:AIG,-0.440
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$47.68,40.10%,,,,$46.07,-3.38%,$65.76,37.91%,$108.51,127.57%,AIN,NYSE:AIN,-0.098
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,,$3.53,41.64%,,,,$3.55,0.57%,$4.80,35.91%,$4.46,26.34%,AIRS,NASDAQ:AIRS,-0.167
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,,$228.16,-2.78%,,,,$227.33,-0.36%,$478.08,109.54%,$568.67,149.24%,AIZ,NYSE:AIZ,-0.295
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.96,-22.03%,,,,$63.67,-0.45%,-$213.37,-433.60%,-$82.74,-229.36%,AL,NYSE:AL,-0.533
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$79.31,2.70%,,,,$77.98,-1.68%,$139.71,76.15%,$189.10,138.44%,ALC,NYSE:ALC,-0.157
NYSE:ALEX,18 Nov 2025,$16.62,4,$21.00,5,3,$15.63,6.31%,6.31%,$16.62,$21.00,$15.68,0.32%,$21.44,37.15%,$14.97,-4.23%,ALEX,NYSE:ALEX,-0.260
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$2.31,170.17%,,,,$2.17,-6.06%,$1.08,-53.29%,$11.94,416.96%,ALIT,NYSE:ALIT,-0.201
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$212.98,-14.20%,,,,$214.11,0.53%,$719.09,237.63%,$839.54,294.19%,ALL,NYSE:ALL,-0.237
