Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:AA,17 Aug 2025,$40.85,3,,,,$36.03,13.37%,,,,$36.66,1.75%,$17.25,-52.12%,$51.27,42.31%,AA,NYSE:AA,-0.272
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$12.18,2.22%,,,,$12.74,4.60%,$4.31,-64.62%,$10.06,-17.41%,AAL,NASDAQ:AAL,-0.365
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,,$90.54,-27.38%,,,,$91.55,1.12%,$106.27,17.38%,$114.56,26.53%,AAON,NASDAQ:AAON,-0.347
NASDAQ:ABCB,12 Oct 2025,$69.25,3,$77.00,6,,$70.99,-2.45%,,,,,-100.00%,-$2.00,-102.82%,-$2.00,-102.82%,ABCB,NYSE:ABCB,-2.000
NYSE:ABCB,24 Oct 2025,$71.01,3,,,3.75,$70.99,0.03%,0.03%,$71.01,$71.01,$77.30,8.89%,-$162.31,-328.63%,-$152.68,-315.08%,ABCB,NYSE:ABCB,0.886
NYSE:ABEV,9 Nov 2025,$2.94,5,$2.81,6,#ERROR!,$2.53,11.07%,11.07%,$2.81,$2.94,$2.56,1.19%,$6.54,158.41%,$7.77,207.01%,ABEV,NYSE:ABEV,-0.266
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,,$40.41,38.04%,,,,$41.92,3.74%,$0.00,-100.00%,$0.00,-100.00%,ABM,NYSE:ABM,-0.113
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$3.32,119.67%,,,,$3.40,2.41%,$35.45,967.81%,$50.29,1414.74%,ACCO,NYSE:ACCO,-0.540
NYSE:ACEL,18 Sep 2025,$12.91,4,$15.00,7,,$9.88,30.64%,,,,$10.10,2.23%,$18.35,85.76%,$27.77,181.04%,ACEL,NYSE:ACEL,-0.473
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,,$92.27,5.42%,,,,$95.02,2.98%,$391.47,324.27%,$401.04,334.64%,ACGL,NASDAQ:ACGL,0.018
NYSE:ACHR,7 Jul 2025,$8.74,3,,,,$7.36,18.75%,,,,$8.44,14.67%,$6.88,-6.57%,$6.92,-5.98%,ACHR,NYSE:ACHR,0.343
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,,$240.69,9.72%,,,,$247.50,2.83%,$553.69,130.04%,$606.76,152.09%,ACN,NYSE:ACN,-0.034
NYSE:ACVA,18 Sep 2025,$10.72,3,,,,$6.19,73.21%,,,,$5.99,-3.23%,$5.09,-17.76%,$7.49,21.07%,ACVA,NYSE:ACVA,-0.475
NYSE:ADC,19 Sep 2025,$79.26,4,$81.90,8,,$73.72,7.52%,,,,$74.23,0.69%,$89.64,21.59%,$132.94,80.33%,ADC,NYSE:ADC,-0.096
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.31,65.48%,,,,,-100.00%,-$2.00,-745.16%,-$2.00,-745.16%,ADIL,NASDAQ:ADIL,-2.000
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,,$7.20,5.42%,,,,$7.79,8.19%,$3.46,-51.89%,$26.19,263.74%,ADTN,NASDAQ:ADTN,0.281
NYSE:AEM,24 Oct 2025,$79.48,1,,,1.75,$164.56,-51.70%,-51.70%,$79.48,$79.48,$173.19,5.24%,$310.75,88.84%,$371.12,125.52%,AEM,NYSE:AEM,0.275
NASDAQ:AEP,18 Sep 2025,$104.71,2,,,,$124.03,-15.58%,,,,$124.40,0.30%,$2.66,-97.86%,$121.25,-2.24%,AEP,NASDAQ:AEP,0.057
NYSE:AES,11 Jul 2025,$13.47,3,,,,$13.71,-1.79%,,,,$13.49,-1.60%,-$54.52,-497.69%,-$50.10,-465.40%,AES,NYSE:AES,-0.175
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$14.52,22.59%,,,,$14.55,0.21%,$0.00,-100.00%,$0.00,-100.00%,AFYA,NASDAQ:AFYA,-0.475
NYSE:AG,12 Aug 2025,$7.66,3,,,,$11.56,-33.78%,,,,$11.43,-1.12%,$13.73,18.77%,$19.66,70.07%,AG,NYSE:AG,-0.160
NYSE:AGI,24 Oct 2025,$19.15,2,,,2.5,$33.05,-42.06%,-42.06%,$19.15,$19.15,$34.36,3.96%,$49.55,49.93%,$58.76,77.78%,AGI,NYSE:AGI,0.274
NYSE:AGM,11 Nov 2025,$179.75,4,$219.00,5,3,$161.51,11.29%,11.29%,$179.75,$219.00,$165.08,2.21%,"-$2,528.67",-1665.64%,"-$2,595.74",-1707.17%,AGM,NYSE:AGM,-0.269
NASDAQ:AGNC,28 Oct 2025,$11.15,4,$10.18,8,3.25,$10.10,0.79%,0.79%,$10.18,$11.15,$10.01,-0.89%,-$73.60,-828.71%,-$67.91,-772.41%,AGNC,NASDAQ:AGNC,-0.548
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$87.02,15.17%,,,,$88.17,1.32%,$26.93,-69.05%,$26.99,-68.98%,AGO,NYSE:AGO,-0.054
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,,$7.59,23.85%,,,,$7.59,0.00%,$0.00,-100.00%,$0.00,-100.00%,AGRO,NYSE:AGRO,-0.261
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$76.90,10.22%,,,,$77.81,1.18%,-$57.95,-175.35%,$7.52,-90.22%,AIG,NYSE:AIG,-0.320
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$41.30,61.74%,,,,$43.93,6.37%,$62.84,52.16%,$103.34,150.22%,AIN,NYSE:AIN,-0.423
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,,$3.87,29.20%,,,,$5.94,53.49%,$6.35,64.14%,$6.03,55.72%,AIRS,NASDAQ:AIRS,0.226
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,,$225.22,-1.51%,,,,$229.74,2.01%,$462.38,105.30%,$550.69,144.51%,AIZ,NYSE:AIZ,-0.147
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.76,-21.78%,,,,$64.18,0.66%,-$213.22,-434.41%,-$84.86,-233.09%,AL,NYSE:AL,-0.297
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$75.28,8.20%,,,,$79.60,5.74%,$135.69,80.25%,$183.86,144.23%,ALC,NYSE:ALC,0.044
NYSE:ALEX,18 Nov 2025,$16.62,4,$21.00,5,3,$15.68,5.98%,5.98%,$16.62,$21.00,$15.96,1.79%,$21.36,36.22%,$15.11,-3.65%,ALEX,NYSE:ALEX,-0.145
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$2.10,197.19%,,,,$2.34,11.43%,$1.00,-52.21%,$11.69,456.84%,ALIT,NYSE:ALIT,0.178
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$209.77,-12.89%,,,,$214.36,2.19%,$698.16,232.82%,$815.41,288.72%,ALL,NYSE:ALL,-0.020
NYSE:ALLE,24 Oct 2025,$165.38,3,,,3,$160.25,3.20%,3.20%,$165.38,$165.38,$168.18,4.95%,$304.44,89.98%,$334.55,108.77%,ALLE,NYSE:ALLE,0.309
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$37.60,10.45%,,,,$38.88,3.40%,-$450.65,-1298.55%,-$485.08,-1390.10%,ALLY,NYSE:ALLY,-0.142
NASDAQ:ALRS,27 Oct 2025,$24.54,3,$25.63,7,3.5,$21.07,16.46%,16.46%,$24.54,$25.63,$22.66,7.55%,-$90.68,-530.39%,-$78.33,-471.78%,ALRS,NASDAQ:ALRS,0.723
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,,$79.02,24.20%,,,,$81.56,3.21%,$196.21,148.30%,$224.35,183.92%,ALSN,NYSE:ALSN,-0.182
NASDAQ:ALT,28 Oct 2025,$3.47,3,$19.75,5,2.75,$4.14,-16.24%,-16.24%,$3.47,$19.75,$4.30,3.86%,$2.62,-36.83%,$2.63,-36.48%,ALT,NASDAQ:ALT,0.073
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$1.79,197.77%,,,,$1.98,10.61%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS,0.223
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$5.11,69.51%,,,,$5.48,7.24%,$6.40,25.24%,$8.27,61.87%,ALVO,NASDAQ:ALVO,-0.027
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,,$27.11,13.06%,,,,$29.57,9.07%,-$141.37,-621.46%,-$140.49,-618.22%,AMAL,NASDAQ:AMAL,0.541
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,$9.13,16.99%,,,,$9.45,3.50%,$190.17,1982.96%,$199.31,2083.04%,AMBC,NYSE:AMBC,-0.188
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$3.60,42.75%,,,,$3.56,-1.11%,$1.94,-46.09%,$9.88,174.47%,AMBP,NYSE:AMBP,-0.390
NYSE:AMCR,11 Nov 2025,$11.13,5,$10.27,9,3.75,$8.41,22.12%,22.12%,$10.27,$11.13,$8.38,-0.36%,$4.52,-46.31%,$1.42,-83.09%,AMCR,NYSE:AMCR,-0.586
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$5.23,33.72%,,,,$5.88,12.43%,$21.45,310.10%,$52.07,895.67%,AMPY,NYSE:AMPY,0.000
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,$25.23,13.79%,,,,$26.01,3.09%,$192.92,664.64%,$204.05,708.77%,AMRK,NASDAQ:AMRK,0.292
NASDAQ:AMSC,29 Oct 2025,$40.66,2,,,2.25,$31.48,29.16%,29.16%,$40.66,$40.66,$32.26,2.48%,$41.77,32.69%,$43.71,38.84%,AMSC,NASDAQ:AMSC,-0.060
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$41.75,10.15%,,,,$41.14,-1.46%,$31.61,-24.29%,$32.38,-22.44%,AMSF,NASDAQ:AMSF,-0.175
NYSE:AMTB,21 Oct 2025,$20.27,3,$24.00,4,3,$17.00,19.21%,19.21%,$20.27,$24.00,$18.76,10.35%,-$187.20,-1201.19%,-$185.70,-1192.36%,AMTB,NYSE:AMTB,0.905
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$1.76,81.02%,,,,$1.87,6.25%,$2.04,16.12%,-$6.69,-480.30%,AMTX,NASDAQ:AMTX,-0.381
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$48.64,78.11%,,,,$50.87,4.58%,$0.00,-100.00%,$0.00,-100.00%,AMWD,NASDAQ:AMWD,-0.052
NYSE:AMX,15 May 2025,$18.21,3,,3,,$23.35,-22.01%,,,,$23.04,-1.33%,$73.16,213.31%,$151.33,548.12%,AMX,NYSE:AMX,-0.281
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$69.32,70.80%,,,,$70.24,1.33%,$0.00,-100.00%,$0.00,-100.00%,ANF,NYSE:ANF,-0.217
NYSE:AON,29 Aug 2025,$347.01,2,,,,$349.76,-0.79%,,,,$348.84,-0.26%,$342.39,-2.11%,$383.36,9.61%,AON,NYSE:AON,-0.116
NYSE:AOS,11 Nov 2025,$71.50,4,$78.75,7,3.5,$63.34,12.89%,12.89%,$71.50,$78.75,$67.42,6.44%,$151.89,139.80%,$161.36,154.76%,AOS,NYSE:AOS,0.073
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$24.06,18.39%,,,,$25.25,4.95%,$69.03,186.92%,$83.07,245.28%,APA,NASDAQ:APA,0.014
