Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:AA,17 Aug 2025,$40.85,3,,,,$37.59,8.66%,,,,$35.23,-6.28%,$17.04,-54.67%,$51.20,36.20%,AA,NYSE:AA,-0.659
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$12.76,-2.42%,,,,$12.55,-1.65%,$5.63,-55.88%,$11.37,-10.87%,AAL,NASDAQ:AAL,-0.773
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,,$94.04,-30.08%,,,,$97.63,3.82%,$0.00,-100.00%,$0.00,-100.00%,AAON,NASDAQ:AAON,-0.363
NASDAQ:ABCB,12 Oct 2025,$69.25,3,$77.00,6,,$72.89,-4.99%,,,,,-100.00%,-$2.00,-102.74%,-$2.00,-102.74%,ABCB,NYSE:ABCB,-2.000
NYSE:ABCB,24 Oct 2025,$71.01,3,,,2.5,$72.89,-2.58%,-2.58%,$71.01,$71.01,$72.90,0.01%,-$202.88,-378.34%,-$201.06,-375.85%,ABCB,NYSE:ABCB,-0.238
NYSE:ABEV,9 Nov 2025,$2.94,5,$2.81,6,3.5,$2.55,10.20%,10.20%,$2.81,$2.94,$2.43,-4.71%,$0.00,-100.00%,$0.00,-100.00%,ABEV,NYSE:ABEV,-0.267
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,,$42.07,32.59%,,,,$43.11,2.47%,$0.00,-100.00%,$0.00,-100.00%,ABM,NYSE:ABM,0.143
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$3.42,113.25%,,,,$3.41,-0.29%,$35.77,945.99%,$50.70,1382.33%,ACCO,NYSE:ACCO,-0.457
NYSE:ACEL,18 Sep 2025,$12.91,4,$15.00,7,,$10.27,25.68%,,,,$10.01,-2.53%,$18.29,78.06%,$27.73,170.00%,ACEL,NYSE:ACEL,-0.562
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,,$92.52,5.14%,,,,$86.70,-6.29%,$387.17,318.47%,$388.21,319.59%,ACGL,NASDAQ:ACGL,-0.724
NYSE:ACHR,7 Jul 2025,$8.74,3,,,,$7.88,10.91%,,,,$8.40,6.60%,$7.18,-8.94%,$7.22,-8.39%,ACHR,NYSE:ACHR,0.213
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,,$245.21,7.70%,,,,$250.93,2.33%,$555.91,126.71%,$609.23,148.45%,ACN,NYSE:ACN,0.090
NYSE:ACVA,18 Sep 2025,$10.72,3,,,,$6.24,71.83%,,,,$5.02,-19.55%,$4.26,-31.80%,$6.67,6.84%,ACVA,NYSE:ACVA,-0.732
NYSE:ADC,19 Sep 2025,$79.26,4,$81.90,8,,$73.78,7.43%,,,,$72.35,-1.94%,$89.78,21.69%,$133.34,80.73%,ADC,NYSE:ADC,-0.617
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.33,55.45%,,,,,-100.00%,-$2.00,-706.06%,-$2.00,-706.06%,ADIL,NASDAQ:ADIL,-2.000
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,,$7.47,1.61%,,,,$8.41,12.58%,$4.00,-46.48%,$26.86,259.58%,ADTN,NASDAQ:ADTN,0.622
NYSE:AEM,24 Oct 2025,$79.48,1,,,1,$168.11,-52.72%,-52.72%,$79.48,$79.48,$156.96,-6.63%,$305.02,81.44%,$365.74,117.56%,AEM,NYSE:AEM,-0.522
NASDAQ:AEP,18 Sep 2025,$104.71,2,,,,$121.30,-13.68%,,,,$118.24,-2.52%,$3.29,-97.29%,$122.30,0.83%,AEP,NASDAQ:AEP,-0.743
NYSE:AES,11 Jul 2025,$13.47,3,,,,$13.82,-2.57%,,,,$13.75,-0.51%,-$54.22,-492.32%,-$49.79,-460.27%,AES,NYSE:AES,-0.375
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$14.84,19.95%,,,,$13.99,-5.73%,$0.00,-100.00%,$0.00,-100.00%,AFYA,NASDAQ:AFYA,-0.191
NYSE:AG,12 Aug 2025,$7.66,3,,,,$12.01,-36.26%,,,,$10.57,-11.99%,$13.15,9.48%,$19.11,59.08%,AG,NYSE:AG,-0.846
NYSE:AGI,24 Oct 2025,$19.15,2,,,1.75,$33.35,-42.58%,-42.58%,$19.15,$19.15,$30.34,-9.03%,$47.32,41.88%,$56.57,69.64%,AGI,NYSE:AGI,-0.414
