Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:AA,17 Aug 2025,$40.85,3,,,,$36.70,11.30%,,,,$35.50,-3.27%,$16.31,-55.57%,$50.19,36.76%,AA,NYSE:AA,-0.644
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$13.15,-5.32%,,,,$12.74,-3.12%,$4.27,-67.51%,$10.03,-23.72%,AAL,NASDAQ:AAL,-0.774
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,,$100.03,-34.27%,,,,$100.26,0.23%,$0.00,-100.00%,$0.00,-100.00%,AAON,NASDAQ:AAON,-0.114
NASDAQ:ABCB,12 Oct 2025,$69.25,3,$77.00,6,2.25,$72.90,-5.01%,-5.01%,$69.25,$77.00,,-100.00%,-$2.00,-102.74%,-$2.00,-102.74%,ABCB,NYSE:ABCB,-2.000
NYSE:ABCB,24 Oct 2025,$71.01,3,,,2.75,$72.90,-2.59%,-2.59%,$71.01,$71.01,$74.83,2.65%,$0.00,-100.00%,$0.00,-100.00%,ABCB,NYSE:ABCB,0.032
NYSE:ABEV,26 Oct 2025,$2.79,5,$2.90,6,3.5,$2.40,16.25%,16.25%,$2.79,$2.90,$2.41,0.42%,$0.00,-100.00%,$0.00,-100.00%,ABEV,NYSE:ABEV,-0.279
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,,$41.97,32.90%,,,,$42.30,0.79%,$0.00,-100.00%,$0.00,-100.00%,ABM,NYSE:ABM,-0.042
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$3.48,109.57%,,,,$3.44,-1.15%,$35.22,912.15%,$49.98,1336.14%,ACCO,NYSE:ACCO,-0.549
NYSE:ACEL,18 Sep 2025,$12.91,4,$15.00,7,,$10.14,27.29%,,,,$10.15,0.10%,$18.05,78.00%,$27.21,168.33%,ACEL,NYSE:ACEL,-0.207
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,,$87.76,10.84%,,,,$86.71,-1.20%,$380.49,333.56%,$381.53,334.74%,ACGL,NASDAQ:ACGL,-0.644
NYSE:ACHR,7 Jul 2025,$8.74,3,,,,$8.88,-1.58%,,,,$9.72,9.46%,$0.00,-100.00%,$0.00,-100.00%,ACHR,NYSE:ACHR,0.218
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,,$241.34,9.42%,,,,$243.41,0.86%,$548.16,127.13%,$600.98,149.02%,ACN,NYSE:ACN,-0.052
NYSE:ACVA,18 Sep 2025,$10.72,3,,,,$5.09,110.65%,,,,$4.82,-5.30%,$3.94,-22.69%,$6.33,24.40%,ACVA,NYSE:ACVA,-0.877
NYSE:ADC,19 Sep 2025,$79.26,4,$81.90,8,,$72.52,9.30%,,,,$74.22,2.34%,$87.86,21.15%,$130.91,80.52%,ADC,NYSE:ADC,0.119
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.33,55.45%,,,,,-100.00%,-$2.00,-706.06%,-$2.00,-706.06%,ADIL,NASDAQ:ADIL,-2.000
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,,$8.03,-5.48%,,,,$8.02,-0.12%,$4.10,-48.95%,$26.71,232.59%,ADTN,NASDAQ:ADTN,-0.423
NYSE:AEM,24 Oct 2025,$79.48,1,,,1.75,$159.29,-50.10%,-50.10%,$79.48,$79.48,$167.02,4.85%,$300.98,88.95%,$361.01,126.64%,AEM,NYSE:AEM,0.255
NASDAQ:AEP,18 Sep 2025,$104.71,2,,,,$119.53,-12.40%,,,,$117.99,-1.29%,$0.91,-99.24%,$118.57,-0.80%,AEP,NASDAQ:AEP,-0.682
NYSE:AES,11 Jul 2025,$13.47,3,,,,$14.19,-5.11%,,,,$14.89,4.93%,-$57.13,-502.59%,-$52.70,-471.40%,AES,NYSE:AES,0.155
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$14.12,26.06%,,,,$14.13,0.07%,$0.00,-100.00%,$0.00,-100.00%,AFYA,NASDAQ:AFYA,-0.195
NYSE:AG,12 Aug 2025,$7.66,3,,,,$10.90,-29.77%,,,,$11.59,6.33%,$0.00,-100.00%,$0.00,-100.00%,AG,NYSE:AG,0.179
NYSE:AGI,24 Oct 2025,$19.15,2,,,2.5,$30.44,-37.09%,-37.09%,$19.15,$19.15,$32.34,6.24%,$46.52,52.83%,$55.67,82.90%,AGI,NYSE:AGI,0.255
NYSE:AGM,2 Nov 2025,$176.88,4,$217.00,5,3.75,$162.19,9.06%,9.06%,$176.88,$217.00,$252.83,55.89%,"-$2,533.86",-1662.28%,"-$2,600.42",-1703.32%,AGM,NYSE:AGM,1.000
NASDAQ:AGNC,28 Oct 2025,$11.15,4,$10.18,8,3.25,$10.21,-0.29%,-0.29%,$10.18,$11.15,$10.02,-1.86%,-$73.57,-820.58%,-$67.91,-765.14%,AGNC,NASDAQ:AGNC,-0.779
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$81.56,22.88%,,,,$80.16,-1.72%,$0.00,-100.00%,$0.00,-100.00%,AGO,NYSE:AGO,-0.616
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,,$8.06,16.63%,,,,$7.85,-2.61%,$0.00,-100.00%,$0.00,-100.00%,AGRO,NYSE:AGRO,-0.489
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$76.28,11.12%,,,,$75.16,-1.47%,-$40.07,-152.53%,$15.82,-79.26%,AIG,NYSE:AIG,-0.733
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$54.00,23.70%,,,,$53.39,-1.13%,$0.00,-100.00%,$0.00,-100.00%,AIN,NYSE:AIN,-0.156
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,,$10.49,-52.34%,,,,$9.10,-13.25%,$0.00,-100.00%,$0.00,-100.00%,AIRS,NASDAQ:AIRS,-0.421
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,,$216.81,2.31%,,,,$214.51,-1.06%,$0.00,-100.00%,$0.00,-100.00%,AIZ,NYSE:AIZ,-0.647
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.75,-21.77%,,,,$63.70,-0.08%,-$213.34,-434.64%,-$85.49,-234.10%,AL,NYSE:AL,-0.481
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$74.27,9.67%,,,,$76.12,2.49%,$0.00,-100.00%,$0.00,-100.00%,ALC,NYSE:ALC,0.287
NYSE:ALEX,2 Oct 2025,$20.55,4,$21.83,8,,$15.69,30.95%,,,,$15.55,-0.89%,$21.09,34.45%,$18.06,15.08%,ALEX,NYSE:ALEX,-0.655
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$2.39,161.13%,,,,$2.61,9.21%,$1.10,-54.07%,$11.62,386.27%,ALIT,NYSE:ALIT,0.056
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$198.01,-7.72%,,,,$195.23,-1.40%,$0.00,-100.00%,$0.00,-100.00%,ALL,NYSE:ALL,-0.389
NYSE:ALLE,24 Oct 2025,$165.38,3,,,2.75,$165.07,0.19%,0.19%,$165.38,$165.38,$169.40,2.62%,$307.21,86.11%,$337.14,104.24%,ALLE,NYSE:ALLE,0.035
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$38.63,7.51%,,,,$41.28,6.86%,$0.00,-100.00%,$0.00,-100.00%,ALLY,NYSE:ALLY,0.275
NASDAQ:ALRS,27 Oct 2025,$24.54,3,$25.63,7,3.25,$21.05,16.57%,16.57%,$24.54,$25.63,$21.87,3.90%,-$91.80,-536.09%,-$79.52,-477.77%,ALRS,NASDAQ:ALRS,0.258
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,,$81.47,20.46%,,,,$79.37,-2.58%,$195.10,139.48%,$199.02,144.29%,ALSN,NYSE:ALSN,-0.662
NASDAQ:ALT,28 Oct 2025,$3.47,3,$19.75,5,2.25,$3.94,-11.99%,-11.99%,$3.47,$19.75,$3.74,-5.08%,$0.00,-100.00%,$0.00,-100.00%,ALT,NASDAQ:ALT,-0.600
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$1.95,173.33%,,,,$2.14,9.74%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS,0.312
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$5.06,71.19%,,,,$5.01,-0.99%,$0.00,-100.00%,$0.00,-100.00%,ALVO,NASDAQ:ALVO,-0.388
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,,$27.83,10.14%,,,,$27.89,0.22%,$0.00,-100.00%,$0.00,-100.00%,AMAL,NASDAQ:AMAL,-0.206
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,$8.18,30.57%,,,,$8.10,-0.98%,$0.00,-100.00%,$0.00,-100.00%,AMBC,NYSE:AMBC,-0.620
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$3.32,54.79%,,,,$3.31,-0.30%,$1.64,-50.73%,$9.55,187.73%,AMBP,NYSE:AMBP,-0.564
NYSE:AMCR,27 Oct 2025,$10.43,5,$10.12,9,4,$8.22,23.11%,23.11%,$10.12,$10.43,$8.16,-0.73%,$0.00,-100.00%,$0.00,-100.00%,AMCR,NYSE:AMCR,-0.353
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$4.90,42.73%,,,,$4.46,-8.98%,$0.00,-100.00%,$0.00,-100.00%,AMPY,NYSE:AMPY,-0.666
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,$24.99,14.88%,,,,$25.72,2.92%,$0.00,-100.00%,$0.00,-100.00%,AMRK,NASDAQ:AMRK,0.069
NASDAQ:AMSC,29 Oct 2025,$40.66,2,,,3,$36.55,11.24%,11.24%,$40.66,$40.66,$47.42,29.74%,$0.00,-100.00%,$0.00,-100.00%,AMSC,NASDAQ:AMSC,0.891
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$40.06,14.79%,,,,$38.18,-4.69%,$126.72,216.33%,$127.49,218.24%,AMSF,NASDAQ:AMSF,-0.964
NYSE:AMTB,21 Oct 2025,$20.27,3,$24.00,4,2.75,$16.70,21.36%,21.36%,$20.27,$24.00,$17.83,6.77%,$0.00,-100.00%,$0.00,-100.00%,AMTB,NYSE:AMTB,0.135
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$1.76,81.02%,,,,$2.03,15.34%,$0.00,-100.00%,$0.00,-100.00%,AMTX,NASDAQ:AMTX,0.133
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$56.01,54.68%,,,,$54.77,-2.21%,$0.00,-100.00%,$0.00,-100.00%,AMWD,NASDAQ:AMWD,-0.281
NYSE:AMX,15 May 2025,$18.21,3,,3,,$22.71,-19.82%,,,,$22.11,-2.64%,$589.66,2496.50%,"$1,525.32",6616.51%,AMX,NYSE:AMX,-0.881
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$70.11,68.88%,,,,$65.48,-6.60%,$0.00,-100.00%,$0.00,-100.00%,ANF,NYSE:ANF,-0.788
NYSE:AON,29 Aug 2025,$347.01,2,,,,$340.00,2.06%,,,,$337.98,-0.59%,$331.72,-2.43%,$372.56,9.58%,AON,NYSE:AON,-0.537
NYSE:AOS,28 Oct 2025,$78.25,4,$83.60,4,3.5,$65.58,19.32%,19.32%,$78.25,$83.60,$70.38,7.32%,$152.34,132.29%,$161.78,146.69%,AOS,NYSE:AOS,0.856
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$23.64,20.49%,,,,$22.52,-4.74%,$0.00,-100.00%,$0.00,-100.00%,APA,NASDAQ:APA,-0.725
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$258.79,14.49%,,,,$268.33,3.69%,$0.00,-100.00%,$0.00,-100.00%,APD,NYSE:APD,0.007
NASDAQ:APEI,15 Oct 2025,$34.52,3,,,3,$30.67,12.55%,12.55%,$34.52,$34.52,$32.20,4.99%,$0.00,-100.00%,$0.00,-100.00%,APEI,NASDAQ:APEI,0.105
NYSE:APH,16 Sep 2023,$81.57,2,,,,$138.11,-40.94%,,,,$142.41,3.11%,$196.04,41.95%,$208.75,51.15%,APH,NYSE:APH,0.077
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.47,-12.25%,,,,$3.43,-1.15%,$0.00,-100.00%,$0.00,-100.00%,API,NASDAQ:API,-0.082
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$34.57,92.04%,,,,$34.70,0.38%,$94.62,173.70%,$117.67,240.38%,APOG,NASDAQ:APOG,-0.173
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$5.72,7.41%,,,,$5.84,2.10%,$0.00,-100.00%,$0.00,-100.00%,AQN,NYSE:AQN,0.075
NYSE:AR,20 Aug 2025,$31.31,3,,,,$32.63,-4.05%,,,,$32.11,-1.59%,$49.64,52.12%,$75.65,131.85%,AR,NYSE:AR,-0.688
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$7.00,47.24%,,,,$6.97,-0.43%,$0.00,-100.00%,$0.00,-100.00%,ARCO,NYSE:ARCO,-0.501
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$9.40,38.59%,,,,$8.52,-9.36%,$0.00,-100.00%,$0.00,-100.00%,ARHS,NASDAQ:ARHS,-0.995
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$4.00,62.62%,,,,$4.00,0.00%,$0.00,-100.00%,$0.00,-100.00%,ARKO,NASDAQ:ARKO,-0.422
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,,$30.15,61.43%,,,,$29.73,-1.39%,$0.00,-100.00%,$0.00,-100.00%,AROW,NASDAQ:AROW,-0.184
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$25.25,-6.78%,,,,$26.25,3.96%,$0.00,-100.00%,$0.00,-100.00%,ASB,NYSE:ASB,0.399
NYSE:ASH,14 May 2025,$83.18,3,,4,,$50.29,65.41%,,,,$50.42,0.26%,$8.62,-82.86%,$22.76,-54.75%,ASH,NYSE:ASH,-0.100
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,"$1,029.20",-15.35%,,,,"$1,061.40",3.13%,"$1,059.17",2.91%,"$1,109.30",7.78%,ASML,NASDAQ:ASML,0.135
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$308.07,11.97%,,,,$302.92,-1.67%,$650.00,110.99%,$776.57,152.07%,ASR,NYSE:ASR,-0.802
NYSE:ATGE,15 Oct 2025,$131.23,2,,,2.25,$95.14,37.93%,37.93%,$131.23,$131.23,$101.94,7.15%,$274.91,188.95%,$312.26,228.21%,ATGE,NYSE:ATGE,0.047
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$96.21,-34.52%,,,,$95.97,-0.25%,$183.06,90.28%,$205.34,113.43%,ATI,NYSE:ATI,-0.330
NYSE:AU,20 Aug 2025,$29.75,2,,,,$67.82,-56.13%,,,,$68.62,1.18%,$0.00,-100.00%,$0.00,-100.00%,AU,NYSE:AU,-0.047
