Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:AA,17 Aug 2025,$40.85,3,,,,$37.32,9.45%,,,,$35.21,-5.65%,$17.04,-54.34%,$51.20,37.19%,AA,NYSE:AA,-0.667
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$13.65,-8.78%,,,,$12.56,-7.99%,$5.63,-58.76%,$11.37,-16.69%,AAL,NASDAQ:AAL,-0.763
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,,$105.53,-37.70%,,,,$97.65,-7.47%,$0.00,-100.00%,$0.00,-100.00%,AAON,NASDAQ:AAON,-0.356
NASDAQ:ABCB,12 Oct 2025,$69.25,3,$77.00,6,2.25,$73.68,-6.01%,,,,,-100.00%,-$2.00,-102.71%,-$2.00,-102.71%,ABCB,NYSE:ABCB,-2.000
NYSE:ABCB,24 Oct 2025,$71.01,3,,,2.75,$73.68,-3.62%,-3.62%,$71.01,$71.01,$73.04,-0.87%,-$202.88,-375.36%,-$201.06,-372.89%,ABCB,NYSE:ABCB,-0.174
NYSE:ABEV,9 Nov 2025,$2.94,5,$2.81,6,3.5,$2.43,15.64%,15.64%,$2.81,$2.94,$2.42,-0.41%,$0.00,-100.00%,$0.00,-100.00%,ABEV,NYSE:ABEV,-0.303
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,,$41.95,32.97%,,,,$42.08,0.31%,$0.00,-100.00%,$0.00,-100.00%,ABM,NYSE:ABM,-0.179
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$3.44,112.01%,,,,$3.41,-0.87%,$35.77,939.91%,$50.70,1373.72%,ACCO,NYSE:ACCO,-0.458
NYSE:ACEL,18 Sep 2025,$12.91,4,$15.00,7,,$10.18,26.79%,,,,$10.02,-1.57%,$18.29,79.64%,$27.73,172.39%,ACEL,NYSE:ACEL,-0.541
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,,$89.57,8.60%,,,,$86.74,-3.16%,$387.17,332.25%,$388.21,333.41%,ACGL,NASDAQ:ACGL,-0.716
NYSE:ACHR,7 Jul 2025,$8.74,3,,,,$8.18,6.85%,,,,$8.40,2.69%,$7.18,-12.28%,$7.22,-11.75%,ACHR,NYSE:ACHR,0.207
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,,$245.76,7.46%,,,,$251.40,2.29%,$555.91,126.20%,$609.23,147.90%,ACN,NYSE:ACN,0.153
NYSE:ACVA,18 Sep 2025,$10.72,3,,,,$5.40,98.56%,,,,$4.98,-7.78%,$4.26,-21.19%,$6.67,23.46%,ACVA,NYSE:ACVA,-0.835
NYSE:ADC,19 Sep 2025,$79.26,4,$81.90,8,,$73.41,7.97%,,,,$72.35,-1.44%,$89.78,22.30%,$133.34,81.64%,ADC,NYSE:ADC,-0.616
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.33,55.45%,,,,,-100.00%,-$2.00,-706.06%,-$2.00,-706.06%,ADIL,NASDAQ:ADIL,-2.000
