Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol",Score
NYSE:AA,17 Aug 2025,$40.85,3,,,,$37.59,8.66%,,,,$36.62,-2.58%,$17.31,-53.95%,$51.47,36.92%,AA,NYSE:AA,-0.303
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$12.76,-2.42%,,,,$12.72,-0.31%,$4.74,-62.86%,$10.48,-17.85%,AAL,NASDAQ:AAL,-0.417
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,,$94.04,-30.08%,,,,$91.23,-2.99%,$106.41,13.16%,$114.75,22.02%,AAON,NASDAQ:AAON,-0.445
NASDAQ:ABCB,12 Oct 2025,$69.25,3,$77.00,6,,$72.89,-4.99%,,,,,-100.00%,-$2.00,-102.74%,-$2.00,-102.74%,ABCB,NYSE:ABCB,-2.000
NYSE:ABCB,24 Oct 2025,$71.01,3,,,3.5,$72.89,-2.58%,-2.58%,$71.01,$71.01,$75.87,4.09%,-$161.75,-321.91%,-$152.07,-308.63%,ABCB,NYSE:ABCB,0.639
NYSE:ABEV,9 Nov 2025,$2.94,5,$2.81,6,3.25,$2.55,10.20%,10.20%,$2.81,$2.94,$2.52,-1.18%,$6.56,157.23%,$7.79,205.68%,ABEV,NYSE:ABEV,-0.635
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,,$42.07,32.59%,,,,$43.10,2.45%,$0.00,-100.00%,$0.00,-100.00%,ABM,NYSE:ABM,0.179
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$3.42,113.25%,,,,$3.41,-0.29%,$35.75,945.41%,$50.68,1381.75%,ACCO,NYSE:ACCO,-0.496
NYSE:ACEL,18 Sep 2025,$12.91,4,$15.00,7,,$10.27,25.68%,,,,$10.11,-1.56%,$18.40,79.17%,$27.84,171.10%,ACEL,NYSE:ACEL,-0.442
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,,$92.52,5.14%,,,,$92.67,0.16%,$393.95,325.80%,$403.58,336.20%,ACGL,NASDAQ:ACGL,-0.093
NYSE:ACHR,7 Jul 2025,$8.74,3,,,,$7.88,10.91%,,,,$8.44,7.11%,$6.88,-12.75%,$6.92,-12.20%,ACHR,NYSE:ACHR,0.354
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,,$245.21,7.70%,,,,$244.19,-0.42%,$555.36,126.48%,$608.68,148.23%,ACN,NYSE:ACN,-0.451
NYSE:ACVA,18 Sep 2025,$10.72,3,,,,$6.24,71.83%,,,,$6.43,3.04%,$5.10,-18.33%,$7.51,20.30%,ACVA,NYSE:ACVA,0.029
NYSE:ADC,19 Sep 2025,$79.26,4,$81.90,8,,$73.78,7.43%,,,,$74.05,0.37%,$90.15,22.19%,$133.71,81.23%,ADC,NYSE:ADC,-0.175
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.33,55.45%,,,,,-100.00%,-$2.00,-706.06%,-$2.00,-706.06%,ADIL,NASDAQ:ADIL,-2.000
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,,$7.47,1.61%,,,,$7.40,-0.94%,$3.49,-53.34%,$26.34,252.61%,ADTN,NASDAQ:ADTN,-0.403
NYSE:AEM,24 Oct 2025,$79.48,1,,,1.25,$168.11,-52.72%,-52.72%,$79.48,$79.48,$162.56,-3.30%,$311.72,85.43%,$372.44,121.55%,AEM,NYSE:AEM,-0.211
NASDAQ:AEP,18 Sep 2025,$104.71,2,,,,$121.30,-13.68%,,,,$124.26,2.44%,$2.90,-97.61%,$122.17,0.72%,AEP,NASDAQ:AEP,0.018
NYSE:AES,11 Jul 2025,$13.47,3,,,,$13.82,-2.57%,,,,$13.39,-3.11%,-$54.53,-494.56%,-$50.10,-462.51%,AES,NYSE:AES,-0.400
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$14.84,19.95%,,,,$14.39,-3.03%,$0.00,-100.00%,$0.00,-100.00%,AFYA,NASDAQ:AFYA,-0.709
NYSE:AG,12 Aug 2025,$7.66,3,,,,$12.01,-36.26%,,,,$11.05,-7.99%,$13.75,14.46%,$19.70,64.06%,AG,NYSE:AG,-0.862
NYSE:AGI,24 Oct 2025,$19.15,2,,,1.75,$33.35,-42.58%,-42.58%,$19.15,$19.15,$31.85,-4.50%,$49.68,48.96%,$58.93,76.71%,AGI,NYSE:AGI,-0.349
NYSE:AGM,11 Nov 2025,$179.75,4,$219.00,5,2.75,$164.13,9.52%,9.52%,$179.75,$219.00,$163.22,-0.55%,"-$2,525.39",-1638.65%,"-$2,592.98",-1679.83%,AGM,NYSE:AGM,-0.575
NASDAQ:AGNC,28 Oct 2025,$11.15,4,$10.18,8,3.25,$10.15,0.30%,0.30%,$10.18,$11.15,$10.04,-1.08%,-$73.57,-824.81%,-$67.86,-768.54%,AGNC,NASDAQ:AGNC,-0.453
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$87.46,14.59%,,,,$87.77,0.35%,$29.30,-66.50%,$29.36,-66.43%,AGO,NYSE:AGO,-0.206
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,,$7.67,22.56%,,,,$7.50,-2.22%,$0.00,-100.00%,$0.00,-100.00%,AGRO,NYSE:AGRO,-0.581
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$77.75,9.02%,,,,$78.32,0.73%,-$57.66,-174.16%,$7.99,-89.72%,AIG,NYSE:AIG,-0.113
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$45.13,48.02%,,,,$43.47,-3.68%,$63.04,39.69%,$103.71,129.80%,AIN,NYSE:AIN,-0.668
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,,$5.47,-8.59%,,,,$5.92,8.23%,$6.36,16.28%,$6.03,10.27%,AIRS,NASDAQ:AIRS,0.135
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,,$228.59,-2.96%,,,,$228.47,-0.05%,$466.02,103.87%,$554.86,142.73%,AIZ,NYSE:AIZ,-0.322
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.90,-21.96%,,,,$64.23,0.52%,-$213.24,-433.71%,-$84.37,-232.03%,AL,NYSE:AL,-0.275
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$77.65,4.89%,,,,$78.22,0.73%,$136.15,75.33%,$184.59,137.72%,ALC,NYSE:ALC,-0.150
NYSE:ALEX,2 Oct 2025,$20.55,4,$21.83,8,,$15.91,29.14%,,,,$17.24,8.36%,$21.44,34.77%,$15.14,-4.83%,ALEX,NYSE:ALEX,0.940
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$2.28,173.73%,,,,$2.22,-2.63%,$1.02,-55.07%,$11.76,415.72%,ALIT,NYSE:ALIT,-0.019
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$214.30,-14.73%,,,,$213.02,-0.60%,$703.27,228.17%,$821.24,283.22%,ALL,NYSE:ALL,-0.228
NYSE:ALLE,24 Oct 2025,$165.38,3,,,3,$161.25,2.56%,2.56%,$165.38,$165.38,$167.15,3.66%,$305.50,89.46%,$335.79,108.24%,ALLE,NYSE:ALLE,0.111
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$39.29,5.70%,,,,$38.38,-2.32%,-$450.47,-1246.53%,-$485.06,-1334.55%,ALLY,NYSE:ALLY,-0.520
NASDAQ:ALRS,27 Oct 2025,$24.54,3,$25.63,7,3.25,$21.72,12.98%,12.98%,$24.54,$25.63,$22.27,2.53%,-$90.23,-515.45%,-$77.81,-458.25%,ALRS,NASDAQ:ALRS,0.305
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,,$81.73,20.08%,,,,$80.91,-1.00%,$197.06,141.11%,$225.36,175.74%,ALSN,NYSE:ALSN,-0.425
NASDAQ:ALT,28 Oct 2025,$3.47,3,$19.75,5,2.75,$4.17,-16.84%,-16.84%,$3.47,$19.75,$4.30,3.12%,$2.61,-37.30%,$2.63,-36.95%,ALT,NASDAQ:ALT,0.015
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$1.89,182.01%,,,,$1.83,-3.17%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS,-0.405
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$5.49,57.78%,,,,$5.43,-1.09%,$6.45,17.45%,$8.33,51.73%,ALVO,NASDAQ:ALVO,-0.278
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,,$28.12,9.00%,,,,$29.61,5.30%,-$140.84,-600.85%,-$139.96,-597.72%,AMAL,NASDAQ:AMAL,0.577
