Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NYSE:AA,17 Aug 2025,$40.85,3,,,,$35.75,14.26%,,,,$35.42,-0.92%,$0.00,-100.00%,$0.00,-100.00%,AA,NYSE:AA
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$12.19,2.14%,,,,$11.53,-5.41%,$0.00,-100.00%,$0.00,-100.00%,AAL,NASDAQ:AAL
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,,$104.16,-36.88%,,,,$108.96,4.61%,$0.00,-100.00%,$0.00,-100.00%,AAON,NASDAQ:AAON
NASDAQ:ABCB,12 Oct 2025,$69.25,3,$77.00,6,3,$74.86,-7.49%,-7.49%,$69.25,$77.00,$77.49,3.51%,$0.00,-100.00%,$0.00,-100.00%,ABCB,NYSE:ABCB
NYSE:ABEV,3 Oct 2025,$2.80,5,$2.90,7,4.25,$2.16,29.75%,29.75%,$2.80,$2.90,$2.21,2.31%,$0.00,-100.00%,$0.00,-100.00%,ABEV,NYSE:ABEV
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,,$45.43,22.78%,,,,$47.10,3.68%,$73.73,62.30%,$92.34,103.25%,ABM,NYSE:ABM
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$3.78,92.94%,,,,$3.78,0.00%,$0.00,-100.00%,$0.00,-100.00%,ACCO,NYSE:ACCO
NYSE:ACEL,18 Sep 2025,$12.91,4,$15.00,7,3.75,$10.49,23.04%,23.04%,$12.91,$15.00,$10.77,2.67%,$0.00,-100.00%,$0.00,-100.00%,ACEL,NYSE:ACEL
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,,$92.23,5.47%,,,,$94.52,2.48%,$0.00,-100.00%,$0.00,-100.00%,ACGL,NASDAQ:ACGL
NYSE:ACHR,7 Jul 2025,$8.74,3,,,,$13.02,-32.87%,,,,$13.80,5.99%,$0.00,-100.00%,$0.00,-100.00%,ACHR,NYSE:ACHR
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,,$244.20,8.14%,,,,$254.64,4.28%,$557.74,128.40%,$626.60,156.59%,ACN,NYSE:ACN
NYSE:ACVA,18 Sep 2025,$10.72,3,,,3,$8.81,21.70%,21.70%,$10.72,$10.72,$8.42,-4.43%,$0.00,-100.00%,$0.00,-100.00%,ACVA,NYSE:ACVA
NYSE:ADC,19 Sep 2025,$79.26,4,$81.90,8,4,$73.15,8.35%,8.35%,$79.26,$81.90,$75.10,2.67%,$0.00,-100.00%,$0.00,-100.00%,ADC,NYSE:ADC
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.37,38.65%,,,,,-100.00%,-$2.00,-640.54%,-$2.00,-640.54%,ADIL,NASDAQ:ADIL
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,,$8.79,-13.65%,,,,$8.50,-3.30%,$0.00,-100.00%,$0.00,-100.00%,ADTN,NASDAQ:ADTN
