Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NYSE:AA,17 Aug 2025,$40.85,3,,,,$39.42,3.62%,,,,$37.43,-5.05%,$19.33,-50.97%,$53.96,36.89%,AA,NYSE:AA
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$13.78,-9.64%,,,,$12.72,-7.69%,$6.37,-53.78%,$16.65,20.85%,AAL,NASDAQ:AAL
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,,$106.24,-38.11%,,,,$102.45,-3.57%,$0.00,-100.00%,$0.00,-100.00%,AAON,NASDAQ:AAON
NASDAQ:ABCB,12 Oct 2025,$69.25,3,$77.00,6,3,$74.02,-6.44%,-6.44%,$69.25,$77.00,,-100.00%,-$2.00,-102.70%,-$2.00,-102.70%,ABCB,NYSE:ABCB
NYSE:ABEV,26 Oct 2025,$2.79,5,$2.90,6,4,$2.19,27.40%,27.40%,$2.79,$2.90,$2.20,0.46%,$0.00,-100.00%,$0.00,-100.00%,ABEV,NYSE:ABEV
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,,$45.69,22.08%,,,,$46.91,2.67%,$74.38,62.79%,$93.05,103.65%,ABM,NYSE:ABM
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$4.14,76.16%,,,,$4.13,-0.24%,$0.00,-100.00%,$0.00,-100.00%,ACCO,NYSE:ACCO
NYSE:ACEL,18 Sep 2025,$12.91,4,$15.00,7,,$10.48,23.16%,,,,$10.57,0.86%,$0.00,-100.00%,$0.00,-100.00%,ACEL,NYSE:ACEL
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,,$87.15,11.62%,,,,$87.52,0.42%,$0.00,-100.00%,$0.00,-100.00%,ACGL,NASDAQ:ACGL
NYSE:ACHR,7 Jul 2025,$8.74,3,,,,$11.29,-22.59%,,,,$11.67,3.37%,$0.00,-100.00%,$0.00,-100.00%,ACHR,NYSE:ACHR
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,,$247.65,6.64%,,,,$256.69,3.65%,$563.49,127.54%,$617.68,149.42%,ACN,NYSE:ACN
NYSE:ACVA,18 Sep 2025,$10.72,3,,,,$9.51,12.74%,,,,$9.51,0.00%,$0.00,-100.00%,$0.00,-100.00%,ACVA,NYSE:ACVA
NYSE:ADC,19 Sep 2025,$79.26,4,$81.90,8,,$74.80,5.96%,,,,$75.08,0.37%,$92.93,24.24%,$137.36,83.64%,ADC,NYSE:ADC
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.36,42.50%,,,,,-100.00%,-$2.00,-655.56%,-$2.00,-655.56%,ADIL,NASDAQ:ADIL
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,,$10.07,-24.63%,,,,$9.88,-1.89%,$0.00,-100.00%,$0.00,-100.00%,ADTN,NASDAQ:ADTN
NASDAQ:AEP,18 Sep 2025,$104.71,2,,,,$115.98,-9.72%,,,,$118.96,2.57%,$0.00,-100.00%,$0.00,-100.00%,AEP,NASDAQ:AEP
NYSE:AES,11 Jul 2025,$13.47,3,,,,$14.55,-7.46%,,,,$14.33,-1.51%,$0.00,-100.00%,$0.00,-100.00%,AES,NYSE:AES
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$14.71,21.01%,,,,$14.79,0.54%,$0.00,-100.00%,$0.00,-100.00%,AFYA,NASDAQ:AFYA
NYSE:AG,12 Aug 2025,$7.66,3,,,,$12.84,-40.38%,,,,$12.81,-0.23%,$0.00,-100.00%,$0.00,-100.00%,AG,NYSE:AG
NYSE:AGI,24 Oct 2025,$19.15,2,,,2,$31.55,-39.30%,-39.30%,$19.15,$19.15,$32.89,4.25%,$0.00,-100.00%,$0.00,-100.00%,AGI,NYSE:AGI
NYSE:AGM,26 Aug 2025,$230.34,3,,,,$163.29,41.06%,,,,$163.17,-0.07%,$0.00,-100.00%,$0.00,-100.00%,AGM,NYSE:AGM
NASDAQ:AGNC,7 Jul 2025,$11.25,4,,,,$10.20,10.31%,,,,$10.10,-0.98%,$0.00,-100.00%,$0.00,-100.00%,AGNC,NASDAQ:AGNC
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$82.38,21.66%,,,,$82.52,0.17%,$0.00,-100.00%,$0.00,-100.00%,AGO,NYSE:AGO
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,,$7.81,20.36%,,,,$7.82,0.13%,$0.00,-100.00%,$0.00,-100.00%,AGRO,NYSE:AGRO
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$79.00,7.29%,,,,$81.06,2.61%,$0.00,-100.00%,$0.00,-100.00%,AIG,NYSE:AIG
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$60.26,10.85%,,,,$60.64,0.63%,$0.00,-100.00%,$0.00,-100.00%,AIN,NYSE:AIN
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,,$11.39,-56.10%,,,,$10.71,-5.97%,$0.00,-100.00%,$0.00,-100.00%,AIRS,NASDAQ:AIRS
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,,$211.86,4.70%,,,,$214.26,1.13%,$0.00,-100.00%,$0.00,-100.00%,AIZ,NYSE:AIZ
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.58,-21.56%,,,,$63.66,0.13%,$0.00,-100.00%,$0.00,-100.00%,AL,NYSE:AL
NYSE:ALC,27 Aug 2025,$81.45,1,,,,$76.08,7.06%,,,,$76.29,0.28%,$0.00,-100.00%,$0.00,-100.00%,ALC,NYSE:ALC
NYSE:ALEX,2 Oct 2025,$20.55,4,$21.83,8,4,$17.02,20.71%,20.71%,$20.55,$21.83,$16.75,-1.59%,$0.00,-100.00%,$0.00,-100.00%,ALEX,NYSE:ALEX
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,,$3.13,99.39%,,,,$3.13,0.00%,$0.00,-100.00%,$0.00,-100.00%,ALIT,NYSE:ALIT
NYSE:ALL,11 Sep 2025,$182.73,2,,,,$193.19,-5.41%,,,,$195.74,1.32%,$0.00,-100.00%,$0.00,-100.00%,ALL,NYSE:ALL
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$41.81,-0.67%,,,,$41.34,-1.12%,$0.00,-100.00%,$0.00,-100.00%,ALLY,NYSE:ALLY
NASDAQ:ALRS,22 Oct 2025,$24.15,3,$25.63,8,3.5,$21.69,11.34%,11.34%,$24.15,$25.63,$22.60,4.20%,$0.00,-100.00%,$0.00,-100.00%,ALRS,NASDAQ:ALRS
NYSE:ALSN,22 Sep 2025,$99.81,4,$98.14,3,,$82.79,18.54%,,,,$82.86,0.08%,$0.00,-100.00%,$0.00,-100.00%,ALSN,NYSE:ALSN
NASDAQ:ALTS,12 Aug 2025,$5.33,2,,,,$2.17,145.62%,,,,$2.17,0.00%,$0.00,-100.00%,$0.00,-100.00%,ALTS,NASDAQ:ALTS
NASDAQ:ALVO,23 Aug 2025,$8.66,3,,,,$8.40,3.12%,,,,$8.02,-4.52%,$0.00,-100.00%,$0.00,-100.00%,ALVO,NASDAQ:ALVO
NASDAQ:AMAL,2 Oct 2025,$30.65,3,,1,1.75,$28.32,8.23%,8.23%,$30.65,$30.65,$29.71,4.91%,$0.00,-100.00%,$0.00,-100.00%,AMAL,NASDAQ:AMAL
NYSE:AMBC,3 Sep 2025,$10.68,3,,2,,$8.45,26.40%,,,,$8.54,1.07%,$0.00,-100.00%,$0.00,-100.00%,AMBC,NYSE:AMBC
NYSE:AMBP,29 Aug 2025,$5.14,4,,6,,$3.79,35.59%,,,,$3.76,-0.79%,$2.24,-40.85%,$10.28,171.34%,AMBP,NYSE:AMBP
NYSE:AMCR,23 Oct 2025,$10.43,5,$10.12,9,4.75,$8.14,24.32%,24.32%,$10.12,$10.43,$8.12,-0.25%,$0.00,-100.00%,$0.00,-100.00%,AMCR,NYSE:AMCR
NYSE:AMPY,26 Aug 2025,$6.99,3,,,,$4.76,46.93%,,,,$4.69,-1.47%,$0.00,-100.00%,$0.00,-100.00%,AMPY,NYSE:AMPY
NASDAQ:AMRK,30 Aug 2025,$28.71,3,,2,,$28.03,2.42%,,,,$27.61,-1.50%,$0.00,-100.00%,$0.00,-100.00%,AMRK,NASDAQ:AMRK
NASDAQ:AMSF,26 Aug 2025,$45.99,3,,,,$41.45,10.94%,,,,$41.68,0.55%,$0.00,-100.00%,$0.00,-100.00%,AMSF,NASDAQ:AMSF
NYSE:AMTB,21 Oct 2025,$20.27,3,$24.00,4,2.5,$17.56,15.41%,15.41%,$20.27,$24.00,$18.49,5.30%,$0.00,-100.00%,$0.00,-100.00%,AMTB,NYSE:AMTB
NASDAQ:AMTX,4 Sep 2025,$3.19,3,,5,,$2.57,23.97%,,,,$2.48,-3.50%,$0.00,-100.00%,$0.00,-100.00%,AMTX,NASDAQ:AMTX
NASDAQ:AMWD,30 Aug 2025,$86.63,3,,6,,$64.46,34.40%,,,,$64.13,-0.51%,$123.29,91.26%,$186.04,188.61%,AMWD,NASDAQ:AMWD
NYSE:AMX,15 May 2025,$18.21,3,,3,,$22.67,-19.67%,,,,$22.81,0.62%,$624.24,2653.59%,"$1,592.12",6923.03%,AMX,NYSE:AMX
NYSE:ANF,21 Sep 2025,$118.40,3,,1,,$70.46,68.04%,,,,$72.76,3.26%,$130.54,85.27%,$189.45,168.87%,ANF,NYSE:ANF
NYSE:AON,29 Aug 2025,$347.01,2,,,,$337.73,2.75%,,,,$349.08,3.36%,$0.00,-100.00%,$0.00,-100.00%,AON,NYSE:AON
NASDAQ:APA,12 Aug 2025,$28.49,3,,7,,$23.83,19.53%,,,,$23.88,0.21%,$0.00,-100.00%,$0.00,-100.00%,APA,NASDAQ:APA
NYSE:APD,30 Aug 2025,$296.29,3,,8,,$254.91,16.23%,,,,$252.62,-0.90%,$0.00,-100.00%,$0.00,-100.00%,APD,NYSE:APD
NYSE:APH,16 Sep 2023,$81.57,2,,,,$133.82,-39.05%,,,,$134.97,0.86%,$194.12,45.06%,$207.28,54.90%,APH,NYSE:APH
NASDAQ:API,24 Aug 2025,$3.05,3,,,,$3.60,-15.42%,,,,$3.53,-1.94%,$0.00,-100.00%,$0.00,-100.00%,API,NASDAQ:API
NASDAQ:APOG,5 May 2025,$66.39,5,,2,,$39.12,69.71%,,,,$38.27,-2.17%,$100.68,157.37%,$124.10,217.23%,APOG,NASDAQ:APOG
NYSE:AQN,26 Aug 2025,$6.14,4,,8,,$5.76,6.66%,,,,$5.94,3.13%,$0.00,-100.00%,$0.00,-100.00%,AQN,NYSE:AQN
NYSE:AR,20 Aug 2025,$31.31,3,,,,$32.69,-4.23%,,,,$32.15,-1.65%,$0.00,-100.00%,$0.00,-100.00%,AR,NYSE:AR
NYSE:ARCO,29 Aug 2025,$10.31,3,,9,,$7.20,43.15%,,,,$7.20,0.00%,$0.00,-100.00%,$0.00,-100.00%,ARCO,NYSE:ARCO
NASDAQ:ARHS,7 Jul 2025,$13.03,3,,4,,$10.46,24.54%,,,,$10.48,0.19%,$0.00,-100.00%,$0.00,-100.00%,ARHS,NASDAQ:ARHS
NASDAQ:ARKO,26 Aug 2025,$6.50,3,,,,$4.48,45.19%,,,,$4.51,0.67%,$0.00,-100.00%,$0.00,-100.00%,ARKO,NASDAQ:ARKO
NASDAQ:AROW,2 Oct 2025,$52.81,3,$48.67,4,2.5,$27.56,76.60%,76.60%,$48.67,$52.81,$28.40,3.05%,$0.00,-100.00%,$0.00,-100.00%,AROW,NASDAQ:AROW
NYSE:ASB,10 Apr 2025,$23.54,5,,6,,$25.59,-8.01%,,,,$26.84,4.88%,$0.00,-100.00%,$0.00,-100.00%,ASB,NYSE:ASB
NYSE:ASH,14 May 2025,$83.18,3,,4,,$50.52,64.65%,,,,$50.23,-0.57%,$0.00,-100.00%,$0.00,-100.00%,ASH,NYSE:ASH
NASDAQ:ASML,30 Aug 2025,$871.20,3,,10,,"$1,033.10",-15.67%,,,,"$1,063.94",2.99%,"$1,064.67",3.06%,"$1,116.38",8.06%,ASML,NASDAQ:ASML
NYSE:ASR,10 Jul 2025,$344.93,4,,7,,$302.93,13.86%,,,,$305.03,0.69%,$656.02,116.56%,$786.73,159.71%,ASR,NYSE:ASR
NYSE:ATI,30 Aug 2025,$63.00,2,,7,,$89.25,-29.41%,,,,$89.25,0.00%,$0.00,-100.00%,$0.00,-100.00%,ATI,NYSE:ATI
NYSE:AU,20 Aug 2025,$29.75,2,,,,$68.57,-56.61%,,,,$71.48,4.24%,$0.00,-100.00%,$0.00,-100.00%,AU,NYSE:AU
NYSE:AUB,23 Oct 2025,$42.81,5,$41.00,9,4.75,$34.09,20.27%,20.27%,$41.00,$42.81,$35.37,3.75%,$0.00,-100.00%,$0.00,-100.00%,AUB,NYSE:AUB
NYSE:AVB,18 Sep 2025,$217.02,5,,7,,$189.43,14.56%,,,,$193.76,2.29%,$0.00,-100.00%,$0.00,-100.00%,AVB,NYSE:AVB
NASDAQ:AVT,30 Aug 2025,$60.84,5,,1,,$51.49,18.16%,,,,$51.96,0.91%,$0.00,-100.00%,$0.00,-100.00%,AVT,NASDAQ:AVT
NYSE:AVY,30 Aug 2025,$186.52,3,,1,,$181.59,2.71%,,,,$180.73,-0.47%,$234.50,29.14%,$278.35,53.28%,AVY,NYSE:AVY
NYSE:AX,21 Oct 2025,$78.18,3,$102.75,7,3.25,$80.40,-2.76%,-2.76%,$78.18,$102.75,$83.18,3.46%,$0.00,-100.00%,$0.00,-100.00%,AX,NYSE:AX
NYSE:B,24 Oct 2025,$29.72,2,,,2,$32.48,-8.50%,-8.50%,$29.72,$29.72,$34.54,6.34%,$0.00,-100.00%,$0.00,-100.00%,B,NYSE:B
NYSE:BA,9 Apr 2025,$179.31,5,,9,,$221.35,-18.99%,,,,$225.78,2.00%,$0.00,-100.00%,$0.00,-100.00%,BA,NYSE:BA
NYSE:BABA,20 Aug 2025,$133.65,4,,7,,$174.70,-23.50%,,,,$174.69,-0.01%,$0.00,-100.00%,$0.00,-100.00%,BABA,NYSE:BABA
NYSE:BAC,14 Aug 2025,$45.19,3,,6,,$52.57,-14.05%,,,,$52.16,-0.78%,$0.00,-100.00%,$0.00,-100.00%,BAC,NYSE:BAC
NYSE:BALL,20 Aug 2025,$67.98,3,,6,,$49.83,36.43%,,,,$49.44,-0.78%,$0.00,-100.00%,$0.00,-100.00%,BALL,NYSE:BALL
NYSE:BANC,21 Oct 2025,$19.54,4,$19.43,4,3,$16.98,14.43%,14.43%,$19.43,$19.54,$17.52,3.18%,$0.00,-100.00%,$0.00,-100.00%,BANC,NYSE:BANC
NASDAQ:BANF,21 Oct 2025,$109.96,3,$120.00,4,2.5,$112.77,-2.49%,-2.49%,$109.96,$120.00,$117.26,3.98%,$99.63,-11.65%,$109.57,-2.84%,BANF,NASDAQ:BANF
NASDAQ:BANR,21 Oct 2025,$63.31,3,$71.25,3,2.25,$63.19,0.19%,0.19%,$63.31,$71.25,$67.03,6.08%,$0.00,-100.00%,$0.00,-100.00%,BANR,NASDAQ:BANR
NYSE:BB,18 Aug 2025,$3.38,3,,6,,$4.78,-29.33%,,,,$4.94,3.35%,$4.25,-11.13%,$4.74,-0.94%,BB,NYSE:BB
NYSE:BBD,4 Sep 2025,$2.93,3,,6,,$3.35,-12.57%,,,,$3.48,3.88%,$0.00,-100.00%,$0.00,-100.00%,BBD,NYSE:BBD
NYSE:BBVA,9 Sep 2025,$17.20,3,,9,,$19.64,-12.40%,,,,$19.62,-0.10%,$0.00,-100.00%,$0.00,-100.00%,BBVA,NYSE:BBVA
NYSE:BBW,15 Aug 2025,$41.34,2,,8,,$55.54,-25.57%,,,,$55.69,0.27%,$58.60,5.51%,$79.24,42.68%,BBW,NYSE:BBW
NYSE:BBWI,21 Jul 2025,$48.96,3,,3,,$27.00,81.34%,,,,$27.14,0.52%,$97.04,259.41%,$82.61,205.94%,BBWI,NYSE:BBWI
NYSE:BBY,30 Aug 2025,$87.98,3,,5,,$83.26,5.67%,,,,$83.67,0.49%,$135.95,63.28%,$178.31,114.16%,BBY,NYSE:BBY
NASDAQ:BCAL,2 Oct 2025,$19.29,3,$18.67,5,2.75,$17.35,7.61%,7.61%,$18.67,$19.29,$17.78,2.48%,$0.00,-100.00%,$0.00,-100.00%,BCAL,NASDAQ:BCAL
NYSE:BCH,6 Oct 2025,$28.46,3,,,3,$33.65,-15.42%,-15.42%,$28.46,$28.46,$34.74,3.24%,$0.00,-100.00%,$0.00,-100.00%,BCH,NYSE:BCH
NYSE:BCS,19 Aug 2025,$17.24,2,,,,$20.68,-16.62%,,,,$21.14,2.22%,$13.29,-35.74%,$13.29,-35.74%,BCS,NYSE:BCS
NYSE:BCSF,30 Aug 2025,$16.51,3,,5,,$14.10,17.06%,,,,$14.07,-0.21%,$0.00,-100.00%,$0.00,-100.00%,BCSF,NYSE:BCSF
NASDAQ:BELFB,16 Jun 2025,$80.76,3,,,,$157.00,-48.56%,,,,$157.50,0.32%,$0.00,-100.00%,$0.00,-100.00%,BELFB,NASDAQ:BELFB
NYSE:BFAM,1 Sep 2025,$119.95,3,,8,,$100.89,18.89%,,,,$101.03,0.14%,$0.00,-100.00%,$0.00,-100.00%,BFAM,NYSE:BFAM
NASDAQ:BFC,21 Oct 2025,$117.45,3,$137.00,7,3.25,$131.40,-10.61%,-10.61%,$117.45,$137.00,$136.45,3.84%,$0.00,-100.00%,$0.00,-100.00%,BFC,NASDAQ:BFC
NASDAQ:BFIN,26 Aug 2025,$10.55,3,,,,$11.47,-8.06%,,,,,-100.00%,-$2.00,-117.44%,-$2.00,-117.44%,BFIN,NASDAQ:BFIN
NYSE:BFS,18 Sep 2025,$38.64,5,,3,,$31.10,24.25%,,,,$31.04,-0.19%,$0.00,-100.00%,$0.00,-100.00%,BFS,NYSE:BFS
NASDAQ:BFST,25 Oct 2025,$25.25,3,$30.00,2,2,$25.01,0.95%,0.95%,$25.25,$30.00,$26.30,5.16%,$0.00,-100.00%,$0.00,-100.00%,BFST,NASDAQ:BFST
NYSEAMERICAN:BHB,10 Oct 2025,$29.37,1,,,1,$30.98,-5.20%,-5.20%,$29.37,$29.37,$32.12,3.68%,$0.00,-100.00%,$0.00,-100.00%,BHB,NYSEAMERICAN:BHB
NASDAQ:BHRB,2 Oct 2025,$68.02,3,$71.67,7,3.25,$61.70,10.24%,10.24%,$68.02,$71.67,$64.41,4.39%,$0.00,-100.00%,$0.00,-100.00%,BHRB,NASDAQ:BHRB
NYSE:BIRK,30 Aug 2025,$55.22,4,,3,,$41.98,31.53%,,,,$44.12,5.10%,$0.00,-100.00%,$0.00,-100.00%,BIRK,NYSE:BIRK
NYSE:BJ,20 Aug 2025,$90.76,0,,1,,$91.77,-1.10%,,,,$96.02,4.63%,$101.38,10.47%,$141.12,53.78%,BJ,NYSE:BJ
NYSE:BKD,30 Aug 2025,$9.20,4,,6,,$8.83,4.20%,,,,$8.85,0.23%,$0.00,-100.00%,$0.00,-100.00%,BKD,NYSE:BKD
NASDAQ:BKR,21 Jul 2025,$40.95,3,,5,,$47.30,-13.42%,,,,$51.22,8.29%,$63.03,33.25%,$78.87,66.75%,BKR,NASDAQ:BKR
NYSE:BLD,30 Aug 2025,$467.93,3,,3,,$451.98,3.53%,,,,$454.20,0.49%,$0.00,-100.00%,$0.00,-100.00%,BLD,NYSE:BLD
NYSE:BLK,27 Aug 2025,"$1,027.97",2,,,,"$1,136.63",-9.56%,,,,"$1,143.21",0.58%,$0.00,-100.00%,$0.00,-100.00%,BLK,NYSE:BLK
NASDAQ:BLKB,2 Oct 2025,$75.49,3,$76.00,3,2.25,$65.18,15.82%,15.82%,$75.49,$76.00,$64.52,-1.01%,$0.00,-100.00%,$0.00,-100.00%,BLKB,NASDAQ:BLKB
NASDAQ:BLNK,27 Aug 2025,$1.43,3,,6,,$1.93,-25.80%,,,,$1.82,-5.70%,$0.00,-100.00%,$0.00,-100.00%,BLNK,NASDAQ:BLNK
NYSE:BMI,5 May 2025,$169.72,3,,6,,$187.29,-9.38%,,,,$185.37,-1.03%,$303.99,62.31%,$325.29,73.68%,BMI,NYSE:BMI
NASDAQ:BMRC,2 Oct 2025,$25.75,3,$27.00,4,2.5,$24.47,5.23%,5.23%,$25.75,$27.00,$25.02,2.25%,$0.00,-100.00%,$0.00,-100.00%,BMRC,NASDAQ:BMRC
NYSE:BN,26 Aug 2024,$55.96,2,,,,$46.19,21.16%,,,,$46.13,-0.13%,$0.00,-100.00%,$0.00,-100.00%,BN,NYSE:BN
NYSE:BNS,19 Aug 2025,$55.34,3,,,,$64.78,-14.58%,,,,$65.31,0.82%,-$560.53,-965.28%,-$550.56,-949.89%,BNS,NYSE:BNS
NYSE:BOH,2 Oct 2025,$69.24,3,$70.60,5,2.75,$63.90,8.36%,8.36%,$69.24,$70.60,$66.08,3.41%,$0.00,-100.00%,$0.00,-100.00%,BOH,NYSE:BOH
NASDAQ:BOKF,8 Oct 2025,$110.10,3,,,3,$106.28,3.59%,3.59%,$110.10,$110.10,$110.59,4.06%,$0.00,-100.00%,$0.00,-100.00%,BOKF,NASDAQ:BOKF
NASDAQ:BOOM,12 Aug 2025,$10.98,3,,6,,$8.42,30.38%,,,,$8.15,-3.21%,$0.00,-100.00%,$0.00,-100.00%,BOOM,NASDAQ:BOOM
NYSE:BOW,19 Sep 2025,$29.01,3,,,,$25.03,15.90%,,,,$25.23,0.80%,$0.00,-100.00%,$0.00,-100.00%,BOW,NYSE:BOW
NYSE:BP,18 Aug 2025,$39.40,4,,9,,$34.54,14.08%,,,,$36.06,4.40%,$0.00,-100.00%,$0.00,-100.00%,BP,NYSE:BP
NYSE:BRFS,15 Jul 2025,$3.91,3,,4,,#N/A,#N/A,,,,$3.10,#N/A,$0.00,#N/A,$0.00,#N/A,BRFS,NYSE:BRFS
NASDAQ:BRY,25 Aug 2025,$4.99,3,,5,,$3.39,47.29%,,,,$3.38,-0.29%,$0.00,-100.00%,$0.00,-100.00%,BRY,NASDAQ:BRY
