Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NYSE:AA,17 Aug 2025,$40.85,3,,,,$39.80,2.63%,,,,$38.73,-2.69%,$19.22,-51.72%,$53.85,35.31%,AA,NYSE:AA
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$12.88,-3.33%,,,,$12.50,-2.95%,$5.30,-58.86%,$15.58,20.99%,AAL,NASDAQ:AAL
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,,$105.92,-37.92%,,,,$106.82,0.85%,$0.00,-100.00%,$0.00,-100.00%,AAON,NASDAQ:AAON
NASDAQ:ABCB,12 Oct 2025,$69.25,3,$77.00,6,3,$74.56,-7.12%,-7.12%,$69.25,$77.00,,-100.00%,-$2.00,-102.68%,-$2.00,-102.68%,ABCB,NYSE:ABCB
NYSE:ABCB,24 Oct 2025,$71.01,3,,,3,$74.56,-4.76%,-4.76%,$71.01,$71.01,$76.93,3.18%,$0.00,-100.00%,$0.00,-100.00%,ABCB,NYSE:ABCB
NYSE:ABEV,26 Oct 2025,$2.79,5,$2.90,6,4,$2.22,25.68%,25.68%,$2.79,$2.90,$2.21,-0.45%,$0.00,-100.00%,$0.00,-100.00%,ABEV,NYSE:ABEV
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,,$44.62,25.01%,,,,$46.86,5.02%,$74.01,65.86%,$92.68,107.71%,ABM,NYSE:ABM
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$4.05,80.07%,,,,$4.03,-0.49%,$0.00,-100.00%,$0.00,-100.00%,ACCO,NYSE:ACCO
NYSE:ACEL,18 Sep 2025,$12.91,4,$15.00,7,,$10.19,26.66%,,,,$10.50,3.04%,$0.00,-100.00%,$0.00,-100.00%,ACEL,NYSE:ACEL
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,,$85.52,13.74%,,,,$86.99,1.72%,$0.00,-100.00%,$0.00,-100.00%,ACGL,NASDAQ:ACGL
