Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NYSE:AA,17 Aug 2025,$40.85,3,,,,$35.53,14.96%,,,,$34.25,-3.60%,$0.00,-100.00%,$0.00,-100.00%,AA,NYSE:AA
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$11.66,6.78%,,,,$11.60,-0.51%,$0.00,-100.00%,$0.00,-100.00%,AAL,NASDAQ:AAL
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,,$103.04,-36.19%,,,,$107.80,4.62%,$0.00,-100.00%,$0.00,-100.00%,AAON,NASDAQ:AAON
NYSE:ABEV,3 Oct 2025,$2.80,5,$2.90,7,4.25,$2.16,29.75%,29.75%,$2.80,$2.90,$2.16,0.00%,$0.00,-100.00%,$0.00,-100.00%,ABEV,NYSE:ABEV
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,,$45.61,22.30%,,,,$48.22,5.72%,$73.16,60.40%,$91.62,100.87%,ABM,NYSE:ABM
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$3.97,83.70%,,,,$4.00,0.76%,$0.00,-100.00%,$0.00,-100.00%,ACCO,NYSE:ACCO
NYSE:ACEL,18 Sep 2025,$12.91,4,$15.00,7,3.75,$10.50,22.92%,22.92%,$12.91,$15.00,$10.55,0.48%,$0.00,-100.00%,$0.00,-100.00%,ACEL,NYSE:ACEL
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,,$94.10,3.37%,,,,$96.07,2.09%,$0.00,-100.00%,$0.00,-100.00%,ACGL,NASDAQ:ACGL
NYSE:ACHR,7 Jul 2025,$8.74,3,,,,$12.48,-29.97%,,,,$13.99,12.10%,$0.00,-100.00%,$0.00,-100.00%,ACHR,NYSE:ACHR
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,,$251.23,5.12%,,,,$261.09,3.92%,$559.41,122.67%,$627.16,149.64%,ACN,NYSE:ACN
NYSE:ACVA,18 Sep 2025,$10.72,3,,,3,$9.30,15.29%,15.29%,$10.72,$10.72,$9.96,7.10%,$0.00,-100.00%,$0.00,-100.00%,ACVA,NYSE:ACVA
NYSE:ADC,19 Sep 2025,$79.26,4,$81.90,8,4,$70.46,12.49%,12.49%,$79.26,$81.90,$72.06,2.27%,$0.00,-100.00%,$0.00,-100.00%,ADC,NYSE:ADC
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.39,31.54%,,,,,-100.00%,-$2.00,-612.82%,-$2.00,-612.82%,ADIL,NASDAQ:ADIL
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,,$8.85,-14.24%,,,,$9.50,7.34%,$0.00,-100.00%,$0.00,-100.00%,ADTN,NASDAQ:ADTN
NASDAQ:AEP,18 Sep 2025,$104.71,2,,,2,$118.16,-11.38%,-11.38%,$104.71,$104.71,$117.95,-0.18%,$0.00,-100.00%,$0.00,-100.00%,AEP,NASDAQ:AEP
NYSE:AES,11 Jul 2025,$13.47,3,,,,$14.40,-6.49%,,,,$14.31,-0.62%,$0.00,-100.00%,$0.00,-100.00%,AES,NYSE:AES
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$15.10,17.88%,,,,$14.86,-1.59%,$0.00,-100.00%,$0.00,-100.00%,AFYA,NASDAQ:AFYA
NYSE:AG,12 Aug 2025,$7.66,3,,,,$12.69,-39.68%,,,,$12.67,-0.16%,$0.00,-100.00%,$0.00,-100.00%,AG,NYSE:AG
