Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NYSE:AA,17 Aug 2025,$40.85,3,,,,$34.66,17.85%,,,,$34.16,-1.44%,$0.00,-100.00%,$0.00,-100.00%,AA,NYSE:AA
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$11.83,5.25%,,,,$11.46,-3.13%,$0.00,-100.00%,$0.00,-100.00%,AAL,NASDAQ:AAL
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,,$105.03,-37.40%,,,,$106.45,1.35%,$0.00,-100.00%,$0.00,-100.00%,AAON,NASDAQ:AAON
NYSE:ABEV,3 Oct 2025,$2.80,5,$2.90,7,4.25,$2.17,29.16%,29.16%,$2.80,$2.90,$2.19,0.92%,$0.00,-100.00%,$0.00,-100.00%,ABEV,NYSE:ABEV
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,,$46.34,20.37%,,,,$48.34,4.32%,$74.12,59.95%,$92.58,99.78%,ABM,NYSE:ABM
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$4.06,79.63%,,,,$4.09,0.74%,$0.00,-100.00%,$0.00,-100.00%,ACCO,NYSE:ACCO
NYSE:ACEL,18 Sep 2025,$12.91,4,$15.00,7,3.75,$10.87,18.74%,18.74%,$12.91,$15.00,$11.42,5.06%,$0.00,-100.00%,$0.00,-100.00%,ACEL,NYSE:ACEL
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,,$92.46,5.21%,,,,$93.91,1.57%,$0.00,-100.00%,$0.00,-100.00%,ACGL,NASDAQ:ACGL
NYSE:ACHR,7 Jul 2025,$8.74,3,,,,$12.89,-32.20%,,,,$14.11,9.46%,$0.00,-100.00%,$0.00,-100.00%,ACHR,NYSE:ACHR
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,,$248.93,6.09%,,,,$256.90,3.20%,$553.43,122.32%,$621.18,149.54%,ACN,NYSE:ACN
NYSE:ACVA,18 Sep 2025,$10.72,3,,,3,$9.56,12.15%,12.15%,$10.72,$10.72,$10.45,9.31%,$0.00,-100.00%,$0.00,-100.00%,ACVA,NYSE:ACVA
