Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol
NYSE:SONY,11 Aug 2025,$26.73,3,$28.33,10,4,$27.57,-3.03%,-3.03%,$26.73,$28.33,$27.86,1.05%,$33.89,22.94%,$20.96,-23.97%,SONY
NASDAQ:SOUN,28 Jul 2025,$8.77,2,,,,$14.26,-38.50%,,,,$14.90,4.49%,$13.68,-4.09%,$13.78,-3.40%,SOUN
NYSE:SPOT,19 May 2025,$495.00,2,$659.00,7,,$707.19,-30.00%,,,,$698.52,-1.23%,$865.94,22.45%,$873.43,23.51%,SPOT
NYSE:SPXC,16 May 2025,$153.79,3,$180.00,7,,$187.81,-18.11%,,,,$193.19,2.86%,$183.65,-2.22%,$207.77,10.63%,SPXC
NASDAQ:SSB,23 Aug 2025,$82.14,2,,,2,#N/A,#N/A,#N/A,#N/A,#N/A,$103.77,#N/A,-$370.40,#N/A,-$344.28,#N/A,SSB
NASDAQ:SSRM,19 Aug 2025,$11.31,2,,,2,$21.10,-46.40%,-46.40%,$11.31,$11.31,$21.58,2.27%,$32.49,54.00%,$34.19,62.02%,SSRM
NYSE:STAG,19 Aug 2025,$40.11,5,$38.25,9,4.75,$36.96,3.49%,3.49%,$38.25,$40.11,$38.25,3.49%,$58.25,57.61%,$85.86,132.29%,STAG
NYSE:STC,6 Jan 2025,$58.82,3,$83.00,2,,$73.55,-20.03%,,,,$76.88,4.53%,$80.21,9.05%,$102.40,39.23%,STC
NASDAQ:STKL,24 Aug 2025,$6.28,3,$10.00,3,2.25,$6.59,-4.76%,-4.76%,$6.28,$10.00,$6.78,2.88%,$8.45,28.26%,$3.04,-53.91%,STKL
NYSE:STLA,14 Aug 2025,$15.60,3,$10.43,1,1.75,$9.08,14.87%,14.87%,$10.43,$15.60,$9.73,7.16%,$0.00,-100.00%,$0.00,-100.00%,STLA
NASDAQ:STLD,20 Aug 2024,$128.16,3,,,,$134.63,-4.81%,,,,$133.35,-0.95%,$118.98,-11.63%,$154.63,14.86%,STLD
NYSE:STN,23 Aug 2024,$76.85,2,,,,$108.05,-28.87%,,,,$111.66,3.34%,$138.47,28.16%,$175.20,62.15%,STN
NYSE:STR,20 Aug 2025,$25.59,5,$23.50,6,4,#N/A,#N/A,#N/A,#N/A,#N/A,$0.00,#N/A,$32.58,#N/A,$74.92,#N/A,STR
NASDAQ:STRL,12 Jun 2025,$186.70,3,,,,$285.98,-34.72%,,,,$271.56,-5.04%,$442.99,54.90%,$484.06,69.26%,STRL
NYSE:STT,10 Apr 2025,$89.48,4,$106.43,4,,$112.95,-20.78%,,,,$112.79,-0.14%,-$724.07,-741.06%,-$691.77,-712.45%,STT
NYSE:STVN,16 Jun 2025,$26.55,3,$25.67,4,,$24.15,6.29%,,,,$23.54,-2.53%,$14.65,-39.34%,$0.98,-95.95%,STVN
NYSE:SU,20 Aug 2025,$42.59,4,$44.75,10,4.5,$39.97,6.54%,6.54%,$42.59,$44.75,$41.09,2.80%,$49.42,23.64%,$93.19,133.16%,SU
NYSEAMERICAN:SVM,20 Aug 2025,,0,,1,0.5,$4.92,-100.00%,-100.00%,,$0.00,$4.93,0.20%,$9.43,91.73%,$12.65,157.19%,SVM
NYSE:SW,22 Aug 2025,$50.29,5,$54.66,8,4.5,$46.91,7.21%,7.21%,$50.29,$54.66,$48.04,2.41%,$0.00,-100.00%,$0.00,-100.00%,SW
NASDAQ:SWIN,23 Aug 2025,$4.61,3,,,3,$2.72,69.34%,69.34%,$4.61,$4.61,$2.86,5.15%,$0.00,-100.00%,$0.00,-100.00%,SWIN
NYSE:SXI,10 Sep 2024,$158.19,3,,,,$209.12,-24.35%,,,,$205.41,-1.77%,$224.63,7.42%,$256.82,22.81%,SXI
NYSE:SYY,23 Aug 2024,$74.21,3,,,,$82.45,-9.99%,,,,$84.59,2.60%,$172.01,108.63%,$212.88,158.19%,SYY
NYSE:TAK,10 Apr 2025,$15.95,5,,7,,$15.40,3.54%,,,,$15.56,1.04%,$12.62,-18.05%,$28.91,87.75%,TAK
NYSE:TAL,20 Aug 2025,$11.69,3,$12.31,4,2.5,$10.14,15.28%,15.28%,$11.69,$12.31,$10.89,7.40%,$0.00,-100.00%,$0.00,-100.00%,TAL
NYSE:TBBB,13 Jun 2025,$23.99,3,,,,$26.11,-8.12%,,,,$27.08,3.72%,$86.08,229.66%,$40.22,54.05%,TBBB
NASDAQ:TBBK,4 Apr 2025,$50.25,3,$69.00,5,,$75.80,-33.71%,,,,$79.35,4.68%,$29.52,-61.05%,$31.24,-58.79%,TBBK
NYSE:TD,19 Aug 2025,$67.13,3,$73.85,7,3.25,$74.46,-9.85%,-9.85%,$67.13,$73.85,$76.76,3.09%,-$205.60,-376.13%,-$190.35,-355.65%,TD
NYSE:TDG,20 Sep 2024,"$1,185.75",2,"$1,509.83",4,,"$1,271.04",-6.71%,,,,"$1,328.92",4.55%,"$1,528.92",20.29%,"$1,642.79",29.25%,TDG
NYSE:TDOC,22 Aug 2025,$12.69,3,$9.06,7,3.25,$7.82,15.86%,15.86%,$9.06,$12.69,$8.23,5.24%,$21.31,172.50%,$41.48,430.48%,TDOC
NYSE:TEO,29 Aug 2025,$11.35,4,$9.57,2,2.5,$8.52,12.32%,12.32%,$9.57,$11.35,$9.03,5.99%,$21.14,148.18%,$39.57,364.40%,TEO
NYSE:TFC,18 Aug 2025,$43.76,3,$48.46,7,3.25,$46.52,-5.93%,-5.93%,$43.76,$48.46,$48.33,3.89%,-$248.30,-633.75%,-$239.28,-614.35%,TFC
NYSE:TFPM,16 Aug 2025,$20.81,1,,,1,$28.33,-26.54%,-26.54%,$20.81,$20.81,$29.21,3.11%,$51.51,81.82%,$58.57,106.73%,TFPM
NYSE:TGI,10 Nov 2023,$16.21,3,,,,#N/A,#N/A,,,,$24.48,#N/A,$0.00,#N/A,$0.00,#N/A,TGI
NYSE:TGLS,23 Aug 2025,$69.51,3,,1,1.75,$72.74,-4.44%,-4.44%,$69.51,$69.51,$75.23,3.42%,$98.17,34.97%,$75.42,3.69%,TGLS
NYSE:TGS,10 Jul 2025,$26.49,3,$39.00,9,,$26.44,0.19%,,,,$27.77,5.03%,$46.08,74.26%,$86.10,225.62%,TGS
NYSE:THO,29 Jul 2024,$143.00,5,,,,$112.33,27.30%,,,,$116.95,4.11%,$0.00,-100.00%,$0.00,-100.00%,THO
NASDAQ:TIGR,20 Aug 2025,$9.89,3,$11.88,7,3.25,$12.29,-19.57%,-19.57%,$9.89,$11.88,$13.73,11.72%,$27.96,127.47%,$28.52,132.05%,TIGR
NASDAQ:TILE,13 Feb 2025,$17.99,3,$30.00,7,,$28.18,-36.18%,,,,$28.11,-0.25%,$46.83,66.18%,$60.65,115.24%,TILE
NYSE:TJX,18 Aug 2025,$107.88,1,$144.77,9,2.75,$139.26,-22.53%,-22.53%,$107.88,$144.77,$145.09,4.19%,$205.91,47.86%,$225.42,61.87%,TJX
NYSE:TKR,25 Aug 2025,$93.18,5,$85.50,8,4.5,$77.78,9.93%,9.93%,$85.50,$93.18,$78.24,0.59%,$80.47,3.46%,$113.17,45.50%,TKR
NASDAQ:TLRY,14 Aug 2025,$1.31,3,,,3,$1.19,9.83%,9.83%,$1.31,$1.31,$1.24,4.20%,$0.00,-100.00%,$0.00,-100.00%,TLRY
NASDAQ:TMC,18 Aug 2025,$4.39,3,,,3,$5.12,-14.30%,-14.30%,$4.39,$4.39,$5.29,3.32%,$4.85,-5.28%,$4.85,-5.23%,TMC
NYSE:TME,12 Aug 2025,$23.93,3,$19.85,8,3.5,$24.49,-18.95%,-18.95%,$19.85,$23.93,$24.84,1.43%,$46.62,90.37%,$47.65,94.57%,TME
NASDAQ:TOI,15 Aug 2025,$3.94,3,$6.25,8,3.5,$3.30,19.36%,19.36%,$3.94,$6.25,$3.48,5.45%,$1.29,-60.87%,$2.23,-32.47%,TOI
NYSE:TOL,14 May 2025,$143.86,5,$139.08,8,,$147.37,-5.63%,,,,$145.78,-1.08%,$345.43,134.39%,$361.91,145.58%,TOL
NYSE:TPB,15 Aug 2025,$77.53,2,,,2,$100.90,-23.16%,-23.16%,$77.53,$77.53,$104.83,3.89%,$110.70,9.71%,$115.53,14.50%,TPB
NYSE:TPC,8 Oct 2024,$26.73,0,,,,$62.63,-57.32%,,,,$60.19,-3.90%,$295.04,371.08%,$312.61,399.13%,TPC
NYSE:TPL,9 Apr 2025,$774.67,2,,9,,$889.19,-12.88%,,,,$900.16,1.23%,"$1,268.84",42.70%,"$1,341.80",50.90%,TPL
NYSE:TPR,26 Aug 2025,$73.71,2,,,2,$104.18,-29.25%,-29.25%,$73.71,$73.71,$107.81,3.48%,$157.73,51.40%,$169.37,62.58%,TPR
NASDAQ:TREE,11 Aug 2025,$78.94,3,$63.86,8,3.5,$71.81,-11.07%,-11.07%,$63.86,$78.94,$70.96,-1.18%,$120.71,68.10%,$143.96,100.47%,TREE
NYSE:TREX,9 Apr 2024,$83.55,2,,,,$64.60,29.34%,,,,$67.12,3.90%,$117.61,82.06%,$123.38,90.99%,TREX
NASDAQ:TRI,26 Aug 2025,$160.83,2,,,2,$174.64,-7.91%,-7.91%,$160.83,$160.83,$186.47,6.77%,$256.60,46.93%,$293.17,67.87%,TRI
NYSE:TRN,23 Aug 2025,$33.90,4,$29.00,3,2.75,$28.57,1.51%,1.51%,$29.00,$33.90,$29.38,2.84%,-$18.10,-163.35%,-$50.56,-276.97%,TRN
NASDAQ:TSCO,26 July 2024,$221.61,1,,,,$60.52,266.18%,,,,$61.91,2.30%,$89.89,48.53%,$100.60,66.22%,TSCO
NASDAQ:TSLA,11 Jan 2025,$227.23,2,$322.56,8,,$350.84,-35.23%,,,,$348.46,-0.68%,$345.07,-1.65%,$362.59,3.35%,TSLA
NYSE:TSN,9 May 2025,$71.67,5,$64.00,7,,$56.20,13.88%,,,,$57.54,2.38%,$64.28,14.37%,$111.76,98.86%,TSN
NYSE:TT,23 Aug 2025,$306.20,1,,,1,$413.83,-26.01%,-26.01%,$306.20,$306.20,$430.73,4.08%,$613.71,48.30%,$673.05,62.64%,TT
NYSE:TTC,3 Apr 2024,$80.79,2,,,,$81.64,-1.05%,,,,$83.90,2.77%,$133.85,63.95%,$147.07,80.15%,TTC
NYSE:TTE,2 Sep 2025,$72.82,5,$67.49,7,4.25,#N/A,#N/A,#N/A,#N/A,#N/A,$62.89,#N/A,$30.59,#N/A,$97.02,#N/A,TTE
NASDAQ:TTWO,23 Aug 2025,$180.50,1,,,1,$239.68,-24.69%,-24.69%,$180.50,$180.50,$249.09,3.93%,$244.89,2.17%,$284.29,18.61%,TTWO
NYSE:TUYA,19 Aug 2025,$2.34,3,,,3,$2.52,-7.02%,-7.02%,$2.34,$2.34,$2.70,7.14%,$5.33,111.67%,$5.41,114.88%,TUYA
NYSE:TV,5 Sep 2025,$3.75,5,$4.70,5,3.75,$2.93,28.05%,28.05%,$3.75,$4.70,$2.85,-2.73%,$14.41,391.83%,$35.62,1115.75%,TV
NYSE:TWI,20 Sep 2024,$12.61,3,,,,$8.79,43.42%,,,,$9.28,5.57%,$17.95,104.24%,$31.48,258.14%,TWI
NYSE:TYL,24 Aug 2025,$541.31,3,$682.54,7,3.25,$559.96,-3.33%,-3.33%,$541.31,$682.54,$579.49,3.49%,$694.63,24.05%,$756.93,35.18%,TYL
NYSEAMERICAN:UAMY,3 Jul 2025,,1,$4.94,7,,$4.51,9.53%,,,,$4.32,-4.21%,$4.50,-0.26%,$4.62,2.41%,UAMY
NYSE:UBER,14 Aug 2025,$89.29,3,,,3,$90.99,-1.87%,-1.87%,$89.29,$89.29,$95.31,4.75%,$137.32,50.92%,$142.13,56.20%,UBER
NYSE:UBS,19 Aug 2025,$37.97,3,,,3,$40.36,-5.92%,-5.92%,$37.97,$37.97,$41.86,3.72%,"$1,410.99",3396.01%,"$1,422.37",3424.20%,UBS
NASDAQ:UBSI,3 Sep 2025,$37.72,3,$40.00,6,3,$38.27,-1.44%,-1.44%,$37.72,$40.00,$38.60,0.86%,-$95.43,-349.36%,-$95.22,-348.80%,UBSI
NASDAQ:UDMY,20 Aug 2025,$10.79,4,$10.00,5,3.25,$6.68,49.70%,49.70%,$10.00,$10.79,$7.07,5.84%,$14.06,110.54%,$15.98,139.20%,UDMY
NYSE:UDR,26 Aug 2025,$45.05,5,$45.05,7,4.25,$39.09,15.25%,15.25%,$45.05,$45.05,$40.71,4.14%,$39.92,2.13%,$61.05,56.18%,UDR
NASDAQ:UFPI,31 Jan 2025,$119.95,3,$155.00,3,,$103.79,15.57%,,,,$103.68,-0.11%,$213.51,105.71%,$240.49,131.71%,UFPI
NYSE:UGP,20 Aug 2025,$4.45,3,$4.00,5,2.75,$3.90,2.56%,2.56%,$4.00,$4.45,$3.86,-1.03%,$5.35,37.28%,$10.05,157.58%,UGP
NYSE:ULS,19 Aug 2025,$55.15,1,,,1,$63.85,-13.62%,-13.62%,$55.15,$55.15,$66.31,3.85%,$124.87,95.56%,$163.73,156.43%,ULS
NASDAQ:UMBF,9 Apr 2025,$109.79,4,$128.29,6,,$124.47,-11.80%,,,,$124.01,-0.37%,-$339.83,-373.02%,-$306.59,-346.32%,UMBF
NYSE:UNM,17 Feb 2025,$69.73,2,$100.00,7,,$73.76,-5.47%,,,,$72.78,-1.33%,-$87.20,-218.22%,-$74.53,-201.04%,UNM
NYSE:UNP,21 May 2024,$230.08,3,,,,$220.31,4.43%,,,,$231.20,4.94%,$232.98,5.75%,$276.15,25.34%,UNP
NASDAQ:URBN,24 Jan 2024,$42.18,4,,,,$70.77,-40.39%,,,,$72.87,2.97%,$177.30,150.54%,$202.39,185.99%,URBN
NYSE:URI,9 Apr 2025,$683.12,5,$774.77,6,,$975.23,-29.95%,,,,$965.91,-0.96%,"$1,086.74",11.43%,"$1,311.12",34.44%,URI
NASDAQ:UROY,18 Aug 2025,$3.73,4,$3.44,6,3.5,$3.27,5.20%,5.20%,$3.44,$3.73,$3.33,1.83%,$0.00,-100.00%,$0.00,-100.00%,UROY
NYSE:USB,18 Aug 2025,$46.85,3,$53.64,4,2.5,$48.80,-4.00%,-4.00%,$46.85,$53.64,$48.78,-0.04%,-$262.80,-638.53%,-$256.81,-626.26%,USB
NYSE:UWMC,4 Oct 2024,$7.90,3,,,,$6.31,25.12%,,,,$6.11,-3.17%,$103.27,1536.57%,$105.62,1573.84%,UWMC
NYSE:V,7 Sep 2025,$315.05,2,$397.95,10,3.5,$343.22,-8.21%,-8.21%,$315.05,$397.95,$362.69,5.67%,$576.93,68.09%,$590.03,71.91%,V
NYSE:VAL,25 Jul 2023,$82.42,3,,,,$51.11,61.25%,,,,$49.46,-3.23%,$70.12,37.19%,$104.88,105.20%,VAL
NYSE:VALE,14 Aug 2025,$13.80,3,$12.06,8,3.5,$10.40,15.96%,15.96%,$12.06,$13.80,$10.74,3.27%,$6.05,-41.83%,$12.49,20.06%,VALE
NASDAQ:VBNK,24 Aug 2025,$12.54,3,$12.24,3,2.25,$12.10,1.16%,1.16%,$12.24,$12.54,$12.41,2.56%,$171.34,1316.00%,$172.48,1325.47%,VBNK
NYSE:VFC,26 Aug 2025,$31.37,5,$14.25,6,4,$15.00,-5.00%,-5.00%,$14.25,$31.37,$15.67,4.47%,$44.68,197.87%,$45.26,201.70%,VFC
NYSE:VICI,18 Aug 2025,$37.27,5,$36.29,7,4.25,$33.60,8.01%,8.01%,$36.29,$37.27,$34.55,2.83%,$58.49,74.07%,$58.45,73.96%,VICI
NASDAQ:VIRT,27 Aug 2025,$35.92,2,,,2,#N/A,#N/A,#N/A,#N/A,#N/A,$41.70,#N/A,$11.00,#N/A,$12.34,#N/A,VIRT
NYSE:VIST,13 Jun 2025,$50.56,3,$70.00,6,,$38.08,32.76%,,,,$40.02,5.09%,$12.77,-66.47%,$59.15,55.33%,VIST
NYSE:VIV,17 Feb 2025,$11.28,3,$11.80,5,,$12.47,-9.56%,,,,$12.53,0.48%,$254.12,1937.81%,$545.25,4272.48%,VIV
NYSE:VLO,23 Aug 2024,$144.47,3,,,,$156.77,-7.84%,,,,$154.31,-1.57%,$190.98,21.82%,$293.93,87.49%,VLO
NYSE:VLRS,22 Aug 2025,$7.94,3,$7.67,4,2.5,$6.15,24.72%,24.72%,$7.67,$7.94,$6.47,5.20%,$41.39,572.96%,$44.19,618.46%,VLRS
NASDAQ:VLY,18 Aug 2025,$9.01,3,$10.75,6,3,$10.73,-16.00%,-16.00%,$9.01,$10.75,$10.70,-0.28%,-$75.78,-806.26%,-$74.43,-793.64%,VLY
NYSE:VNT,2 May 2025,$41.37,5,$40.50,6,,$43.45,-6.79%,,,,$44.74,2.97%,$48.50,11.63%,$57.39,32.08%,VNT
NASDAQ:VRDN,19 May 2025,$24.97,4,$37.70,3,,$18.72,33.39%,,,,$18.56,-0.85%,$12.77,-31.77%,$12.66,-32.35%,VRDN
NASDAQ:VRNA,10 Jul 2025,$64.00,1,$116.00,9,,$106.31,-39.80%,,,,$108.08,1.66%,$127.96,20.36%,$128.21,20.60%,VRNA
NYSE:VSCO,12 Jun 2025,$36.51,5,$22.56,8,,$26.25,-14.06%,,,,$27.30,4.00%,$0.00,-100.00%,$0.00,-100.00%,VSCO
NYSE:VTMX,15 Jun 2025,$34.66,3,$21.00,5,,$28.22,-25.58%,,,,$28.18,-0.14%,$41.35,46.54%,$41.46,46.91%,VTMX
NYSE:VVX,11 Aug 2025,$66.16,5,$61.22,3,3.25,$56.68,8.01%,8.01%,$61.22,$66.16,$58.44,3.11%,$59.00,4.09%,$165.65,192.26%,VVX
NYSEAMERICAN:VZLA,14 Aug 2025,,,$4.07,8,4,$3.72,9.41%,9.41%,$4.07,$4.07,$3.73,0.27%,$0.00,-100.00%,$0.00,-100.00%,VZLA
NYSE:WAB,23 Aug 2025,$179.00,2,,,2,$193.18,-7.34%,-7.34%,$179.00,$179.00,$200.16,3.61%,$224.70,16.32%,$269.60,39.56%,WAB
NASDAQ:WBA,10 Jul 2025,$12.18,3,$11.45,7,,#N/A,#N/A,,,,$12.14,#N/A,$0.00,#N/A,$0.00,#N/A,WBA
NYSE:WBS,3 Jun 2025,$57.34,4,$61.73,6,,$62.01,-7.54%,,,,$64.77,4.45%,-$243.58,-492.80%,-$235.67,-480.06%,WBS
NASDAQ:WDC,23 Aug 2024,$68.21,3,,,,$92.04,-25.89%,,,,$95.20,3.43%,$191.59,108.15%,$211.58,129.88%,WDC
NYSE:WDS,2 May 2025,$21.39,5,$26.80,4,,$16.65,28.46%,,,,$17.03,2.28%,$0.00,-100.00%,$0.00,-100.00%,WDS
NYSE:WFC,14 Aug 2025,$71.42,3,$87.67,6,3,$78.96,-9.55%,-9.55%,$71.42,$87.67,$83.84,6.18%,-$228.73,-389.68%,-$212.37,-368.96%,WFC
NYSE:WFG,15 Aug 2025,$82.42,4,$89.94,5,3.25,$75.05,9.82%,9.82%,$82.42,$89.94,$76.86,2.41%,$191.92,155.72%,$288.80,284.81%,WFG
NASDAQ:WFRD,26 Aug 2025,$72.50,3,,,3,$62.50,16.00%,16.00%,$72.50,$72.50,$64.75,3.60%,$89.66,43.46%,$140.54,124.87%,WFRD
NYSE:WGO,13 Sep 2024,$83.32,5,,,,$36.79,126.46%,,,,$38.89,5.71%,$0.00,-100.00%,$0.00,-100.00%,WGO
NYSE:WK,26 Aug 2025,$86.14,4,$95.50,9,4.25,$79.93,7.77%,7.77%,$86.14,$95.50,$82.94,3.77%,$90.38,13.08%,$92.67,15.93%,WK
NASDAQ:WKHS,12 Dec 2024,$1.13,,,4,,$1.26,-10.32%,,,,,-100.00%,-$2.00,-258.73%,-$2.00,-258.73%,WKHS
NYSE:WMS,5 May 2025,$162.55,3,$140.71,7,,$148.41,-5.19%,,,,$151.45,2.05%,$197.96,33.39%,$222.20,49.72%,WMS
NYSE:WOR,16 Dec 2024,$43.00,4,,4,,$65.07,-33.92%,,,,$67.55,3.81%,$0.00,-100.00%,$0.00,-100.00%,WOR
