date,symbol,amount
2025-11-12,NYSE:SEM,0.0625
2026-03-02,NYSE:SEM,0.0625
2025-11-07,NASDAQ:WSFS,0.17
2026-02-13,NASDAQ:WSFS,0.17
2025-11-05,NASDAQ:AMAL,0.14
2026-02-03,NASDAQ:AMAL,0.17
2025-11-28,NASDAQ:CCNE,0.18
2026-02-27,NASDAQ:CCNE,0.19
2025-12-15,NASDAQ:FISI,0.31
2026-03-13,NASDAQ:FISI,0.32
2025-11-05,NASDAQ:ORRF,0.27
2026-02-10,NASDAQ:ORRF,0.3
2025-11-28,NASDAQ:PFIS,0.6175
2025-10-03,NASDAQ:NECB,0.2
2026-01-05,NASDAQ:NECB,0.2
2025-12-05,NASDAQ:MBWM,0.38
2026-03-06,NASDAQ:MBWM,0.39
2025-09-30,NASDAQ:BANF,0.49
2025-12-31,NASDAQ:BANF,0.49
2025-11-05,NASDAQ:NBBK,0.07
2026-02-05,NASDAQ:NBBK,0.07
2025-12-15,NASDAQ:SYBT,0.32
2025-09-29,NASDAQ:INDB,0.59
2025-12-29,NASDAQ:INDB,0.59
2025-11-14,NASDAQ:FMBH,0.25
2026-02-12,NASDAQ:FMBH,0.25
2025-11-14,NASDAQ:MSBI,0.32
2026-02-13,NASDAQ:MSBI,0.32
2025-11-14,NASDAQ:BFST,0.15
2026-02-13,NASDAQ:BFST,0.15
2025-10-01,NASDAQ:FULT,0.18
2025-12-31,NASDAQ:FULT,0.19
2025-11-14,NASDAQ:FCBC,0.31
2026-01-02,NASDAQ:FCBC,1
2026-02-13,NASDAQ:FCBC,0.31
2025-11-03,NASDAQ:HBCP,0.31
2026-02-09,NASDAQ:HBCP,0.31
2025-12-05,NASDAQ:FFIC,0.22
2026-03-13,NASDAQ:FFIC,0.22
