Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NYSE:AA,17 Aug 2025,$40.85,3,,,,$31.60,29.26%,,,,$33.18,5.00%,$52.14,65.00%,$79.98,153.11%,AA,NYSE:AA
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$11.64,6.97%,,,,$12.64,8.59%,-$56.17,-582.56%,-$51.46,-542.07%,AAL,NASDAQ:AAL
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,,$88.10,-25.37%,,,,$97.34,10.49%,$104.68,18.82%,$112.98,28.24%,AAON,NASDAQ:AAON
NYSE:ABEV,26 Aug 2025,$2.63,5,$2.50,7,,$2.29,9.17%,,,,$2.36,3.06%,$3.20,39.82%,$4.03,75.97%,ABEV,NYSE:ABEV
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,3.5,$45.26,23.24%,23.24%,$55.78,$58.40,$47.44,4.82%,$72.87,61.01%,$91.35,101.83%,ABM,NYSE:ABM
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$4.06,79.63%,,,,$4.17,2.71%,$10.91,168.62%,$19.39,377.63%,ACCO,NYSE:ACCO
NYSE:ACEL,18 Sep 2025,$12.91,4,$15.00,7,3.75,$11.19,15.34%,15.34%,$12.91,$15.00,$11.75,5.00%,$11.73,4.81%,$13.28,18.71%,ACEL,NYSE:ACEL
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,3.25,$90.93,6.98%,6.98%,$97.27,$108.00,$92.75,2.00%,$169.69,86.61%,$178.79,96.63%,ACGL,NASDAQ:ACGL
NYSE:ACHR,7 Jul 2025,$8.74,3,,,,$9.26,-5.62%,,,,$10.37,11.99%,$10.53,13.69%,$10.57,14.10%,ACHR,NYSE:ACHR
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,4.25,$235.81,11.99%,11.99%,$264.08,$333.45,$251.71,6.74%,$0.00,-100.00%,$0.00,-100.00%,ACN,NYSE:ACN
NYSE:ACVA,18 Sep 2025,$10.72,3,,,3,$9.93,7.98%,7.98%,$10.72,$10.72,$10.66,7.35%,$9.20,-7.39%,$11.55,16.34%,ACVA,NYSE:ACVA
NYSE:ADC,19 Sep 2025,$79.26,4,$81.90,8,4,$70.96,11.70%,11.70%,$79.26,$81.90,$74.43,4.89%,$63.96,-9.87%,$107.18,51.04%,ADC,NYSE:ADC
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.34,50.88%,,,,,-100.00%,-$2.00,-688.24%,-$2.00,-688.24%,ADIL,NASDAQ:ADIL
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,,$9.39,-19.17%,,,,$9.72,3.51%,$19.25,105.02%,$39.59,321.63%,ADTN,NASDAQ:ADTN
NASDAQ:AEP,18 Sep 2025,$104.71,2,,,2,$109.64,-4.50%,-4.50%,$104.71,$104.71,$113.25,3.29%,-$25.35,-123.12%,$43.38,-60.44%,AEP,NASDAQ:AEP
NYSE:AES,11 Jul 2025,$13.47,3,,,,$13.19,2.08%,,,,$13.77,4.40%,-$55.92,-523.96%,-$51.61,-491.26%,AES,NYSE:AES
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$16.31,9.14%,,,,$16.61,1.84%,$55.40,239.70%,$81.71,401.01%,AFYA,NASDAQ:AFYA
NYSE:AG,12 Aug 2025,$7.66,3,,,,$11.56,-33.78%,,,,$12.96,12.11%,$13.65,18.08%,$21.11,82.57%,AG,NYSE:AG
NYSE:AGI,19 Aug 2025,$18.00,1,,,,$33.61,-46.46%,,,,$35.76,6.40%,$42.35,25.99%,$51.42,52.99%,AGI,NYSE:AGI
NYSE:AGM,26 Aug 2025,$230.34,3,,,,$178.26,29.21%,,,,$188.01,5.47%,"-$1,722.67",-1066.38%,"-$1,382.96",-875.81%,AGM,NYSE:AGM
