Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NYSE:AA,17 Aug 2025,$40.85,3,,,,$31.65,29.06%,,,,$33.98,7.36%,$52.22,65.00%,$79.98,152.69%,AA,NYSE:AA
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$12.09,2.99%,,,,$12.88,6.53%,-$56.07,-563.81%,-$51.36,-524.84%,AAL,NASDAQ:AAL
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,1,$91.90,-28.45%,-28.45%,$65.75,$65.75,$97.83,6.45%,$107.81,17.32%,$116.06,26.29%,AAON,NASDAQ:AAON
NYSE:ABEV,26 Aug 2025,$2.63,5,$2.50,7,,$2.31,8.23%,,,,$2.29,-0.87%,$3.24,40.22%,$4.06,75.95%,ABEV,NYSE:ABEV
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,3.5,$45.18,23.46%,23.46%,$55.78,$58.40,$48.08,6.42%,$72.67,60.85%,$91.10,101.63%,ABM,NYSE:ABM
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$4.09,78.31%,,,,$4.02,-1.71%,$10.85,165.23%,$19.31,372.11%,ACCO,NYSE:ACCO
NYSE:ACEL,18 Sep 2025,$12.91,4,$15.00,7,3.75,$11.30,14.22%,14.22%,$12.91,$15.00,$11.66,3.19%,$11.70,3.52%,$13.25,17.30%,ACEL,NYSE:ACEL
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,3.25,$88.87,9.46%,9.46%,$97.27,$108.00,$88.88,0.01%,$165.72,86.47%,$174.78,96.66%,ACGL,NASDAQ:ACGL
NYSE:ACHR,7 Jul 2025,$8.74,3,,,,$9.90,-11.72%,,,,$10.65,7.58%,$10.83,9.38%,$10.87,9.77%,ACHR,NYSE:ACHR
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,4.25,$236.99,11.43%,11.43%,$264.08,$333.45,$247.07,4.25%,$0.00,-100.00%,$0.00,-100.00%,ACN,NYSE:ACN
NYSE:ACVA,18 Sep 2025,$10.72,3,,,3,$10.06,6.58%,6.58%,$10.72,$10.72,$11.06,9.94%,$9.33,-7.25%,$11.68,16.10%,ACVA,NYSE:ACVA
NYSE:ADC,19 Sep 2025,$79.26,4,$81.90,8,4,$71.11,11.46%,11.46%,$79.26,$81.90,$73.83,3.83%,$64.29,-9.60%,$107.25,50.83%,ADC,NYSE:ADC
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.34,50.88%,,,,,-100.00%,-$2.00,-688.24%,-$2.00,-688.24%,ADIL,NASDAQ:ADIL
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,,$9.39,-19.17%,,,,$9.98,6.28%,$19.27,105.21%,$39.50,320.62%,ADTN,NASDAQ:ADTN
NASDAQ:AEP,18 Sep 2025,$104.71,2,,,2,$108.71,-3.68%,-3.68%,$104.71,$104.71,$111.83,2.87%,-$26.21,-124.11%,$42.16,-61.21%,AEP,NASDAQ:AEP
NYSE:AES,11 Jul 2025,$13.47,3,,,,$13.12,2.63%,,,,$13.30,1.37%,-$56.13,-527.85%,-$51.82,-494.99%,AES,NYSE:AES
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$16.18,10.01%,,,,$16.49,1.92%,$54.96,239.71%,$81.12,401.37%,AFYA,NASDAQ:AFYA
NYSE:AG,12 Aug 2025,$7.66,3,,,,$11.65,-34.29%,,,,$12.94,11.07%,$13.64,17.09%,$21.06,80.80%,AG,NYSE:AG
NYSE:AGI,19 Aug 2025,$18.00,1,,,,$33.82,-46.79%,,,,$35.27,4.29%,$42.71,26.28%,$51.73,52.96%,AGI,NYSE:AGI
NYSE:AGM,26 Aug 2025,$230.34,3,,,,$179.00,28.68%,,,,$187.85,4.94%,"-$1,730.59",-1066.81%,"-$1,393.02",-878.22%,AGM,NYSE:AGM
NASDAQ:AGNC,7 Jul 2025,$11.25,4,,,,$9.77,15.17%,,,,$9.82,0.51%,-$68.52,-801.29%,-$68.16,-797.67%,AGNC,NASDAQ:AGNC
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$84.02,19.29%,,,,$85.86,2.19%,$55.95,-33.41%,$56.05,-33.28%,AGO,NYSE:AGO
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,2.25,$8.25,13.94%,13.94%,$9.40,$9.55,$8.44,2.30%,$22.97,178.42%,$53.40,547.25%,AGRO,NYSE:AGRO
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$77.06,9.99%,,,,$79.07,2.61%,-$52.45,-168.06%,$14.62,-81.03%,AIG,NYSE:AIG
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$55.41,20.56%,,,,$55.71,0.54%,$57.35,3.51%,$83.89,51.40%,AIN,NYSE:AIN
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,,$7.38,-32.25%,,,,$6.81,-7.72%,$8.91,20.70%,$10.90,47.72%,AIRS,NASDAQ:AIRS
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,4,$213.98,3.66%,3.66%,$221.82,$239.50,$217.67,1.72%,-$170.30,-179.59%,-$123.91,-157.91%,AIZ,NYSE:AIZ
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.57,-21.55%,,,,$64.98,2.22%,-$216.17,-440.05%,-$147.90,-332.66%,AL,NYSE:AL
NYSE:ALC,27 Aug 2025,$81.45,1,,,1,$75.19,8.33%,8.33%,$81.45,$81.45,$78.74,4.72%,$114.05,51.68%,$161.84,115.24%,ALC,NYSE:ALC
NYSE:ALEX,24 Apr 2025,$18.39,4,$23.00,9,,$18.11,1.55%,,,,$18.96,4.69%,$21.93,21.10%,$31.78,75.50%,ALEX,NYSE:ALEX
