Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NYSE:AA,17 Aug 2025,$40.85,3,,,,$32.56,25.45%,,,,$33.10,1.66%,$54.18,66.39%,$82.26,152.65%,AA,NYSE:AA
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$12.42,0.25%,,,,$12.88,3.70%,-$55.11,-543.72%,-$50.40,-505.76%,AAL,NASDAQ:AAL
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,1,$90.64,-27.46%,-27.46%,$65.75,$65.75,$90.38,-0.29%,$102.70,13.31%,$111.12,22.60%,AAON,NASDAQ:AAON
NYSE:ABEV,26 Aug 2025,$2.63,5,$2.50,7,4.25,$2.31,8.23%,8.23%,$2.50,$2.63,$2.30,-0.43%,$3.22,39.38%,$4.05,75.49%,ABEV,NYSE:ABEV
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,3.5,$45.50,22.59%,22.59%,$55.78,$58.40,$47.54,4.48%,$73.51,61.56%,$92.13,102.48%,ABM,NYSE:ABM
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$4.23,72.41%,,,,$4.17,-1.42%,$11.27,166.36%,$19.82,368.51%,ACCO,NYSE:ACCO
NYSE:ACEL,18 Sep 2025,$12.91,4,$15.00,7,3.75,$11.14,15.86%,15.86%,$12.91,$15.00,$11.52,3.41%,$11.68,4.85%,$13.24,18.81%,ACEL,NYSE:ACEL
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,3.25,$88.44,9.99%,9.99%,$97.27,$108.00,$88.05,-0.44%,$170.48,92.76%,$179.73,103.23%,ACGL,NASDAQ:ACGL
NYSE:ACHR,7 Jul 2025,$8.74,3,,,,$9.56,-8.58%,,,,$9.59,0.31%,$10.07,5.29%,$10.10,5.69%,ACHR,NYSE:ACHR
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,4.25,$238.29,10.83%,10.83%,$264.08,$333.45,$246.70,3.53%,$0.00,-100.00%,$0.00,-100.00%,ACN,NYSE:ACN
NYSE:ACVA,18 Sep 2025,$10.72,3,,,3,$10.37,3.39%,3.39%,$10.72,$10.72,$10.96,5.69%,$9.27,-10.60%,$11.65,12.31%,ACVA,NYSE:ACVA
NYSE:ADC,19 Sep 2025,$79.26,4,$81.90,8,4,$71.61,10.68%,10.68%,$79.26,$81.90,$74.43,3.94%,$65.98,-7.87%,$109.88,53.45%,ADC,NYSE:ADC
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.35,46.57%,,,,,-100.00%,-$2.00,-671.43%,-$2.00,-671.43%,ADIL,NASDAQ:ADIL
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,3,$9.55,-20.52%,-20.52%,$7.59,$7.59,$9.87,3.35%,$19.71,106.38%,$40.35,322.56%,ADTN,NASDAQ:ADTN
NASDAQ:AEP,18 Sep 2025,$104.71,2,,,2,$106.70,-1.87%,-1.87%,$104.71,$104.71,$110.94,3.97%,-$27.46,-125.73%,$42.23,-60.43%,AEP,NASDAQ:AEP
NYSE:AES,11 Jul 2025,$13.47,3,,,,$12.97,3.82%,,,,$12.60,-2.85%,-$56.35,-534.43%,-$52.03,-501.13%,AES,NYSE:AES
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$15.86,12.23%,,,,$16.00,0.88%,$55.84,252.06%,$82.56,420.57%,AFYA,NASDAQ:AFYA
NYSE:AG,12 Aug 2025,$7.66,3,,,,$10.29,-25.61%,,,,$9.71,-5.64%,$11.84,15.05%,$19.38,88.38%,AG,NYSE:AG
NYSE:AGI,19 Aug 2025,$18.00,1,,,,$31.81,-43.43%,,,,$31.08,-2.29%,$40.34,26.82%,$49.56,55.79%,AGI,NYSE:AGI
NYSE:AGM,26 Aug 2025,$230.34,3,,,3,$186.57,23.46%,23.46%,$230.34,$230.34,$192.12,2.97%,"-$1,693.19",-1007.53%,"-$1,347.64",-822.33%,AGM,NYSE:AGM
NASDAQ:AGNC,7 Jul 2025,$11.25,4,,,,$10.07,11.74%,,,,$10.17,0.99%,-$68.09,-776.14%,-$67.73,-772.61%,AGNC,NASDAQ:AGNC
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$83.58,19.91%,,,,$82.32,-1.51%,$57.80,-30.85%,$57.90,-30.72%,AGO,NYSE:AGO
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,2.25,$8.04,16.92%,16.92%,$9.40,$9.55,$8.08,0.50%,$23.24,189.06%,$53.99,571.55%,AGRO,NYSE:AGRO
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$77.63,9.18%,,,,$77.50,-0.17%,-$50.04,-164.46%,$17.72,-77.18%,AIG,NYSE:AIG
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$56.57,18.08%,,,,$56.55,-0.04%,$59.62,5.40%,$86.44,52.80%,AIN,NYSE:AIN
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,2.75,$6.29,-20.51%,-20.51%,$5.00,$6.69,$6.45,2.54%,$7.90,25.65%,$9.94,57.99%,AIRS,NASDAQ:AIRS
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,4,$208.54,6.37%,6.37%,$221.82,$239.50,$215.52,3.35%,-$171.94,-182.45%,-$125.04,-159.96%,AIZ,NYSE:AIZ
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.53,-21.50%,,,,$64.45,1.45%,-$216.24,-440.38%,-$147.15,-331.62%,AL,NYSE:AL
NYSE:ALC,27 Aug 2025,$81.45,1,,,1,$77.47,5.14%,5.14%,$81.45,$81.45,$78.03,0.72%,$117.85,52.12%,$166.68,115.15%,ALC,NYSE:ALC
NYSE:ALEX,24 Apr 2025,$18.39,4,$23.00,9,,$18.59,-1.07%,,,,$19.12,2.85%,$22.51,21.10%,$32.58,75.23%,ALEX,NYSE:ALEX
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,2.5,$3.38,84.64%,84.64%,$6.24,$6.75,$3.59,6.21%,$2.80,-17.10%,$13.25,292.12%,ALIT,NYSE:ALIT
NYSE:ALL,11 Sep 2025,$182.73,2,,,2,$204.43,-10.61%,-10.61%,$182.73,$182.73,$214.22,4.79%,$374.55,83.21%,$450.64,120.44%,ALL,NYSE:ALL
NYSE:ALLY,10 Apr 2025,$42.93,5,$41.53,7,,$44.32,-6.30%,,,,$45.75,3.23%,-$435.36,-1082.30%,-$457.05,-1131.26%,ALLY,NYSE:ALLY
NASDAQ:ALRS,3 Jun 2025,$23.53,4,$21.50,9,,$23.40,-8.12%,,,,$23.91,2.18%,-$147.74,-731.36%,-$141.95,-706.62%,ALRS,NASDAQ:ALRS
