Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,Symbol,"Google
Symbol"
NYSE:AA,17 Aug 2025,$40.85,3,,,3,$33.24,22.89%,22.89%,$40.85,$40.85,$32.65,-1.77%,$54.91,65.18%,$83.09,149.97%,AA,NYSE:AA
NASDAQ:AAL,28 Jul 2025,$12.45,3,$13.73,1,,$12.91,-3.56%,,,,$13.43,4.03%,-$54.62,-523.09%,-$49.91,-486.56%,AAL,NASDAQ:AAL
NASDAQ:AAON,27 Aug 2025,$65.75,1,,,1,$82.18,-19.99%,-19.99%,$65.75,$65.75,$84.85,3.25%,$96.39,17.29%,$104.85,27.59%,AAON,NASDAQ:AAON
NYSE:ABEV,26 Aug 2025,$2.63,5,$2.50,7,4.25,$2.30,8.70%,8.70%,$2.50,$2.63,$2.35,2.17%,$3.22,40.11%,$4.06,76.48%,ABEV,NYSE:ABEV
NYSE:ABM,30 Aug 2025,$55.78,4,$58.40,6,3.5,$45.79,21.82%,21.82%,$55.78,$58.40,$47.53,3.80%,$74.48,62.65%,$93.15,103.43%,ABM,NYSE:ABM
NYSE:ACCO,3 Jun 2025,$7.29,5,$9.00,7,,$4.01,81.87%,,,,$4.03,0.50%,$11.15,177.98%,$19.72,391.85%,ACCO,NYSE:ACCO
NASDAQ:ACGL,29 Aug 2025,$97.27,4,$108.00,5,3.25,$92.26,5.43%,5.43%,$97.27,$108.00,$95.66,3.69%,$175.84,90.59%,$185.15,100.68%,ACGL,NASDAQ:ACGL
NYSE:ACHR,7 Jul 2025,$8.74,3,,,,$8.75,-0.11%,,,,$8.95,2.29%,$9.57,9.31%,$9.60,9.76%,ACHR,NYSE:ACHR
NYSE:ACN,2 Sep 2025,$264.08,4,$333.45,9,4.25,$238.54,10.71%,10.71%,$264.08,$333.45,$251.54,5.45%,$0.00,-100.00%,$0.00,-100.00%,ACN,NYSE:ACN
NASDAQ:ADIL,11 Jul 2025,$0.51,3,,,,$0.35,46.57%,,,,,-100.00%,-$2.00,-671.43%,-$2.00,-671.43%,ADIL,NASDAQ:ADIL
NASDAQ:ADTN,23 Aug 2025,$7.59,3,,,3,$10.11,-24.93%,-24.93%,$7.59,$7.59,$10.13,0.20%,$20.36,101.35%,$41.12,306.72%,ADTN,NASDAQ:ADTN
NYSE:AES,11 Jul 2025,$13.47,3,,,,$12.88,4.54%,,,,$12.73,-1.16%,-$56.42,-538.06%,-$52.11,-504.57%,AES,NYSE:AES
NASDAQ:AFYA,13 Feb 2025,$25.44,3,$17.80,2,,$15.60,14.10%,,,,$15.58,-0.13%,$55.78,257.56%,$82.67,429.91%,AFYA,NASDAQ:AFYA
NYSE:AG,12 Aug 2025,$7.66,3,,,,$10.54,-27.37%,,,,$10.39,-1.42%,$12.46,18.19%,$20.04,90.11%,AG,NYSE:AG
NYSE:AGI,19 Aug 2025,$18.00,1,,,1,$32.96,-45.40%,-45.40%,$18.00,$18.00,$34.05,3.31%,$42.23,28.12%,$51.50,56.25%,AGI,NYSE:AGI
NYSE:AGM,26 Aug 2025,$230.34,3,,,3,$196.83,17.02%,17.02%,$230.34,$230.34,$202.67,2.97%,"-$1,675.81",-951.40%,"-$1,328.03",-774.71%,AGM,NYSE:AGM
NASDAQ:AGNC,7 Jul 2025,$11.25,4,,,,$10.18,10.53%,,,,$10.18,0.00%,-$67.97,-767.67%,-$67.61,-764.18%,AGNC,NASDAQ:AGNC
NYSE:AGO,3 Jan 2025,$100.22,4,$105.33,1,,$82.49,21.50%,,,,$84.66,2.63%,$57.96,-29.73%,$58.06,-29.61%,AGO,NYSE:AGO
NYSE:AGRO,27 Aug 2025,$9.55,4,$9.40,1,2.25,$8.05,16.77%,16.77%,$9.40,$9.55,$8.40,4.35%,$23.33,189.80%,$54.17,572.93%,AGRO,NYSE:AGRO
NYSE:AIG,17 Jul 2025,$84.76,3,$90.60,5,,$78.93,7.39%,,,,$80.36,1.81%,-$48.85,-161.89%,$19.11,-75.79%,AIG,NYSE:AIG
NYSE:AIN,15 Aug 2025,$77.61,3,$66.80,4,,$58.04,15.09%,,,,$57.74,-0.52%,$60.14,3.62%,$87.03,49.96%,AIN,NYSE:AIN
NASDAQ:AIRS,23 Aug 2025,$6.69,3,$5.00,5,2.75,$6.20,-19.35%,-19.35%,$5.00,$6.69,$5.82,-6.13%,$7.97,28.62%,$10.02,61.62%,AIRS,NASDAQ:AIRS
NYSE:AIZ,29 Aug 2025,$221.82,3,$239.50,10,4,$213.01,4.14%,4.14%,$221.82,$239.50,$217.47,2.09%,-$167.51,-178.64%,-$120.46,-156.55%,AIZ,NYSE:AIZ
NYSE:AL,9 Apr 2025,$49.87,5,$54.25,6,,$63.52,-21.49%,,,,$64.68,1.83%,-$216.29,-440.51%,-$146.97,-331.37%,AL,NYSE:AL
NYSE:ALC,27 Aug 2025,$81.45,1,,,1,$78.29,4.04%,4.04%,$81.45,$81.45,$80.27,2.53%,$118.69,51.60%,$167.81,114.34%,ALC,NYSE:ALC
NYSE:ALEX,24 Apr 2025,$18.39,4,$23.00,9,,$18.42,-0.16%,,,,$19.20,4.23%,$22.37,21.42%,$32.49,76.38%,ALEX,NYSE:ALEX
NYSE:ALIT,10 Sep 2025,$6.24,3,$6.75,4,2.5,$3.68,69.59%,69.59%,$6.24,$6.75,$3.85,4.62%,$3.09,-16.12%,$13.58,269.08%,ALIT,NYSE:ALIT
