Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:DD	0.8352242112159729	43.34	2025-11-28	0.4025	Buy 64 at $41.23 ~= $2,639	73.62789861077256	107.87994152055059
NYSE:RES	0.6715203523635864	5.71	2025-11-10	0.04	Buy 484 at $5.49 ~= $2,657	6.880675256772889	14.502276663139044
NYSE:GGB	0.5663389563560486	3.84	2025-11-12	0.155	Buy 716 at $3.71 ~= $2,656; ADR	6.72949593907017	12.738818821319978
NASDAQ:NVDA	0.5455763936042786	195.06	2025-12-04	0.01	Buy 14 at $188.76 ~= $2,643	251.0422745629141	253.16827504981032
NYSE:PBR.A	0.5361246466636658	11.45	2025-12-26	0.841	ADR	86.16472985568929	108.466892303743
NASDAQ:MRVL	0.5316988229751587	88.92	2026-01-09	0.06		110.23932655495574	130.8737169259412
NASDAQ:KLAC	0.5249218940734863	1327.86	2025-11-17	1.8		1760.2582944096935	1811.9277032420878
NASDAQ:AIP	0.4916550815105438	16.58				16.754892886664837	18.141391165669543
NYSE:PBR	0.45516011118888855	12.01	2025-12-26	0.841	ADR	31.682100121940753	65.1073983928209
NASDAQ:CEVA	0.45287024974823	22.44				23.996051450623195	25.14780115810137
NASDAQ:AVGO	0.42095619440078735	360.30	2025-12-22	0.605		446.044968644311	479.3743284018031
NASDAQ:AOSL	0.41492047905921936	20.82				17.609335906419133	43.0616786822898
NASDAQ:SYNA	0.3950697183609009	77.12				80.54162536391262	138.1894614274026
NASDAQ:SIMO	0.38963720202445984	92.97	2026-02-11	0	ADR	99.02682821970082	108.19860909329928
NASDAQ:SITM	0.38934171199798584	385.53				416.01965364561204	435.39042361328154
NYSE:AAT	0.3886755704879761	19.67	2025-12-04	0.33875		19.358101750302197	57.13970144987494
NYSE:TEL	0.3846912086009979	239.02	2026-02-20	0.68		339.0855099510687	371.73453581711095
NYSE:VICI	0.38401058316230774	29.08	2025-12-17	0.437		50.9327187215136	50.996865693052904
NYSE:ONTO	0.38234272599220276	164.71				230.17332051508208	241.4955994577758
NYSE:TPC	0.379006028175354	71.01	2025-12-09	0		166.51669878161422	176.01442889021524
