ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:VISN,4.21,20.55,11.93,19.4,146077803.82
NASDAQ:TASK,6.2,18.39,6.54,6.48,2463241.51
NYSE:DD,33.335,83.4,46.24,46.33,132744596.06
NYSE:NLOP,11.235,34.53,13.11,13.15,2050014.53
NYSE:ELME,1.98,17.68,2.15,2.13,2076050.58
NYSE:SITC,5.24,13.095,5.56,5.57,2531499.34
NASDAQ:ICHR,13.12,72.8707,64.42,70.93,50175838.63
NASDAQ:TER,73.11,422.11,345.42,418.08,1523062021.07
NASDAQ:AMAT,148.74,420.4999,389.08,417.04,2251812315.90
NASDAQ:AMKR,17.18,79.23,71.09,78.1,413943614.43
NASDAQ:LRCX,71.4,275.84,256.72,267.78,2429121800.00
NASDAQ:VIAV,8.1,60.43,55.33,47.75,349101442.29
NASDAQ:KLAC,674.76,1939.36,1726.26,1935.0,1815492169.58
NASDAQ:FORM,26.08,159.09,137.37,155.08,304302548.41
NASDAQ:PBYI,2.85,7.8983,7.49,7.54,1478759.79
NASDAQ:JBIO,6.565,28.0,24.23,24.98,18726902.63
NASDAQ:ENTG,66.315,159.15,142.29,155.98,530937722.95
NASDAQ:UCTT,18.52,84.43,74.61,83.01,83183517.68
NYSE:DTE,126.23,154.63,148.79,146.88,184628397.57
NASDAQ:ACMR,18.48,71.65,52.15,56.1,52610609.24
